delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
7076-2432-16579-11760-1023091-301858-151726-151726,7489-5863-18959-32746-148710-67177-41125-41125,1869-2440-10105-6476-25316-5899-66583-66583,7633-1932-7187-17861-31361-27689-18202-18202,4716-2568-15164-13710-21937-21920-11670-11670,7412-6046-37427-34250-63775-50216-29028-29028,7420-4178-10547-9272-14858-53071-6532-6532,2054-1813-9869-6897-32480-14746-32665-32665,88711-762235-493135-2968604-603763-75317-77936-172549,81685-234236-101494-439707-117954-17984-34605-74763,8726-9244-72371-151683-42016-9216-69468-1651,2924-35486-14300-118171-56696-10586-65621-14647,13545-18734-10297-53002-40850-10001-42344-8969,19407-22077-27266-77631-13041-17588-11399-14477,26134-15256-28552-45056-30584-10350-11854-5671,10741-9235-10115-64156-9953-5644-7376-1621,easy,yes
222452-12993-2142-99360-36216-69185-450342-11459,56893-3235-26946-18272-5857-18632-72373-4373,11112-5792-11360-2620-1070-20732-9230-10124,13056-4937-19508-2104-1971-18954-61703-14957,11983-5103-15164-1630-1909-28168-22841-11148,40928-8542-31695-904-2239-24360-28713-19840,8540-1604-12950-986-624-7487-11377-8254,7897-4118-16432-725-1208-3584-10821-7322,easy,yes
1057338-14179-260825-236296-114246-9799-619-15953,84832-40654-24022-11487-58947-40720-15045-19345,39202-8979-1344-10314-27241-13010-8312-2226,14023-23324-6996-2729-27202-41000-3242-3246,18569-14506-1950-2103-13715-9400-5297-3874,23155-34236-8352-3847-34225-14572-14046-4932,15412-9446-8281-2824-9322-27102-7255-2214,4807-7714-6040-1154-3711-3941-6308-3966,difficult,yes
1897925-20041-357667-713953-141647-83858-73524-8173,205794-9220-603583-79071-58640-1502-15513-10049,78478-1062-21615-62754-13059-2338-1946-3682,8377-2785-89183-42502-4799-2448-3902-3522,52318-1735-35720-31997-13231-4611-4674-10347,47399-3375-45774-20351-21032-4000-7248-10990,23982-1297-62853-22651-10680-3405-4212-10908,12687-285-15098-30923-6038-3832-1520-10893,difficult,yes
20991-815378-177121-63772-152095-23099-92305-128411,16067-143735-45161-28369-15707-21843-56433-25762,14087-27097-3741-7915-3046-3543-3622-4997,6339-11934-6759-6957-4464-7322-9097-5079,3929-6800-2492-5099-4134-5062-8858-12872,2869-4655-2521-9297-9978-3400-28484-4884,3562-4593-2730-3520-4019-2689-6984-4801,3065-2828-550-1604-2208-1565-2680-1308,easy,yes
51451-341082-35520-33002-134628-392489-17657-714446,757-505011-32107-12746-28629-89986-20817-147307,7983-30542-11650-1960-18988-16032-23673-27415,2805-79524-8545-2736-10458-20356-13808-11923,2565-32319-7193-2553-5537-22531-13710-61774,15009-46096-15014-5222-9388-77677-24692-13171,4334-25861-2871-6892-1948-7939-9362-18295,3289-15639-4699-2135-1958-9354-5556-9733,difficult,no
337349-261548-182385-165791-151148-69291-780656-18242,92873-26350-4048-19486-45573-8833-35011-14977,25572-19179-7933-3300-18504-5090-15054-2771,33685-5183-7114-2348-2949-1546-33392-9397,12398-3739-4746-3535-2800-3513-14088-2605,19674-8753-3856-12221-6326-5731-26864-2501,22160-5781-6189-7225-2883-3949-11080-1732,8430-3849-3485-6542-3309-4688-6287-1076,difficult,no
102117-821949-3231889-377995-838292-177916-555639-109483,9938-93997-196681-26113-134809-15484-41666-72642,1286-19269-88936-11976-27117-2665-12580-11381,1206-8812-43144-6657-12437-2795-21960-7216,198-11458-26814-9070-15093-8473-25352-10263,1567-9800-47048-7263-8233-4514-24413-10427,1169-7787-40460-5398-3479-10337-8298-3659,407-6028-19160-2070-3287-2032-10066-10494,easy,no
350031-101616-315955-411624-118144-335749-70205-1924486,45946-4876-80425-84297-45456-37418-4938-340137,4371-1435-10734-25756-1922-22404-470-84639,5161-823-51101-74185-9110-24935-1139-49736,17590-1600-7725-49754-4131-20288-198-26690,22654-2493-13079-30541-5534-38006-943-19815,13335-647-2584-17779-3950-19718-810-32233,8970-350-2946-21959-1095-8906-747-6363,easy,yes
113310-335130-1313610-205441-1582400-437315-1539442-305726,7288-31828-26773-22896-322954-141002-117227-22529,1539-15550-15173-24004-52070-10375-1660-19100,1093-11643-3412-2595-34860-10814-29269-6236,2117-4884-5811-5323-24214-5956-26914-5292,5048-3001-4922-3736-30508-8714-18872-12311,988-3439-2918-2257-24968-6361-7211-3745,777-1459-974-5248-22275-2574-23540-2528,easy,no
353438-1199593-735945-1909128-120884-153152-56913-91279,30452-61928-83836-153932-9369-45822-18096-41376,28083-51534-19689-67413-1094-20571-502-6774,4014-57323-14649-44764-1618-6631-3580-17531,7411-8895-5911-69046-2917-3932-2502-5605,16984-25662-12848-46515-4562-17995-2364-14372,5166-22725-8834-27583-827-4799-1516-7606,4603-11138-10742-13956-479-3632-436-4292,difficult,no
425921-1086483-479194-463773-293769-1372344-69757-517166,27388-266825-25154-69186-15869-73777-52120-62112,38413-83299-1947-4550-10270-11198-8910-1230,38351-44330-7043-5127-1320-39889-8495-24447,24391-19495-7032-13142-7362-7286-17155-22563,35686-23742-9248-8257-7145-26914-4885-26257,8617-34853-11565-5963-4212-13992-4527-12951,7835-13657-3361-1823-2985-13551-1349-10551,easy,no
27737-799623-28607-630573-131198-354488-302314-421037,47256-423488-113193-363749-28043-27331-9995-98302,478-47322-13822-73811-8805-4564-3594-25060,4906-26916-9260-18790-1674-3062-1127-33922,4018-40058-33873-44217-5659-4296-3130-21415,11235-23658-29523-31458-5409-4387-10262-36789,9262-35725-47576-23296-6089-4181-4886-17008,2283-13959-11435-10489-3189-3240-4040-19651,difficult,no
966895-248943-680890-610339-58166-2283067-358366-463057,62458-36403-38982-32532-15380-46202-40972-91622,7174-3698-67324-22741-4391-24745-1701-39063,6250-6607-49160-20777-1514-4838-4489-22094,16417-6227-15713-15198-2879-13100-13290-28142,11219-17023-40355-52367-8746-35526-10391-82811,7810-22033-45941-55126-4503-9750-2992-18336,1331-5114-10365-14653-2533-20682-1606-32283,difficult,yes
74146-976936-267974-84781-369174-689705-49085-1810669,37754-364273-10426-146577-15456-130803-16334-26240,1673-33360-12890-14033-21958-4953-3455-3758,2616-41355-1910-20568-8251-10160-2729-3756,3856-20077-5726-12687-11424-7211-9180-9463,5582-59463-7733-36399-16870-24409-19116-8586,5653-370519-3059-8158-7608-28084-7059-3957,1462-19266-2026-4903-4584-24576-4524-1900,easy,no
318345-171539-1291187-987256-52275-53268-2643-309072,35823-51012-548186-96710-8541-15510-9501-78101,6492-38212-60431-2829-10685-1926-4164-8659,9077-10171-13893-25398-1426-1232-2091-11327,10184-11828-27375-29467-7393-3569-7021-26195,32560-26798-36972-42987-9126-4197-14352-59479,16742-2942-28749-14449-4602-1374-6545-26714,12045-1818-18996-15528-2584-1159-3392-20042,easy,yes
658816-395716-18367-1099433-694314-1720911-417807-236373,83721-94570-11650-30977-53769-217626-30457-23457,30744-5110-1608-11934-11475-62804-6140-7671,11571-10232-1219-25578-15574-11269-3331-5414,8734-11997-2292-38615-7066-13277-6278-7552,12806-16592-4786-43504-8818-19892-11678-10689,6095-5267-4327-23035-8692-7983-2946-3655,3885-2217-3095-4916-4879-16685-5413-3002,easy,no
365046-495066-1950399-760602-968313-194987-3482050-408031,109838-29656-607527-250250-109563-13371-456789-77231,10266-28239-142668-35050-15775-17344-101551-24700,24375-14802-97509-12261-97292-7280-67139-3582,109530-10946-21301-26568-23420-24326-23856-26337,35912-11776-48647-47010-81592-11078-77535-13929,17374-9405-30676-14083-35234-13319-140453-22471,10471-4818-33671-6816-10961-5331-18063-5869,easy,yes
791356-117589-252905-1326153-1174333-1464401-498981-192287,373473-16810-159649-62574-68380-564987-81763-84872,46316-4765-4577-16181-20324-94283-2968-6998,10036-2444-10709-10962-10282-40157-5418-14227,26122-2799-14669-47033-6284-31836-11121-8075,36240-5293-8327-68526-10903-64860-10566-10148,13574-13285-6693-48189-17768-11382-6570-3718,12199-5619-4281-16913-8586-12219-4421-2555,difficult,no
55623-109420-51386-146120-726993-120163-226007-276895,16977-98582-40432-46691-38102-44237-23872-14131,1635-32509-3314-4002-16561-6882-5113-11016,832-16826-1535-2261-14870-11733-8263-7083,1047-29195-1275-5304-12108-10418-13472-4180,3114-20870-4056-4057-49452-8576-13163-9138,2946-31292-1000-1345-8422-5207-3367-4538,1048-15471-586-1329-7648-3805-3037-3994,easy,no
83822-63818-2520820-806935-664210-193183-1107582-1204645,8193-23453-501242-869276-206553-17877-102432-85925,1053-9863-99403-115750-6985-1375-8890-16836,6118-8471-108085-26035-55802-2620-60684-17053,9520-2102-45033-102007-11218-1820-33670-33787,2484-3201-54425-36066-13348-8878-12349-12739,2386-3007-65194-27555-11790-4594-6561-11831,1672-1722-18054-21759-7612-948-4404-3365,easy,yes
556237-976130-26866-1376296-33064-340180-96940-92891,149106-38447-13880-1315755-31961-73783-37930-12635,16928-42652-1217-80710-3306-16672-2701-1291,44340-12998-1299-24693-1177-33564-2705-1191,8679-21899-1963-63997-2890-22467-3678-2625,29371-20918-1236-38281-3352-16340-4000-3164,11451-9648-327-26007-4589-11633-1904-3752,5518-9037-243-14306-985-5847-815-3135,easy,no
190067-225231-178493-570550-3311878-1001599-464757-130053,97429-65140-114668-152989-116842-278166-158017-5168,12885-34967-13965-10105-193509-63977-63385-2547,3361-8032-11924-24719-63707-63683-101142-1158,17635-40876-11290-23026-127419-143123-85569-3070,17826-32697-9756-8610-78612-79589-56404-2542,9766-3958-5737-9898-75390-30902-11723-2454,6199-3069-3427-2570-12995-12158-7140-1206,difficult,no
1351187-640237-269102-547033-873755-270659-1182821-1345272,179190-513968-179338-22162-29345-84667-172624-598929,74170-151625-33175-1613-20898-6210-22950-54533,67601-234773-54801-5224-13600-3349-32977-60875,98686-79298-30678-3619-5696-35567-25897-48036,44405-174328-44872-4171-13549-11205-59464-37343,42566-311223-39839-1961-14984-3940-27584-28034,11832-63527-27994-845-2330-3620-8870-21988,easy,yes
234736-52681-9664-4157-14408-8907-91181-102193,32195-23650-19419-21925-20523-3879-4049-22520,15149-29908-14067-20471-987-6881-1792-5622,7347-28980-14093-16280-14699-1012-2213-7465,11222-51271-10464-11968-7743-3920-3511-4063,6400-43995-18246-20975-23259-2523-3973-9455,5649-11667-19315-6110-24685-2484-3393-8952,3112-7833-6355-2917-10933-1513-1222-5544,easy,yes
6702-1031141-54697-594165-300453-1948787-113264-41142,20551-47075-18920-107197-288919-199097-140288-19716,14234-14152-3546-27225-17585-17317-43183-2383,17333-18433-3742-24142-30984-24738-7966-8412,16391-11114-16218-33039-43016-27968-27866-2674,12086-114318-2764-18671-15800-13370-5756-3179,11629-67960-4124-27738-7059-13713-10621-867,12312-12646-3869-3189-5431-15552-2876-2083,easy,yes
33211-135850-72935-732264-25044-26211-4544-20212,20321-66126-78697-102818-7349-25933-10396-29698,11859-9049-4219-3889-1633-9409-10268-13765,21476-2764-7362-4641-2176-3835-5556-5622,20550-3081-12135-9249-1661-9470-8242-5127,18632-2761-21898-20533-5869-12963-26187-9897,8723-1099-13090-6570-1901-7756-10203-8686,9649-1196-7931-5198-2841-9965-7899-4694,easy,yes
120290-48519-23429-17605-44589-110177-3647-42055,21988-41703-10823-15288-27809-18516-2334-14092,4600-29652-6235-8566-2298-2065-418-2529,3853-13903-15494-8082-2665-3814-628-7595,10571-16875-21853-6632-3797-1800-2694-4040,11532-18811-21369-10588-9268-3753-1798-10999,2483-6926-11819-12850-3172-1788-1372-4003,5113-6939-11076-4190-2586-928-1108-4832,difficult,no
11932-86227-13813-96197-5882-628005-496390-5815,2926-32891-13230-13060-15194-49326-295990-904,6169-41671-22117-2089-614-2898-12440-3533,4003-8415-9214-4124-12080-16520-14195-9320,3254-16575-9588-2248-14757-7743-9042-1856,10467-55251-47586-8902-49030-49214-16116-6372,6529-26146-29704-6199-59472-24382-12707-4112,2552-14909-8345-2417-9069-16796-14021-5866,easy,no
