delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
522789-288379-120941-494069-50694-2397148-149647-38782,47171-17937-13811-103695-27065-87258-14578-34519,9700-5384-10521-20828-14836-20320-9509-6078,3555-5796-18453-41748-3395-14727-1984-3722,1604-6639-3911-19255-5595-16901-2788-5779,4443-9514-3345-39523-7234-24838-8248-18980,2646-2520-2957-27315-2470-19968-5095-9300,1541-2381-1719-14283-2124-14259-2560-3949,easy,yes
821236-247931-2241757-69072-804407-499995-1912264-879176,362426-75708-463347-67327-541374-70300-542869-345937,57234-3688-73618-2642-55014-5266-73908-76988,20149-21732-127285-5000-58063-8182-9834-19040,35943-8764-49730-306-28326-7793-70057-25817,21526-12891-42321-6322-78709-3880-59048-94561,20380-15472-136133-4888-81181-5640-86830-45592,27136-9593-90108-1866-58220-4310-38018-46236,difficult,yes
604761-434355-629115-380810-726463-262210-85640-2599,49475-64565-392990-73020-80203-33166-14491-1834,37156-14032-61695-48378-24332-7885-2242-3389,20065-9252-30623-5167-32723-19450-7092-2189,6704-9431-24625-6176-7701-50483-1722-3095,24712-19862-61885-41411-51328-28923-15455-10248,6012-7237-33053-13178-28702-34882-5504-7602,11161-3196-19020-9020-23130-19988-6391-3171,easy,yes
386143-91757-3004946-166051-1188768-13049-194435-406119,58514-15075-106089-49573-92891-3074-5501-60142,18302-10376-64048-17523-5978-776-3220-2258,18411-5765-14149-2239-13268-25859-2870-12602,16788-829-37659-6927-4608-7565-6124-9480,16613-771-52138-11321-43159-25229-52579-64688,11961-2395-21165-3462-35111-24522-29717-40601,5542-2025-24636-3602-23036-22521-13492-23164,difficult,yes
66163-103525-120202-162807-158886-45616-70610-220853,46131-7687-3642-12628-23762-18476-61400-72913,4562-7059-1585-3050-17369-4106-8425-13346,1640-1721-752-2315-4192-2650-10653-3980,5052-2334-1529-867-1764-3856-4143-3813,3466-2896-2017-3346-3615-3632-3035-5503,2490-878-2297-1050-2558-1913-2667-4878,2821-1734-1905-862-4237-1258-2162-5242,easy,yes
836996-1720215-120188-104991-19307-193353-55577-772569,558736-92687-102200-25761-13797-34017-2779-31899,78816-12928-14592-2503-1482-3042-4555-26918,99580-20527-7654-7045-6013-8056-5880-31281,44238-26157-6099-2776-6721-2505-4981-9340,32172-55070-17628-15995-16303-2400-14370-90711,59558-151078-26304-6765-13597-2037-7880-95896,27747-37014-5014-5427-6348-1206-10082-18721,difficult,no
1374850-1896608-114738-695114-13094-702932-289645-27921,97576-153285-34517-207193-33165-216989-47956-18201,29128-6906-294-16611-4862-55539-3716-14262,26967-36049-925-9118-3416-23546-5713-4450,6548-40053-1191-16336-2487-11218-5027-3479,9198-44813-1638-14976-3008-10010-3930-19347,3391-19105-574-5420-1687-6083-4848-16269,3991-15741-1190-4723-3271-8867-1116-5964,easy,yes
40596-1370696-833652-512770-1998185-253473-105070-52793,61474-51823-345491-126792-257695-4933-16021-45352,16981-56582-18885-11356-48453-2718-9338-13999,9244-16449-64190-5622-6931-1120-1098-4123,5185-8823-11354-18841-15100-1040-1602-3185,6799-21687-40469-22347-109594-3662-1467-7963,11840-15564-156051-23043-64010-2575-2601-6477,2010-9162-15199-13278-34582-1356-725-4168,difficult,no
58437-655452-154975-1966-203633-2331267-31584-3823,42191-224133-17167-5677-13328-302782-34267-4375,10186-79289-3631-336-929-30707-9224-646,21842-27734-3623-3699-1412-24315-10469-2177,3628-13812-438-4223-2879-15160-6216-2109,35004-53642-2969-15970-3336-48692-28520-8537,14600-12349-3925-27149-3074-24104-26624-7655,28192-22470-2082-4332-1183-15909-9973-7297,easy,yes
14802-265346-39887-865179-45398-22230-954080-6792,12565-10519-32654-134767-7508-7799-688735-5101,11044-2805-8053-4662-759-819-35996-2316,9480-5543-6346-6859-3711-2910-61430-4244,7974-5029-11766-34257-1295-2324-11941-2206,20325-1824-40823-30593-4158-8062-78773-8868,13974-1343-8097-8571-2085-5953-43979-10028,9087-1275-8254-16911-4044-3518-20970-4669,difficult,no
15844-4613-17038-33267-3006-9417-59963-12637,5246-17540-28150-28447-11367-9155-127636-10276,2216-7293-1509-18204-1852-13705-25634-8133,5616-21304-12819-9301-6462-6470-6595-5857,4777-8656-19813-8926-4119-7171-4722-6181,5041-6096-27718-3153-5510-6875-15956-9135,2643-7068-7162-5013-3114-3152-23430-3864,1568-4351-5513-1722-1321-1368-6750-4212,easy,yes
6180-322334-17654-25182-234144-1144896-542045-149928,45819-308206-12070-7173-78867-460445-211867-64175,29240-33395-2612-2165-4390-208778-14557-9659,20048-28704-4711-3944-34524-111308-45746-19280,3951-69126-1633-4752-10513-74138-15939-5947,3886-46125-15451-20024-18125-70768-53568-12287,14788-20518-7289-6048-6737-36749-56214-8581,2956-21906-1478-7391-4455-31014-16299-5340,difficult,yes
