delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
133435-209430-26574-243348-8947-42192-850684-15798,24001-71209-28134-139399-2817-26715-216987-8310,6332-24902-12216-5581-374-11790-10307-10815,2607-7058-2457-3653-656-9276-26575-4249,1728-8499-2739-5940-1024-2564-3385-7711,4566-4226-7601-6922-1029-4879-5580-9929,3756-1337-1621-2865-1235-2371-2375-5707,1727-2102-1650-2515-1403-1527-1829-11466,easy,no
100333-34441-229109-28634-15930-335219-542999-78354,32438-4671-37689-42304-13583-17170-449292-77622,13502-510-10349-2116-8114-4816-11646-10071,4100-1174-4497-3723-5304-1097-6987-11844,4236-1303-7688-3091-4846-4965-12402-8470,4639-2064-5064-3734-22793-2100-65663-11485,1986-693-1520-2886-8934-1498-22717-4118,4121-627-2171-1742-10663-3353-35114-2268,difficult,no
1234948-1718812-42464-972732-803698-84122-37631-360820,128137-275458-8798-339026-174116-31997-44035-87073,143346-64093-2283-13917-14631-6224-10314-15311,48864-35854-2221-26068-24463-3999-14529-134504,28999-42636-3747-42863-15678-2354-7795-104905,29674-17817-585-17905-21256-1318-1868-29894,16590-6514-822-3356-8196-1863-2419-15067,3854-3736-488-7007-9439-2018-1516-28767,easy,yes
78528-31184-165450-611490-85369-282206-57524-70100,42866-56927-14665-19389-29229-27625-20347-19468,17340-16642-12754-16533-14037-2282-6661-10281,2243-2498-688-2729-2989-1472-1020-3742,2099-5309-2818-3983-3261-1968-3743-1103,3198-6427-5351-3759-5396-2625-2450-1875,2003-2150-1663-924-1201-3561-2905-1442,952-889-985-1413-1320-1199-3030-940,difficult,yes
195446-381352-1044401-61747-92284-376614-363975-529577,86895-36202-236918-20834-35381-119880-22710-45038,27374-4298-110524-5640-16860-31174-11471-321,15496-4156-30130-2604-8876-10937-4406-1523,13517-5506-16826-2776-28341-9760-4069-5839,3784-3737-22544-4277-21179-2630-5852-2631,1518-2594-7401-1055-18854-2205-2865-2209,1387-1521-4652-998-19367-1981-2061-1828,easy,yes
10832-120341-34321-90605-65308-17591-2362286-88754,7826-93178-34730-48568-15014-28279-191686-63244,923-5104-12951-22058-9115-30721-38256-19844,1185-6293-5052-7193-3316-16178-31717-2020,1894-2558-3963-7646-3890-20293-21986-1785,2665-1964-5409-2791-1997-33136-32291-4146,2975-503-2710-1189-3944-19133-16254-4872,3027-603-2739-2514-1328-8525-20964-2405,difficult,yes
49086-535607-124945-42365-602124-46905-189215-558817,27321-258118-54515-55569-76770-55606-78046-143965,9766-52222-8257-2833-5161-23454-13367-52590,2112-6167-7331-3410-3513-13774-9500-8824,6096-42376-4988-2738-1660-8872-5261-15051,8272-14108-4710-3285-946-3963-6143-12740,10537-8370-3476-3341-432-10885-1100-8073,3951-8985-2297-5057-327-2197-1470-2612,easy,yes
2805729-316761-1231045-1119458-253469-21086-125396-2882,665210-19078-30014-517357-18748-2266-36194-3377,55068-6508-9093-86291-4585-301-25907-1882,29652-2777-3241-60983-5887-426-3099-1706,24956-6116-7314-40855-1984-1204-3391-1484,48720-1708-1588-13392-3127-3455-1581-2426,38510-599-1168-8468-1829-1737-1073-807,13226-932-735-5840-927-934-1068-320,difficult,no
705194-481496-13560-121530-15844-36337-75359-1135700,1647557-326791-26277-51733-7336-22259-69413-112214,67320-48047-2086-5592-3519-9909-15073-53963,60313-27532-21302-7592-1664-4345-7384-9154,62110-9225-13217-11311-1808-2050-4305-34164,11253-18085-11599-3842-2063-3905-14332-14315,6543-8174-3870-3739-836-1890-13911-2180,7494-7210-6068-2446-584-977-9462-1696,easy,yes
54750-71579-169031-224342-610797-381835-437382-56598,21820-67472-21383-228719-230193-11163-27970-104391,14811-16320-2306-74068-2786-15231-410-37575,2796-4823-1945-134528-4323-9136-10948-25769,4273-7190-1485-56668-48673-2935-1702-7461,2774-7672-701-64526-22233-3045-3348-6156,1592-3229-206-27551-41062-3621-2257-13268,3211-3162-144-27424-17067-3658-2392-5825,difficult,no
717068-280645-125843-679524-30896-66717-732281-154780,245437-13402-34996-136849-8659-69925-342596-100471,42501-3156-7972-13906-1819-11584-1533-9479,27223-2260-4036-17724-444-7622-47101-4148,21671-1582-1761-4405-1817-12944-36293-6212,21956-1542-4937-7328-4807-8089-33071-6034,17578-379-1384-4274-2441-8202-29523-3091,11027-317-1587-2600-2866-6396-8843-2600,easy,no
185764-1113202-147589-3075088-2925-3457-39187-847573,14239-295106-101480-151504-3921-4241-30470-75636,4390-14019-9056-120318-10824-4662-15580-11247,679-8112-2014-54423-5490-3651-2043-7507,1234-15681-2534-11734-2289-3707-3977-4282,1078-12947-4919-28995-12995-9709-8520-2947,145-3115-3902-9170-2657-3821-4479-1788,239-5723-1263-4142-2538-3048-1997-1530,difficult,no
394696-1019203-131098-6898-1738035-15348-369349-568587,316014-182942-81045-19716-177748-1374-25834-96630,58473-49571-9324-94372-18634-3652-4179-17810,6030-29859-9172-58866-135250-1861-9374-10401,10758-14435-4991-108803-38245-6293-14274-22563,17065-19577-17695-15358-29782-2508-8733-55818,12535-6884-2159-14764-17653-2407-3119-24996,15997-8109-1786-6571-15445-2109-3767-22423,easy,no
368832-274717-61282-77392-431133-155998-69366-486500,409099-29739-65339-12049-17636-60423-16883-179971,69627-14570-16315-12924-3070-6501-2819-63899,35564-1097-6636-701-9746-925-931-11301,14258-6168-3074-6622-3265-5666-1504-11043,19856-3613-2645-3152-3986-4607-1229-21145,7829-2427-2810-1107-2457-1992-556-9745,8910-3562-2034-1411-2526-2436-352-4716,difficult,no
15143-329328-93421-69175-240300-341501-166163-166163,4018-132187-77631-42344-37316-166410-74866-74866,288-61998-21091-2822-4735-23477-32176-32176,3425-9642-9525-5196-23946-28527-12099-12099,3779-16537-2619-6698-11338-13313-26896-26896,4554-23299-6983-8468-12420-16564-14754-14754,2503-15653-2381-2111-7375-11365-13293-13293,1123-14059-1505-664-12627-13028-8142-8142,easy,no
1288088-762555-104466-129782-31037-70093-71517-211745,112271-347368-57198-129021-21642-14132-8247-43597,11567-107913-8752-21443-3247-3155-1325-18395,20884-52293-9420-6176-3322-1515-897-28467,8717-33323-19944-5672-3139-2449-1302-18125,5263-14551-14941-1981-3247-723-522-4663,1906-7495-11109-1807-1667-391-367-2338,1384-6511-9532-1719-792-638-172-1991,difficult,yes
189706-918819-206000-1163304-779382-505885-758391-41819,35793-625180-6581-77795-551698-62501-215606-13328,13103-106588-3210-53839-100265-6493-38339-5576,8278-79099-6771-32925-82258-8919-8138-497,6736-67370-1171-10578-36963-1638-5035-1315,13876-23637-776-8172-19379-4413-9205-290,4052-23174-162-3849-15948-3451-3799-270,6670-10114-256-1977-7729-3442-1959-405,easy,yes
211828-355789-198413-29985-113810-642186-142515-92661,285578-183708-125792-31374-66452-348362-23492-11216,26663-11980-14870-1635-14645-3666-9402-2048,8852-4427-5087-1757-11439-8376-4221-779,7769-5324-6879-2817-17384-7363-3478-1066,9531-5661-19445-883-18221-23495-5552-6091,2884-1858-7977-766-8912-12487-1388-855,1867-2714-5906-273-6648-5622-2238-1454,difficult,no
42280-57985-138887-219854-32216-128633-130845-146737,79495-39171-17992-11430-10054-65789-31737-34290,14099-2176-1527-2052-4261-22695-4493-5710,4963-785-4396-2485-5999-6462-340-12365,9885-6109-8754-3332-988-7564-1514-1919,4262-5542-2688-2778-5359-18130-1756-5611,2170-1908-4065-913-2659-7529-440-2364,1534-2283-1781-711-1080-4373-295-1153,easy,yes
222198-272395-86049-59726-17011-52631-85550-183177,62660-44576-11649-18615-9512-48331-20668-96538,8239-2312-2861-4261-14299-17286-10322-7724,16126-3731-960-2545-11504-2265-4704-9495,7232-4857-566-2025-13932-1604-1742-7869,6224-4292-753-608-7278-4118-3051-4149,1922-2203-430-623-5718-1449-2873-1759,1787-839-482-511-3491-700-1042-3272,difficult,yes
38070-158817-385654-433241-186181-135630-266359-30323,25159-62374-125207-68125-6567-7378-117330-16363,14817-4324-75041-16137-3511-869-21180-909,10487-5393-11587-4191-1190-2349-9602-1600,4213-4341-12157-3468-849-1496-3182-2278,5664-8273-17160-11627-1375-792-15074-2058,3357-2944-9785-1542-2474-1827-2288-756,1565-1341-16028-2533-603-719-1885-764,easy,yes
25935-319435-12740-1029136-509512-911195-177038-1573065,34096-133487-1890-140766-8211-326573-78950-805868,15313-28177-3889-51274-8541-32446-5239-43838,25648-8326-968-48278-2435-5093-3562-33906,5394-5640-2643-59014-2741-47142-4766-32435,7599-4510-3752-11412-1080-35516-5383-24907,10716-4265-1371-10408-2588-34174-1790-26841,1263-3316-1328-19017-1215-18189-619-6172,difficult,no
146908-182838-295442-77441-1206281-22459-96537-69342,118258-52461-52211-13305-92319-13978-77221-20611,78370-14722-15850-797-10278-9527-9161-9944,2696-1117-8941-2288-9779-3416-6794-3452,18399-3227-11325-1012-4555-3001-8327-3772,29200-1014-16005-1112-12119-3361-5911-2121,11222-663-5273-387-8414-1189-1624-912,7325-705-5838-487-2662-1471-3245-768,easy,yes
1621885-494974-33868-1729353-105023-1017993-487611-60551,723129-568379-2729-65072-52755-155245-27870-86720,118176-179709-5521-39513-14502-62462-8182-20292,6886-21831-5526-32654-8060-16261-7125-2271,87187-50433-2651-36649-8091-20021-10732-4113,23595-16373-3672-18019-9058-18688-6252-2241,21389-21268-1655-5424-1892-7782-2157-2287,6354-18461-1362-5036-934-6903-1626-1422,difficult,yes
276739-676046-1447359-435335-947123-9910-212802-9574,98077-339186-119187-144267-116329-4389-75855-4448,8254-19382-21555-34856-7503-5861-7440-271,11933-86397-15968-27046-35468-13861-1196-1346,8856-29826-30901-20456-14577-6609-3164-1308,7793-16665-24475-7922-21041-15543-6970-3009,2775-9854-7455-4120-8543-12905-3689-3582,5386-5300-9605-4462-4935-20509-2473-794,easy,yes
64950-665525-69277-802305-210961-49138-147028-812605,9347-92976-10917-311542-19725-33942-98869-117653,8117-3313-1836-26899-5244-7448-3844-38339,3142-9799-621-108742-5598-1171-4121-21494,1172-3912-2004-8205-6607-3932-3598-10936,2902-5749-1688-5292-2665-6645-5049-12833,2096-794-279-1665-1491-1828-3552-6885,1348-1794-209-1266-756-696-1362-2681,difficult,no
132671-2266555-26829-74956-1919899-1635760-1358905-148221,30058-213065-20978-64817-51456-228841-470534-21381,9622-38993-3649-23847-8529-91203-222998-7293,7980-22409-5519-5097-2466-20192-103667-4834,3573-36044-6100-5294-3188-26039-27104-1288,1158-9604-1335-9319-3770-22215-98269-1924,1408-8770-607-2041-1461-18363-97805-2648,1725-16392-413-2772-1980-21038-42130-2770,easy,yes
20534-660774-733581-1356025-376794-33870-18832-50652,39675-146256-693832-146277-30417-19781-3558-19734,15286-885-81898-15621-7138-2743-1257-1529,6167-3196-44341-7365-6680-1845-1150-1624,3385-8049-66700-11230-3367-907-922-1788,6864-6368-18412-5578-2400-972-7452-755,2425-2056-10238-3773-1384-404-4458-654,504-367-11725-2282-1579-1404-3194-609,difficult,no
184362-127224-154308-101175-223946-687708-549081-1164656,113172-15885-31603-14396-140752-82102-49026-382219,5997-8113-3679-6529-35273-84667-4270-16445,1318-2061-6273-4010-20574-80928-24048-66406,4577-2029-2694-4156-4710-3722-18658-103001,5041-2937-1564-4116-12202-8694-43422-28335,3954-685-1380-1188-9928-7227-32555-22579,2194-1223-842-1557-5291-9470-14558-24711,easy,yes
214340-234906-204016-24595-134948-311170-1565774-622688,189218-63747-42625-13353-300036-223054-122329-154134,35088-635-12878-4566-27024-26437-92005-85891,62219-13587-8416-822-5251-15093-22639-29937,13583-10569-4328-4783-8194-8413-13912-44350,8535-11386-2183-7664-7809-13175-54112-20894,5389-7904-2992-11534-11311-26936-105984-32265,9986-7756-1785-4703-4965-14709-36219-21652,difficult,no
398679-43927-565970-674955-360758-149447-24318-208101,175202-42407-672593-24085-333794-15905-43021-100023,103157-2230-90041-11019-14633-3909-8605-69188,28612-1927-11680-10873-3032-3132-4723-37256,35084-3246-25634-6259-9830-2198-4100-7358,27631-1972-29663-5000-42602-7788-11754-9646,11046-1307-14502-3393-16070-5661-5970-4886,17328-632-11418-3918-16303-7918-6816-7977,easy,yes
588314-1693039-106684-12159-85236-510451-201374-2817489,79793-165379-35775-7602-60668-286504-164102-280758,2306-49062-14020-6852-5232-35856-38869-77209,11466-75988-2283-12427-6050-18542-16687-20182,7136-23660-3590-3289-1786-14482-15527-11451,9083-23820-7064-2465-7557-19980-14835-23408,2809-16491-1666-4815-3255-11137-14871-12400,4621-15932-1802-4617-990-5471-5245-22452,difficult,no
1559368-76887-1287075-837703-1340553-1079359-756386-104597,61561-31153-64582-279907-479486-603136-35174-17206,3644-11078-5947-47633-36856-82519-5230-3377,4862-2077-13046-11498-46810-72250-21293-3017,5420-1432-4567-12786-51505-18160-4315-2052,5543-6540-11328-13174-52162-28451-12541-1894,2756-9592-12223-18068-121373-39757-27135-4283,6011-4029-7170-12298-58755-27454-7759-1772,easy,yes
909401-375617-289277-580554-62198-7315-323491-235816,617492-130465-91697-35171-17622-34640-41089-167594,22568-16096-17953-21379-4331-22529-31104-26206,16644-17290-21118-17720-1018-1358-6272-19758,36534-11006-24206-12157-698-3340-3541-28106,56656-2678-22276-12171-1535-24164-30762-18594,13096-6356-8080-4751-649-10057-13886-5286,7389-2133-16399-8992-905-5009-9273-14436,difficult,yes
635625-545707-811957-469674-81859-2081-2687127-228119,325711-32335-691882-443867-23431-7057-357729-36269,20294-5398-30856-42404-17679-4093-126299-16630,39317-7795-46939-30027-9638-4434-47717-2307,12990-4525-20993-24144-8425-12008-12212-3068,21638-3337-39050-37292-52095-22884-44901-3394,12287-7913-42471-68273-53921-27102-28546-2476,5047-2132-33561-27022-27505-15849-22096-1514,easy,no
133434-2625930-176811-88482-54003-101412-437414-112672,104308-620663-56054-6304-23313-60692-62729-37405,31986-140440-7029-9118-5419-1446-23498-2440,3963-74520-10950-3797-2806-1751-12026-459,11558-253224-7094-2122-1740-3722-8139-990,2030-48307-4231-3626-726-2944-11068-882,3143-12319-2117-1716-1264-1960-14472-321,846-8444-937-3414-490-1908-6595-413,difficult,no
509428-802929-1220389-3125345-2081187-90072-13228-217169,569278-135009-351755-213527-426794-61235-11547-59575,42460-44498-2209-39124-51304-8414-1698-10706,26560-29224-4610-32557-13217-2597-5383-2920,26802-26676-15019-82755-32720-1332-2374-2967,22816-13170-13517-16638-27044-3708-5052-3245,28790-10786-6972-5972-10962-4051-4719-1569,24665-5091-4748-13970-24854-4701-5006-1235,easy,yes
98354-337977-61697-8891-219047-10051-53208-1165115,91219-71941-40402-2564-90239-9317-34579-467404,22587-15207-4657-1509-9650-2723-3540-18046,5351-14024-14466-1663-7025-4853-1502-19880,3422-4106-6673-1018-16118-2389-2717-17192,2830-4276-3747-2879-4765-7755-1220-27320,773-2094-2474-2077-26199-713-684-5832,1266-2483-4053-2154-6922-1466-715-2118,difficult,yes
317202-12062-562920-2002154-1006087-185542-22687-63230,121167-753-358293-71251-79136-12182-14935-19972,5125-2114-11342-17671-1941-5478-285-9359,2010-3306-10656-54411-7482-1962-201-3729,7485-1220-8723-30803-8220-1329-706-2603,1855-4043-6183-36893-4111-1719-1887-8605,1659-2847-1460-24804-3344-1694-2177-4591,1405-1605-3150-6353-1941-1598-679-3189,easy,yes
1894-295925-2964-118221-18026-79381-102296-657749,3723-24280-3970-6190-5146-25541-48179-250524,2363-11665-4518-5783-2629-5593-12649-40413,3101-8022-10263-1148-220-6144-2083-4359,1888-3886-6638-1901-4306-2063-3418-6467,4673-7131-11310-1248-5892-1722-1720-3589,2843-8415-2685-1358-9551-1021-902-2372,2769-7947-4004-923-1590-761-1125-1275,difficult,yes
226976-1456243-1728221-1538582-979998-569503-115768-29136,57278-1504658-51786-431451-276734-51914-42524-82244,69120-121180-6851-33084-63911-37098-9302-78379,26581-52609-9405-39263-49218-15647-4014-29930,3334-100887-3689-21958-64676-10629-3299-6910,13392-17062-9123-8049-48212-11908-2441-44037,6441-22830-22879-11016-82123-5612-1366-56137,15603-15512-15744-6346-16372-5798-523-11228,easy,yes
29021-130098-318063-60762-220035-126513-22340-149958,4841-52972-58415-119375-58026-19530-92170-23059,11775-8612-3582-3198-21870-7686-14679-5857,3981-18210-9681-2347-4723-4731-5731-4973,7653-4988-1821-2512-5869-1559-2762-4256,13896-5125-2350-2588-1843-2369-4259-2539,3981-3590-407-1438-1301-1064-1818-1279,3182-2220-375-1503-1768-880-1350-1302,difficult,no
678982-111118-38460-83841-1028096-898732-2039130-1186955,138677-46349-8857-19496-140512-28411-347143-346310,7091-7397-4701-2441-9608-16115-52978-49087,27166-5286-1382-512-21979-45352-40340-26237,36087-3459-2105-1272-10530-8002-20153-47775,38269-4968-2656-996-21623-19332-49177-38707,11403-3542-4417-462-3796-25943-35972-22411,6775-1963-2257-156-10250-8748-40291-20333,easy,yes
