delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
743347-934656-374528-1944363-1046240-2284489-1385578-31812,14468-878599-260876-1870428-438862-173811-61186-63036,6420-391007-14384-1854242-27481-171987-97338-5353,41617-217306-13701-945498-42582-60534-17439-11790,5462-156728-22213-364848-46417-31944-59817-7381,2282-192449-14903-179286-16097-14571-13796-2724,2075-217806-14958-360021-17776-15995-2835-2046,700-45623-9301-359231-14304-4427-4707-728,difficult,no
666697-665731-2227762-443490-1380719-2753983-1022339-786018,116637-495952-944429-59760-311293-921043-184312-214682,29748-91754-316793-27936-149591-232352-44274-65004,25156-99142-273881-32366-442103-194159-62116-34028,34544-105782-183987-17901-34909-241879-53236-33698,42621-126876-95746-6015-30165-130638-16153-17559,16787-60664-93315-3873-46563-135520-8404-15052,11456-12988-39434-3031-34321-59044-11223-14281,easy,no
1756453-175733-303591-1474143-1481722-875716-119030-96002,501720-62564-3829-335236-98823-752039-59597-19245,93858-22790-5142-24422-16169-461780-4878-39174,120890-29990-2722-30763-26947-131912-8323-3326,45041-8523-2512-48988-48335-61264-3345-9971,29511-8379-1184-9945-24780-68923-4342-3233,36229-5757-890-8929-9052-24678-1527-4728,22267-5976-3104-6006-9856-21126-1544-3212,easy,yes
895028-654783-381733-82848-1180909-752712-186728-1186823,76883-76634-31202-38985-34372-44402-15630-65314,31478-19307-3968-42534-4593-3173-4160-18243,40424-22438-19044-7902-16439-16087-2841-10435,11849-13888-6171-4979-6324-8961-1282-14194,16211-19004-4304-6684-3086-3526-1274-12545,29238-5923-1702-1417-3075-1188-546-5111,5700-3332-3461-879-1048-771-164-1333,difficult,no
576083-1296805-1296847-529447-1729706-678974-906750-2896735,191926-186518-189876-23205-91971-97388-75617-581288,11843-127673-44786-12327-54063-62965-13650-150529,8967-25893-78750-3593-11644-8654-24201-157030,32672-21135-23357-8269-15909-8925-7860-59111,22466-22775-13252-1955-23429-10397-10736-71081,17045-12600-26704-1535-5112-1925-6046-14728,21154-21470-13553-1345-2210-6218-764-19729,difficult,yes
782164-312460-1053721-1224296-1797942-3093987-72591-844652,342502-22057-467601-169360-173768-417259-50721-385555,62347-4416-99948-13304-38174-86571-5459-7566,12351-40145-24394-27215-13403-31956-5369-45470,16004-3856-33491-67287-9688-26338-2643-21481,12740-9090-47021-15866-6853-59674-1052-23136,8201-5525-28263-8351-3524-4548-1719-11171,5253-4405-9884-5341-7711-4008-944-3358,easy,yes
433167-412130-1482935-1029114-120453-877776-647470-1229370,228701-54657-329880-95399-7360-101652-44027-584377,7563-6530-169658-27939-8876-35870-34752-109811,7096-5486-81042-32662-3794-27249-14941-27640,19789-3642-27808-25105-958-17334-10850-40731,1734-3689-17045-11910-1636-4525-5615-27180,1740-809-26373-3442-521-4125-1686-6170,1523-329-24016-2550-222-2451-687-2270,easy,yes
546279-1732023-485746-664052-605869-688932-862173-237112,244465-205450-374680-95197-209592-882479-46132-27289,15753-29310-187901-10395-60033-35243-9269-6995,9162-49709-30816-3065-12357-29401-13197-1547,12100-33239-52669-3731-9011-98434-2916-2334,13011-13063-25950-4995-17453-27709-2546-1983,4081-6963-34222-3747-25171-11775-562-698,2922-10089-30299-2243-8284-4279-491-924,difficult,no
2319993-1196072-935020-726020-2734319-707098-543025-2180959,919752-338768-334359-133989-73360-50807-260387-469406,73603-171473-12339-64152-162331-6139-32404-173594,276904-23282-114234-22871-72558-11117-6698-149534,88694-5511-14640-13136-37115-6985-13916-41069,31030-22162-14641-14690-36858-2593-5268-40311,35262-27538-15845-20641-9273-2078-3913-16232,57296-8364-6648-5239-9971-1592-5366-32161,easy,yes
639616-263869-1035010-672867-545414-67319-1345124-48074,201567-41879-73359-52935-21604-32132-342877-27951,135921-42978-41234-50884-38968-8354-64567-8667,52712-29472-76784-6535-47787-4238-7325-6746,139623-6015-40604-6190-14634-1259-15971-1387,15409-10577-15050-5293-8359-2402-9650-4299,31421-9185-15442-3771-6034-650-12899-2230,12194-4687-12368-1191-7479-469-8658-1057,easy,no
923255-601403-853112-922710-137840-1992691-62532-33637,1183648-52867-245547-175747-31986-804580-19435-55639,355120-21029-77483-121620-24909-65003-4889-4499,56990-12053-67077-42785-5233-38366-1585-5047,108656-10177-14954-8150-10116-28767-2166-2675,61129-6970-28629-21801-1359-20028-732-2752,31167-2754-7157-9173-2182-19770-936-3051,28222-1723-5894-13983-1630-13338-272-1959,difficult,no
1789494-610834-1181339-777507-2369842-298655-814063-144113,54282-607906-146252-30765-132321-72632-207706-47482,87609-230961-13094-9234-86108-16445-129076-6612,25186-125841-114560-9187-20605-10299-75861-1679,6696-22464-52798-5300-16847-5729-11404-2339,5135-34398-20531-6657-11166-2686-34662-1974,3794-26315-43335-3536-13410-2691-9393-395,3543-11328-12426-2797-5995-3535-4813-387,easy,yes
316598-1796221-560219-56393-336448-288893-1223481-307412,7803-116968-26605-35990-103923-54008-361081-31107,14332-14794-19551-1674-11782-8354-93563-20042,11876-4826-7276-318-7878-3980-91936-3714,3109-12652-3256-3910-5962-13987-19300-3376,4945-9134-3037-1906-6767-3501-20667-3751,3565-2368-3641-1094-1822-2340-12429-2331,2036-926-1403-774-1235-1466-4303-506,difficult,no
150052-95113-205937-498661-214094-508100-29806-374139,11699-879304-137595-31065-10128-132474-53813-81999,2283-38318-8553-40889-1468-48719-6834-12461,998-27173-5156-13110-3508-21077-4447-1506,1447-49377-6105-4852-1706-13725-3169-3728,1451-14480-9648-3306-1709-6412-5779-4428,1384-8125-2206-2550-323-6514-2802-1853,705-3239-2061-2181-291-6789-1714-426,difficult,yes
672985-280605-1126966-716853-1481364-279860-796256-1034710,35843-103518-73247-330469-28575-174272-333837-76205,7990-16964-16803-16361-1760-42664-39207-50931,13112-9606-13696-35520-35239-6269-31444-38377,10677-14453-21226-17016-11612-14787-15155-8584,5443-22978-7810-13915-2825-19904-13574-14685,4727-5154-3197-4454-2350-4210-5438-13329,1570-1134-3170-3573-1062-1868-4270-5712,easy,yes
1172540-1398024-2867485-250017-1162945-202819-192213-633403,180618-48359-226153-129908-420062-72037-73619-18502,86837-15677-39015-15723-48283-3954-19594-7629,23539-6196-87842-25002-56950-10653-1597-3890,52564-5265-9279-8197-8442-2449-12875-4604,34045-3567-12106-15252-14631-3796-3859-6070,23837-5541-30597-18360-5877-1278-2943-3568,20991-1549-9790-9724-2511-1315-1397-1362,difficult,yes
83122-102558-175508-1034523-1015376-22421-950810-370685,30770-15648-97056-34072-146406-36306-49087-197272,5755-15956-13501-9415-24078-13042-45319-5170,2316-21231-3757-2712-15751-11725-36131-15389,1431-2735-7513-3398-13520-3184-8590-14952,2329-1894-2485-2846-15524-3386-10837-6402,884-1484-1608-1399-38458-1442-9020-21150,542-433-842-988-3619-931-2428-10628,easy,yes
