delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
356906-758236-231572-22693-465720-187814-99283-417731,125382-28051-28042-10298-73836-29198-98282-12628,14374-2960-11599-2749-8221-6578-10989-13107,26403-17592-6871-1684-20923-5484-13596-13937,23296-19721-4073-3881-24624-3773-19930-14024,10458-11162-1822-3304-19002-1851-9234-3970,8891-7265-1217-1246-7211-1474-11873-7667,5245-4246-1705-1711-4007-1344-8931-13489,easy,no
1573726-25092-300822-190476-37449-18713-195989-29417,70927-6940-49956-185008-20613-16605-50701-15744,46785-9024-3551-4903-6331-3368-17778-2515,6829-7227-1899-44371-4858-433-20492-6562,8337-7905-2453-9306-6500-812-5691-6118,9422-2098-4624-14062-5060-894-6224-2559,24389-2786-1477-8424-4388-1003-6218-1490,13120-1076-1695-2164-3342-925-1673-2105,difficult,no
511584-1973867-336383-740226-1894686-201796-784214-248427,58205-45640-5853-389261-63413-43193-460291-75103,1575-10103-535-56172-103749-10327-56096-44183,8141-23944-432-31823-20975-5690-45470-7550,11251-13195-1898-30202-10750-5721-16982-8895,21414-7117-1204-40980-27387-10020-37973-3287,17248-5840-493-7672-9455-2819-8687-2045,14536-4180-851-8508-4177-2617-9784-3135,easy,yes
724035-53491-254054-281674-39288-626433-68448-263132,93012-14067-41225-159799-24921-21599-31174-302313,34490-9037-16888-18747-24874-10734-4622-41762,28484-4815-3154-5293-18641-5978-2019-23073,7438-9985-6876-6335-6320-4989-2525-9698,29400-4486-3650-3112-9751-4898-1594-10296,20815-4386-1488-1450-4494-1355-974-6225,11789-1861-460-1682-2722-418-730-4508,difficult,no
330967-1577487-28522-137520-49942-156189-616928-128746,122497-85073-19172-68441-101279-101134-30615-57535,15264-24040-9547-22102-55093-26581-5855-3210,6169-5574-16457-19900-10979-7526-4370-1916,14345-29909-23096-13913-15615-5875-3306-2921,5262-15418-23935-8027-18793-4733-2708-2915,11483-21709-7598-6511-7857-2311-2001-908,2199-19412-13714-7769-9074-2106-2902-473,easy,yes
221399-1965093-186289-129600-130745-85430-42837-72908,235799-227080-40088-67444-85972-41068-42416-4258,6562-33397-4880-10081-48736-3774-7633-2131,43857-33163-6367-8724-25752-7409-3268-4114,17763-83667-3818-6851-6682-4672-3692-3776,13175-46020-6019-3396-15390-7915-4925-2412,16245-9916-4681-2616-10383-2282-1600-1078,4257-15508-5244-1410-7259-1842-1237-3346,difficult,no
46323-1101666-936300-35964-52219-777303-26717-34845,64821-302186-174486-22023-12336-84227-7579-65900,18496-103636-19842-3502-4615-13013-1916-29193,18113-35140-8895-5004-4469-1117-4367-5571,9700-29847-7199-1320-3114-2029-6522-21747,10104-37298-5036-3179-2344-1741-1758-8225,18589-11238-1547-2740-2652-2446-2659-5794,10319-7245-915-2669-2906-1566-1051-2696,easy,yes
65707-27783-134697-25814-16005-261369-124020-13718,35588-26602-64820-35928-7222-11523-68141-71016,4088-3633-875-11639-5134-2708-26776-20255,3209-2498-2631-24500-8093-2727-6872-19059,9299-2209-3177-6422-4182-4395-9506-19736,5782-1897-3192-15880-2828-4197-5894-17906,3821-567-2572-4837-7285-3121-2411-12958,1224-407-2438-12822-1640-950-803-11983,difficult,yes
712515-102296-475830-149700-81913-30722-249294-161283,18907-120316-77959-11594-59017-55728-43276-26479,20257-47648-19260-2346-6423-4029-3659-4981,8522-25767-15913-518-31817-53132-1739-11790,7661-14387-42737-1971-7260-4185-1646-1233,12596-18294-9925-869-7774-12061-3856-2869,18241-8560-20276-639-16386-11771-3531-1898,4943-12047-6938-350-6281-3064-2673-2711,easy,no
102579-813681-673398-70669-161281-3035-255304-44431,43599-122265-99393-124619-46852-12806-18267-18788,1815-57488-120146-7987-9736-16427-5232-25859,12534-18996-44343-9817-9081-5434-223-14133,1272-22493-41544-3181-17058-13921-1378-7719,2427-13474-23130-2310-10673-5608-1507-6657,2136-5901-11643-1140-1709-2677-1974-6031,2475-7509-5268-1560-2882-1781-652-2400,difficult,no
