delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
271817-1227401-584651-272917-967132-52198-185129-859743,232203-732736-235591-687675-179522-33826-53865-183402,12774-113011-6192-18116-152579-3207-2717-14126,14349-43110-25501-71601-41431-8749-2541-19856,10661-38707-14958-40630-95928-9083-2770-11268,9601-40035-15056-40118-22809-2171-2612-5014,20763-16893-8848-82474-43356-4946-4853-9345,9324-21838-6886-25625-31833-2558-1429-7111,372781-877042-1437386-659129-542151-797945-1330088-2650170,23678-32079-164786-289593-23970-297526-1011074-264383,6974-25223-67257-12378-3536-269935-58945-144466,7132-17991-37727-36938-5552-336903-71721-182346,8376-12452-12572-20936-2079-25521-9144-46989,3613-12356-14507-19573-2996-63412-9086-49483,1969-2179-13500-7815-759-84587-9056-28911,2983-3994-5664-4856-418-53269-8873-24927,easy,yes
507494-182945-34785-80028-127956-1676746-1379144-82414,609989-60242-97131-6214-58562-879619-119401-14196,321999-2641-21070-3150-15908-84283-22376-7035,41376-21000-3134-3449-5033-141709-109685-11520,78040-6915-1273-4971-15011-35167-6650-2732,69430-5755-4419-688-7880-41048-12338-3553,86237-3509-1100-838-5180-43561-5782-2928,16078-3520-1625-651-2950-38998-6518-1571,easy,yes
610608-1993399-229342-792988-266077-550833-73573-116390,78850-147539-29263-204325-18204-9737-22884-27563,43490-44501-29631-64851-5269-1334-4192-31851,14322-21177-2794-70464-5873-2033-597-1583,6200-68087-3724-66298-6581-2984-2146-3862,8033-37390-4565-11463-5156-957-633-5281,4700-19387-4716-8923-821-716-417-1197,12521-13692-2639-14843-554-745-245-1020,difficult,yes
1724406-389756-45682-691034-27734-1440713-2270947-519243,312478-69264-13250-49028-12145-634215-150257-1155860,57581-29479-15378-4437-3445-30818-76313-363721,72724-8572-8629-2739-1774-39629-32980-99196,26928-2855-8521-4584-1212-27993-34782-89572,33004-2329-4814-1623-1518-24554-15498-108139,24257-378-6255-815-539-15544-11822-35478,20529-585-4818-494-611-16886-11253-51346,easy,yes
473425-1418171-149951-650163-120906-200779-551647-1872951,86692-615880-36938-278514-3661-72385-551716-166418,19091-42065-7698-33511-11114-55398-153091-33807,26003-61109-5886-22428-1267-7274-103974-16585,8057-36734-5687-11777-2063-18276-78387-20039,12749-47671-4239-11504-2625-6728-86435-17938,3808-26517-4400-5694-1844-886-34842-6829,2134-51675-2964-5227-1953-861-98904-5776,easy,no
92641-66703-63023-505598-134562-148460-760076-197889,26015-41469-12603-96413-36759-22659-66701-24612,7619-5978-11792-28130-4998-11568-13238-22416,3563-10870-6166-9151-5612-3239-6186-26755,1873-3048-963-6382-1362-1675-13049-3287,3721-7914-495-6684-3081-2805-3505-20646,4638-1532-980-3337-1600-778-2282-19084,3452-943-1534-1715-382-652-1420-9746,difficult,yes
1248299-1174627-532986-1852676-32145-8324-467475-213831,311633-293643-68354-364255-36945-20181-985577-30804,121314-54177-14913-160179-6374-8931-271798-4559,15935-36246-5973-113847-1253-7519-73600-11050,26530-24465-5725-46623-1813-8430-67070-8634,8505-15810-2438-94815-2464-4866-121606-7401,11776-15290-1807-31586-534-1165-272110-7940,12587-4315-2473-54669-376-2419-105283-2352,difficult,yes
1236033-648338-394000-541041-198410-244279-101451-431086,169986-315505-108733-21088-23426-9692-135152-102300,36070-35022-49658-4729-6705-9572-27122-71496,13249-55440-44613-13427-1675-6315-16838-6356,6010-49672-21899-7165-1648-13215-15053-3933,8072-36070-14062-4067-2095-3341-11762-3073,6037-10266-12681-1048-1759-1374-5065-1933,1478-2939-16427-1166-1085-1349-3765-1836,difficult,yes
111553-2423689-1437747-195929-16459-115622-1442402-303831,217081-418554-28515-11986-20088-2666-309595-28918,5772-113273-3634-2206-15525-2198-116937-16078,18138-68238-10067-5828-7927-2745-20898-1744,11608-26015-9905-871-6608-1199-79845-1272,6362-40233-9469-2439-10932-1164-69181-2841,7622-49210-2915-711-3642-299-81934-3429,4232-16637-4450-752-2061-241-41012-1493,easy,yes
187989-1511842-1671947-1056185-833006-751616-293647-541973,41851-337385-191645-57778-339630-443599-89330-140616,56277-40889-18026-36647-20074-71201-1924-31763,3993-83141-25783-15983-5423-14387-9465-44909,4264-65496-21845-7847-4405-18900-5109-14722,8299-38433-25790-4773-21547-18577-3783-38419,3623-79618-5707-5441-42139-13697-3335-38896,1731-32954-7357-2941-5615-12516-4318-4757,easy,yes
193797-1652084-939570-1325612-118532-16720-209539-57298,318954-572320-146193-113105-16328-33012-31423-20680,4774-477993-66020-30599-1321-3538-914-40380,9880-232895-7991-5159-4974-5088-4437-14804,3657-101892-5853-13188-3451-3174-1551-10022,8608-64562-9099-17371-1643-5963-5201-6751,7304-50666-14905-4569-1333-2981-1256-1861,3474-68749-10029-6433-1414-1442-1410-1259,difficult,no
592265-2888131-719795-45195-76328-7843-431787-530714,420898-83825-80218-32782-13558-10949-24505-259308,48553-37409-23818-7636-22195-4068-7138-84369,46580-10851-9517-1516-4734-9462-14091-38052,43600-5119-11163-3809-10181-11967-6859-21703,31633-6054-7784-2929-4700-10494-7978-28242,28550-9772-3184-602-2617-1362-943-17666,6357-7948-1671-1256-3258-5712-416-4813,difficult,no
