delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
56874-18360-180157-564588-888050-493483-62035-958387,19766-14389-71659-45834-237646-98318-89725-91383,8016-31730-1384-3153-45950-27518-57430-12066,3800-18284-7105-5092-13935-55744-14454-10103,4642-16687-3226-11130-33872-7917-19588-8331,1822-9005-2425-10065-9203-8456-44396-8329,1502-24384-4308-4965-9108-7728-16084-2429,1925-3983-1334-6204-3608-4161-5937-2127,easy,yes
37330-95434-81494-73991-18712-6998-28922-149537,20527-6715-12672-11184-13334-4138-24180-44095,8748-9192-6551-1127-5794-5167-16351-32692,2477-3706-27398-3554-15730-1210-2488-15300,2304-2626-6324-1747-10183-1822-7339-18571,13163-6007-19115-752-5850-2333-5505-13431,4135-1126-2770-317-5903-1275-8955-5604,12312-1586-4920-264-2539-1237-6198-2846,easy,no
83557-56342-45413-77186-21082-32650-333880-630350,132081-10391-9755-8786-18289-9675-84162-59849,20429-5201-1465-1641-22629-14262-25862-3651,1704-4114-1706-1090-12850-7156-9008-3807,9022-2507-993-754-3535-3876-4368-7016,2786-2506-459-828-6188-7863-2136-1741,1511-1270-272-277-8985-2830-1984-1745,1494-1045-242-313-7355-5235-1295-1384,easy,no
1113185-866257-325204-44427-1217292-390751-36754-503693,255180-28800-186410-36948-122501-104852-54929-32290,92695-18967-28927-7741-17859-51679-10171-85098,114493-26387-17744-2944-34213-9656-16685-15055,88731-26149-10112-2023-9445-7894-11555-21858,50093-8764-6426-1847-7341-7451-2802-27357,25457-14166-4174-4393-3444-15222-1830-15621,18109-8442-4577-2315-5054-6868-2226-5658,difficult,yes
203407-2602447-1615966-252541-29719-2024-216256-106216,61052-227205-530669-41790-19392-11987-24620-26834,6690-1240-28515-47407-1317-12176-31386-5198,30908-32350-15682-6721-1375-8568-7545-3297,25054-7667-21332-3193-1075-2471-8473-4319,18806-28745-10485-19577-1913-10021-12255-3888,12562-8054-7133-16087-290-3500-3974-3658,12311-7908-8890-5268-686-5773-5995-633,difficult,no
116200-953335-18349-71059-348027-123478-77907-110587,26482-99603-1052-7882-25114-29826-39299-9673,6459-7146-2578-6498-34006-6704-9294-13751,2548-8247-791-7784-13665-4900-5796-3691,10582-6824-1213-2831-5777-2083-3500-3307,7570-3061-2473-6346-15917-4836-4555-14603,1535-9902-1560-2410-6170-1908-1542-6671,1754-3262-646-2394-4178-1838-992-6237,easy,no
857179-186628-47879-115323-528056-145992-16780-310246,101076-94039-32705-14266-38660-21573-4551-43527,8981-12327-8487-5496-5492-3656-2812-13232,4687-11656-1681-16587-2894-5265-1109-7703,7113-5400-4651-10062-2626-2736-666-9626,3330-1566-4606-9666-1105-1558-1133-6089,3259-4839-4452-4208-293-1127-1743-1649,2110-1310-1115-3706-851-1010-1997-1746,easy,yes
16871-81997-187477-57670-184800-22113-49515-8879,13635-18415-31796-21692-16798-20476-14676-5145,15952-5707-934-7848-2366-8503-2612-3184,6806-3135-3628-3404-2731-13952-2959-3154,4496-612-2807-4536-4980-4848-1756-2420,9713-1339-3160-2463-3689-4364-2665-1539,3039-504-1027-1293-5799-7224-914-1033,4571-221-1164-1169-2988-2167-378-1001,difficult,no
1789-73185-457095-10140-9076-779161-103862-21671,4486-6274-42439-6317-15543-26560-6730-20077,5093-1103-6420-4308-13671-27174-7222-7176,3923-1275-5106-4333-11373-10334-2557-8980,8479-1247-8846-2178-6059-8922-1275-5277,2117-531-3722-1382-4515-16165-1769-7935,1716-162-1199-884-3950-2462-579-4131,1192-119-1586-1127-3803-4564-468-1298,easy,yes
1057710-21339-723055-509397-56364-30154-40007-1058470,45485-42706-13701-76629-38103-39380-2892-66038,27589-14586-13650-22758-4331-25046-1557-27997,8540-3622-6508-13609-4403-10712-1336-17387,17963-7604-5608-22293-3106-4645-2804-13559,6602-3789-2620-12377-4154-11176-3141-9166,2427-6242-3114-15281-2316-10652-2201-1321,1683-3550-5617-16881-4930-7770-3840-2228,easy,no
53006-50841-37605-4271-9761-131669-16916-20582,30498-54003-33831-1148-13583-16799-1792-7594,7883-8305-8000-3678-24735-4106-1450-51461,11787-9247-4024-2580-7480-1663-1182-4300,7794-22799-2571-1044-11911-1620-1830-5136,3419-11604-3621-2763-10401-2101-2152-7620,1664-6470-2020-1042-2961-1050-2071-5728,495-7071-899-876-5052-936-781-2854,difficult,no
257019-1106495-40377-11597-115183-227038-841495-607445,146425-36225-1490-8060-17763-48516-66004-67422,29789-66034-410-14872-4749-18688-12354-18727,19069-32658-2721-6568-4577-11180-5164-26985,15563-9559-1278-3736-8856-27124-7624-11945,4666-8744-1277-5330-2570-19299-3976-19575,2445-5460-1273-3087-954-7293-1505-9254,578-2427-1371-2799-639-7521-1261-2722,easy,yes
169617-140659-182872-258288-91550-20323-82806-25856,78450-42308-86997-20432-10967-15900-61622-12743,1675-14087-21547-3247-1009-6947-6713-7806,14387-6576-3011-3668-1070-2928-951-24187,5155-994-5567-3453-1255-4789-9128-5422,8292-2608-2687-5553-304-3874-2559-18780,1593-2506-766-1819-248-1218-1000-2751,2773-732-405-1705-106-1116-1065-4687,difficult,yes
429683-1039675-99851-1503852-131072-552557-66318-152840,346603-153752-62629-56606-23457-33899-22748-38227,16162-74228-6971-5107-5061-4755-24631-32199,71436-16192-4007-16688-9463-9476-4152-16508,24532-29493-4592-21510-5840-4261-5392-9952,38110-16984-4128-12046-3284-6143-1810-7883,4981-5400-4450-8644-2353-1189-4687-6023,3601-9112-1252-6123-1190-2606-2200-4825,easy,no
47349-194289-7029-9055-364304-68693-81075-35104,45466-37758-10629-4456-31138-38846-26339-33009,14723-32097-1872-9134-3439-3690-12905-13065,14933-11721-2151-18912-2973-4356-547-7103,6853-3709-1777-5229-2702-1937-2309-6807,3622-3092-3376-6397-3910-4003-2357-2575,1688-2377-1754-7413-1221-1513-1020-1952,913-1613-1271-2152-403-884-716-1750,easy,no
180976-933948-6759-84673-9331-58710-1807375-23771,13692-85619-13133-55750-2770-13467-104532-1726,2426-30723-7286-41758-6192-22989-17729-919,1587-10816-868-5731-3009-34462-25561-2337,2240-13049-3215-24597-2324-41929-12647-447,2274-4843-2423-9011-1333-21848-17548-1032,340-1588-1200-3757-1554-8812-3510-414,384-1095-829-3740-450-4283-3603-113,easy,yes
11446-427447-6612-113737-1131914-154625-235782-5107,15201-52360-4371-44783-265881-34002-162571-12143,7882-2556-3640-18138-23051-11590-52910-25629,8455-3040-4394-2063-30368-6741-32255-3698,8373-3699-1240-2370-17236-4845-25915-13068,20292-2263-2006-4571-12839-3292-12594-14692,6586-658-2421-1378-4347-1082-4104-2542,2023-543-254-760-5083-958-1858-4509,easy,yes
22820-40319-22340-5918-12454-33754-21725-5611,10967-96990-10828-2639-18558-17556-4626-10089,1672-30779-4343-4153-36597-27184-5962-17219,1861-40540-8491-2062-37660-12727-4632-20017,1058-14468-5903-547-2137-4403-2950-2333,3513-11282-4129-1138-7377-6013-6416-7058,622-5712-3655-1052-3454-3324-2803-1981,925-4904-2093-346-1214-1867-3165-1625,easy,yes
39720-366289-158646-133393-63184-115740-27814-170335,10139-105935-18492-43131-11045-26006-14524-30013,13887-5059-13073-16842-1657-31946-6013-11548,4461-6249-13370-16768-3576-5461-1267-2753,6010-2081-2046-11660-1883-6317-1084-5874,4873-3162-9171-3039-3537-6089-1658-2665,4112-1432-1341-1906-893-4842-301-1398,4599-570-2034-2332-655-3121-122-536,easy,no
