delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
101538-1071418-33575-24353-10967-131794-144444-14713,11762-122315-24182-5933-10231-44849-218818-4287,3401-87260-26331-19564-5193-9428-20323-3702,6003-9548-13358-7664-7579-4400-7345-1532,917-4820-6027-2859-4880-1821-17375-3146,702-8174-6354-6141-6353-3947-10817-5129,462-8601-7767-4090-1839-2718-14475-1895,480-3527-3788-3010-3668-1564-8263-1182,652578-21617-64546-257344-25512-809320-353205-300447,145576-4144-44771-114936-23302-27107-107654-65606,30536-8404-4130-15632-2918-2197-4230-11421,9600-19590-4947-12431-15771-10627-38225-29609,23090-9455-3358-11202-9849-4810-8446-10399,22308-14022-3324-48442-5957-6088-15548-7348,34103-10726-3452-20949-3593-3594-46235-7721,16421-7922-2181-15321-3227-3350-16082-7337,easy,yes
6620-1404684-316065-32592-959748-1216222-761-1000568,2905-709561-60520-17736-135008-68956-1433-374072,8224-24006-21608-7621-37939-29816-705-54255,2016-14411-42571-7347-8145-8398-473-52895,2034-26419-7479-14444-8388-12971-2879-42410,2156-18048-21118-21482-22672-9365-4293-18830,3591-8811-15720-7424-13416-22257-5868-15214,2613-7061-8829-19952-7729-14816-2859-25203,difficult,yes
199152-102634-1545033-7745-1485379-1639490-700377-858733,37005-41937-563671-5059-261395-738975-54465-122334,14099-27312-41006-2975-145695-85772-9714-50291,7487-4442-31381-2245-37898-80257-5694-3815,17290-4691-20994-3474-28313-38349-7449-6796,12525-6369-33973-6193-58048-98632-9454-10977,8879-6439-14148-5104-20836-33989-5852-6303,2391-3703-12886-1073-17142-71591-6088-1531,easy,no
1278722-601606-184635-338583-62846-125460-32406-59815,107891-92853-69823-29165-2987-15973-29722-19204,13474-3917-34845-12329-1480-4650-4444-8789,11932-48939-4224-4366-1415-4476-10599-5269,9488-9354-8073-3481-2925-1197-1202-1315,8881-7606-10596-6813-6567-4059-1817-2423,2277-15284-7439-5816-1926-3098-2957-3272,1246-11100-8356-3323-2260-964-3264-2660,easy,no
192271-400959-299966-5498-112577-140909-51290-137376,28876-263911-47857-5646-16059-66057-11602-10722,10432-31190-22010-3244-7413-2908-4801-974,5050-20949-5278-1353-2771-8077-762-14956,1977-5961-2072-1555-1618-2661-1054-9932,3115-10658-2672-4895-6581-2195-902-7947,2747-14936-3024-1198-1668-2723-198-8043,1919-6493-1305-1232-1652-1365-266-2927,difficult,no
411952-697054-53101-330737-3971-433328-371910-105592,33838-10372-17736-311143-7982-88673-16773-24699,11014-6228-20365-23431-2664-23268-16566-2123,4945-23847-9055-33753-1728-6254-11393-11829,3021-6589-8675-44265-3276-7827-11778-11934,6245-22413-12365-18486-3293-9462-34587-5080,3624-37082-11353-20614-3163-7342-18600-3171,3646-8842-14501-18729-3133-2689-14817-2695,difficult,no
75097-245786-1053151-95020-28548-228828-131960-1093589,21041-149900-17986-62205-36305-88261-49662-590797,5434-37683-30535-31008-7554-1325-8289-34005,3028-34214-4134-2750-10431-9788-10173-14491,1856-12184-8438-7947-7821-5165-6158-17524,1604-30363-6181-6571-8310-6022-3500-19246,767-17563-3980-2064-4620-896-949-12482,396-9571-3666-1692-5518-2540-3820-11332,easy,no
668350-1561021-464932-1151102-287513-400872-736275-492235,786601-35979-131030-53808-71666-37250-75507-123740,124271-103635-22114-32586-34267-8954-119071-14030,89694-74692-12900-23350-7503-24683-76635-12621,12038-33324-12152-9770-19582-6054-33979-3212,23327-9241-8584-6038-23427-18926-18936-4347,11130-9552-5214-6418-15199-7380-8580-2687,7028-4561-1467-7241-8809-13407-12701-2651,easy,yes
1866241-868711-40001-13191-263066-16599-225567-44695,266073-494032-25345-7404-1727-199230-36430-30022,60469-44945-12942-5223-2620-30240-32356-8120,47227-32187-13110-1927-1292-3952-7008-4866,46898-15478-15041-1685-1551-5390-7828-1069,21432-15880-21056-3438-906-2068-6575-4468,17697-9471-9310-1261-534-1385-5979-1060,19265-5450-4659-1336-654-980-6866-1970,easy,yes
126554-117623-151816-77349-11133-4564-29747-133640,49493-29765-7247-52681-6046-20580-8297-121274,5815-16677-8346-6432-5146-6642-13091-25120,2909-17216-1976-3024-2319-7897-3710-14501,2185-18137-3723-1197-1947-6068-7784-18185,4614-19179-4108-4585-2725-10715-2828-13616,5038-13176-5437-2576-1224-7809-2048-8891,1858-14141-2034-2035-3920-5418-1209-10200,easy,yes
