delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
57461-74118-26197-17922-203945-8043-1128113-94755,14169-7791-15840-28562-20379-4340-293242-5930,8629-2937-7779-20672-297-1524-36399-6322,3824-1549-2126-1982-1240-420-15246-9672,4682-2166-4810-3988-1622-1484-8346-4273,21143-4175-34521-16786-4416-5865-27607-9013,8904-4729-6628-8136-4776-2586-14473-2909,3773-2109-2570-6005-1548-611-7946-7478,easy,no
64421-7277-115345-14088-74509-64512-91129-6021,4423-5907-32412-30784-14847-26063-7536-20622,1811-1200-9037-13360-4403-2075-1015-4783,1447-1805-2354-16115-1164-5173-512-4724,792-2658-3248-4172-2081-7307-849-8282,906-8846-3661-39965-1656-4053-481-22225,406-7335-2583-7409-1134-2466-1054-6818,556-6026-1030-9807-616-2033-412-8346,easy,yes
40553-177715-159286-44434-956563-103752-111045-65547,11358-14114-14110-30686-55452-58890-55156-20237,242-5924-241-4220-8727-3894-40069-4752,257-5448-2169-3220-11315-9670-12190-1405,2374-11266-1341-5546-11693-13186-40653-6567,880-5477-1752-23550-17687-14575-15164-2627,706-3777-949-14056-16825-9000-3217-1861,522-2188-542-6410-5021-4401-4566-2637,easy,yes
542797-50247-61471-5718-40519-171020-7682-85752,79195-114580-68118-4136-18162-19906-6864-3566,43261-11973-12871-1348-14330-18197-1380-3089,7808-21973-8942-2591-6173-2494-4639-599,2972-9853-6658-1003-3071-5182-2361-643,15470-23040-5139-5711-5231-4582-2010-1530,12745-33320-1492-3076-3558-5866-2520-687,5041-15062-3793-3286-2533-1467-2093-272,easy,yes
113309-394651-85512-32161-1751806-114515-17551-81774,61350-162028-9368-29538-76754-10498-51713-31834,9323-48730-1042-7470-40557-3565-15207-53987,13602-64674-1098-2265-12037-1997-4961-13574,11169-70164-880-2582-7218-944-6873-19148,3892-57569-908-3380-19842-6256-5702-11996,1501-29895-444-1390-10343-2523-4249-7313,3247-48764-856-1619-9775-1097-4695-11714,easy,yes
55821-56717-58429-825927-635044-6395-53558-25437,7817-49133-6378-172370-336785-12435-117035-9272,1391-2425-5154-31422-44891-4604-34675-944,173-4343-5265-35016-36349-5417-28691-6018,1220-3611-4745-19867-24839-9158-16615-3147,710-9654-5702-16993-7251-6764-11699-2839,211-2680-3124-10837-4641-4419-6946-1310,138-812-3327-9362-1841-8300-8654-1424,difficult,yes
501066-5541-314360-106320-293972-54431-11563-26184,42638-12030-32107-54801-12434-3982-23091-15602,12171-1880-10612-22617-1495-628-3818-7463,14264-4764-1817-5438-3783-2661-10548-5342,13475-7683-2248-2512-1796-1059-14278-1743,12060-11228-2980-2247-5178-3549-9263-2834,4321-3785-1754-3099-1268-1782-8608-1547,4229-4088-1553-595-497-1763-6488-852,easy,yes
63795-170834-10227-85752-186588-340964-11423-22511,8697-19926-7515-50033-35395-43372-10204-81448,1931-3257-7411-16417-5206-3061-4111-22784,1956-2191-462-6593-3660-6278-588-18590,3542-2346-1669-6309-2472-1685-3248-18622,3249-2048-1735-14080-3864-2406-2628-7948,949-1145-1100-2660-1410-1099-1280-6184,1060-651-1961-3724-934-736-780-2205,easy,yes
1307003-174673-60350-1005624-106920-11838-33144-164404,277052-8745-16368-158552-11887-27812-13282-29712,87993-891-11462-110567-1546-2158-10727-3790,38229-1625-6044-45897-2494-5228-9699-1068,83712-1020-3386-18457-1637-4898-9285-905,16821-1031-3116-20401-504-10137-17547-915,15982-1087-1272-6486-325-13550-8100-342,9900-548-1764-10495-277-3915-4638-465,easy,yes
76380-3558-120831-105242-15420-24357-37252-91008,15566-13975-9358-43787-10917-31422-31785-73805,804-5457-355-3103-9920-5117-12925-14151,1886-4236-432-2227-4748-6490-4226-13191,3732-4385-570-2822-3056-4598-2117-10115,1712-10500-646-5649-1861-6938-1969-12351,1913-7570-168-949-3520-3697-263-2643,1036-2080-142-733-871-3464-754-1762,easy,yes
718175-33281-166730-43082-79979-170855-97114-6107,55690-25351-33370-17058-62422-28026-7144-11703,38901-6189-10316-16209-8095-5449-2167-12526,3397-2165-3693-5069-8704-1165-1221-4341,5898-1522-3453-20217-7212-5180-753-9732,6215-1849-3186-7296-7597-5164-989-10161,1845-1129-4716-5307-6936-2320-570-6543,1242-1027-1547-7714-5680-2970-505-3224,difficult,yes
102206-4759-120756-54317-868172-12303-14409-51567,13601-7484-18666-20832-239318-3867-58950-10571,4065-6703-1729-2305-3922-4228-8346-4308,2080-6506-344-3308-8964-2046-10088-750,1418-9552-855-14434-10605-3820-13081-922,618-6141-986-7561-5350-8931-8224-1124,824-3096-315-6829-5765-7346-13296-461,394-5011-313-4721-3737-1431-7441-247,difficult,no
