delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
154957-87089-120130-56819-74980-81995-127287-260757,27737-12712-52307-25980-25252-11762-60945-16457,21615-2472-7861-13495-962-15895-31432-1598,2783-1626-4154-4103-1248-15763-9264-3410,33040-5818-8410-2882-798-16961-10367-2309,9347-4393-3184-7151-4405-29480-19096-6083,16327-3253-5031-8079-2758-9685-8013-4667,17857-2812-1627-3641-2792-12158-13180-3020,difficult,no
704423-1421902-298736-85968-281862-925431-39718-35136,148454-55598-36942-148863-95647-163026-32248-18771,88962-27380-19441-77194-3707-13757-2182-2411,34498-9474-11866-35751-10994-7203-14613-11022,20671-77058-5285-20121-3697-24622-4486-3975,46181-25018-6908-9685-3926-12715-7054-5553,31902-28382-1981-7568-2495-8962-7201-12620,19519-41582-2625-6621-1269-6155-5887-4210,easy,yes
83100-31419-829750-137604-152681-63667-99881-28577,22348-40624-13982-103962-12832-53019-3692-56038,4982-45521-1619-1266-2871-31303-1009-9134,2509-20580-15955-1263-2007-9140-810-23333,5896-11362-4819-5939-952-20374-240-12151,3688-21883-5208-5570-1329-15194-645-33501,1890-8853-3841-1827-655-4788-785-5378,1399-8862-2620-1278-309-8867-407-15815,easy,yes
77443-108390-31453-1367-395541-35175-17966-80227,4443-26642-14896-15110-51097-13026-10039-12293,3723-1669-3907-12899-5784-1326-7645-1545,2335-2818-2956-9011-2858-674-686-9415,1658-8552-1788-6270-5603-5633-1713-3372,4448-4554-3448-43115-2524-2848-4958-6420,1469-2498-1498-15542-3330-1961-1650-1038,1214-971-1731-7114-1259-1071-1000-4533,easy,no
89892-352322-45502-137281-68044-95560-129954-169510,20229-18283-14032-109855-4495-86051-13731-25514,14826-9194-6574-15950-2257-9921-7022-5184,2622-6284-5464-2298-1907-14720-3532-3715,672-2714-7962-2098-1456-17490-3431-5995,9753-2365-16803-6051-1109-15866-5713-6105,1177-1866-9829-2216-805-4425-1966-9255,2194-1266-4917-1996-406-14113-3492-718,easy,no
36926-52582-53795-24459-3082-8126-123099-8455,17211-6232-5682-882-4427-4943-76464-2483,5784-5232-14190-3578-3492-5140-11018-2093,4745-863-5796-1240-925-3392-2342-1866,2638-910-10334-2012-1605-3230-3137-1805,14445-970-5019-11582-611-4258-2422-2637,8040-226-5242-4237-377-2656-1682-1961,6037-236-2782-2231-501-2745-720-1913,easy,no
143999-140710-1927-84721-38614-8138-25557-25039,44145-24884-4076-5540-21306-4310-3335-6190,9446-6854-460-160-6286-1048-9514-3306,6724-5778-792-730-1272-3786-3914-11358,3768-4535-1732-347-2654-2318-1523-6344,1920-3673-7250-719-1132-3478-2673-16764,2653-4397-2535-573-891-1095-1232-9120,628-2285-1634-188-366-2615-698-5788,difficult,no
633599-2191389-109924-1924498-2611880-26968-59207-152045,151415-71735-158150-230560-143371-11681-15393-123548,8676-30929-37116-52379-184728-2328-1965-2427,28144-49627-4680-41622-98977-7517-2012-11552,23476-25469-6789-107042-82180-6370-3737-16569,30589-14030-16260-61395-35157-2555-2738-21328,17119-17232-12932-67577-52891-1839-840-16087,10178-5540-14787-63189-36316-796-1385-13024,easy,yes
25891-153201-401169-7916-184461-269985-134640-2166,6588-4055-9939-26108-15688-104842-7747-29640,3547-7164-2088-2969-1888-38821-3760-10842,9409-2708-1367-8449-2239-24316-3329-1825,5170-5385-3926-11383-7852-5837-4166-9232,5412-6493-9084-18926-3245-10940-5947-19739,2333-1993-4180-6648-1658-7184-2321-21585,2436-1925-1838-6069-1815-3995-1338-6501,easy,yes
7636-95586-95556-74591-3586-15236-7120-291274,20836-32910-68665-11250-2669-5858-2372-11038,963-5209-14882-7713-2723-1629-2660-1700,5982-7704-20791-3649-1079-3189-2194-1709,13081-1925-16888-2095-1433-4128-886-2073,14484-4394-23523-7443-9589-3386-4290-4459,5828-1617-11125-3968-1744-2302-1864-2362,9409-698-6955-1803-4339-1526-2746-651,easy,yes
