delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
848435-79003-2654-105802-827481-3057-47228-162984,94696-23851-4078-65484-203151-824-66729-6897,14542-15211-2697-12891-10652-848-40540-2370,26898-17599-3109-5515-15530-1602-9151-3032,13497-7288-5193-3921-33081-1264-5821-1058,12149-3665-6073-1636-11435-1605-8349-943,3025-3262-3034-533-5541-1854-1530-1425,1721-8407-2305-460-4090-581-2923-1135,easy,yes
3366-64230-953719-100533-309827-282934-258847-226966,5453-27390-66378-43398-31167-55090-47337-32684,6573-5353-11797-6769-13297-17115-4263-4192,11735-2893-7124-1967-2542-4279-4125-1983,8627-2268-4987-1732-5303-3008-2367-2632,22502-1147-4220-4666-3062-4447-7979-2986,4423-469-2176-881-3086-1534-2042-2570,4675-459-1468-1860-807-1880-448-1389,difficult,yes
148713-133355-59155-99000-207083-58881-688341-308277,132357-22192-12068-19947-30220-8102-179573-17310,22849-722-5386-5400-2573-2070-45538-6490,6195-4884-2699-540-7472-2738-41357-6023,6447-1978-1115-1192-6147-1335-32836-5674,8305-1836-865-1209-4525-2203-13765-20478,3433-1074-2149-437-4080-640-10764-14554,1679-1226-499-340-3073-321-4780-8905,easy,yes
1009652-201409-832825-60074-72427-955276-28084-106814,374519-23698-137088-10358-12724-166190-35028-10673,29990-3767-62774-2796-10172-30266-7527-1916,11825-6528-6070-3103-1757-23396-11760-2508,17033-2138-11443-2535-3403-13809-5483-2469,29539-3162-4234-2828-2981-37668-10694-5080,48670-8864-10161-4558-12793-38415-11339-2462,2746-1172-3678-993-2374-7064-8795-2893,difficult,no
84389-1001831-328966-2065326-59190-445662-5431-88856,217595-322246-57151-244217-84117-205435-28958-28363,10277-11143-5251-24012-13034-5720-7411-7178,11755-23123-6614-25214-4270-13085-4098-32672,8330-75984-3460-34173-7555-15816-4231-14074,7124-24608-6018-18950-6195-25818-4353-43058,2900-31701-2916-14508-2729-17938-2500-15163,2248-6795-1791-6165-1866-8547-3448-8816,easy,yes
18805-1383618-303395-70276-44488-175481-85686-41328,30991-57778-18750-15686-15732-11428-7870-19069,4779-16528-12368-9177-4311-2401-4941-4071,5744-28791-6875-4560-3448-17233-2225-2543,2302-13878-2063-3583-2874-8313-8137-7274,4031-13966-4064-10331-3284-17877-6627-8180,2402-8648-3176-4244-1898-9853-1373-3768,2054-8934-2773-1080-1546-9893-1770-1445,difficult,yes
31591-41244-39329-4142-272529-481649-120933-18035,18754-12282-31502-6415-13640-82802-15384-45707,17651-7420-9184-1750-331-32617-1144-16415,17316-3508-1520-3833-6273-33778-5638-6012,18656-5712-2983-1381-6786-52772-842-8714,33144-4051-8931-6166-3115-23536-10752-45209,6930-3563-6305-2321-2779-17257-6408-11979,3787-1055-1759-2740-2358-12634-3334-4350,easy,yes
54420-2096541-10233-3208-3894-153996-71922-52171,13359-127601-48648-4706-5256-20417-19779-24238,8924-128752-22288-2570-1886-8632-12983-2779,2225-93092-8463-2328-674-12900-4360-7754,2806-38571-1361-3587-5977-4058-19974-6877,6448-19431-7244-8017-11041-7510-55874-31271,2314-15947-6154-6371-5550-5295-10912-13718,1571-11561-1257-1461-2487-2516-4371-6804,difficult,yes
5043-853655-900756-163264-495159-3542-91421-16646,5126-88497-92353-64090-76994-4577-6769-8651,2139-30378-20318-14018-39864-2654-1364-3143,2829-11475-12824-8761-24122-4626-2906-8432,7275-4248-8370-2992-13403-11523-1849-2783,68169-10703-17737-4978-29684-30164-4944-5613,22108-3052-22773-4571-15627-6417-3686-2841,3256-3903-11184-1488-5817-5225-1631-880,difficult,yes
19563-134163-313445-74373-2129589-1582596-62133-136208,14514-30414-37007-52302-88486-95858-67549-42348,6998-5200-6076-14329-19297-1831-66570-5026,18762-4492-2228-15222-46463-24860-20576-2919,4495-16121-3317-13385-16861-11333-8009-3983,21738-10903-5486-3030-20097-19099-28607-6640,8129-2421-5433-7132-24640-9472-11281-2741,10649-2076-1246-554-7337-9382-8616-1387,easy,yes
1177618-12189-16084-100336-38016-51629-16093-160554,72669-6954-38047-11420-16192-8828-6950-39084,3795-1303-14611-5055-2742-3008-875-3486,11073-319-19282-6645-3774-5447-2024-2537,11957-1221-1356-1176-1468-3096-3036-2351,41472-2192-2045-7353-5709-7674-11752-7231,10633-584-4132-7223-5827-2918-11113-7897,8289-393-1133-2488-670-1878-1618-2871,easy,no
122826-30688-25160-36124-650599-166098-13466-745724,25088-61968-23886-14451-217863-19363-16130-43923,2317-1325-562-1398-83902-5891-2579-38363,7230-2254-6423-1791-33291-1219-3089-8651,2454-2560-3510-3130-36343-3126-4472-10625,7989-11928-9233-9083-18364-6747-19057-23919,3123-4062-6537-12940-22980-3607-2808-40285,1627-2115-1669-1692-10996-4599-1239-10573,difficult,yes
763955-173688-402228-49973-163247-24540-39417-9721,75806-32644-93954-69750-13673-19992-7924-34554,20264-2344-21785-4233-2072-4989-10135-2316,8666-3024-4614-4241-4286-10416-6117-15304,16791-3126-7439-6474-8792-8103-9974-50742,21302-6333-6498-5506-7596-23894-28712-44421,12699-36987-9014-4781-4305-8344-15149-30504,10240-2754-5338-1911-2250-7009-8591-14909,difficult,yes
105158-21243-198122-81932-315193-8905-92190-2158,198589-41790-25473-69888-3665-2095-20733-5402,67639-4743-197-22022-150-3093-17265-2164,20533-6911-2349-15293-5062-1457-6494-9464,10316-3463-1151-23107-1594-2359-1075-41396,32468-8283-859-44313-7328-8621-4817-27025,12597-6118-4369-42684-2656-5758-6334-14461,6138-5885-1230-9464-3068-4780-2566-9112,easy,yes
301156-53884-197979-131095-474172-465656-62427-44663,120075-10756-34118-25469-29765-107599-5136-22166,4726-542-17866-19564-8991-9782-2729-7557,59647-763-8684-3676-16700-25292-12754-608,16419-1302-3520-8574-21160-16861-3440-2674,41286-2802-9180-11400-29632-77264-12891-10234,14340-2407-3785-4461-12758-21840-2782-8696,8931-650-2176-1791-8849-25358-1368-2293,difficult,no
79094-140634-56810-343345-1818295-31931-5430-1926882,21859-64948-160551-34202-55581-17156-16992-66996,9778-5234-42069-28224-12699-6154-10808-16298,3255-6671-10339-5858-22859-3808-7437-14160,4665-21028-19183-8842-33594-1009-13258-10990,10239-16472-39678-33346-36954-2780-25985-40178,3885-37315-28424-25303-29195-3971-9960-10608,1765-20132-14100-10606-12086-3047-5554-10584,difficult,yes
707880-73562-163571-50096-282510-320476-31732-2276,81270-36729-10549-99562-57272-223446-7850-2018,32573-27768-852-37370-40936-31695-10113-1038,29103-6601-1880-9104-14138-8613-3750-2087,35373-4804-2452-6188-14800-32576-2364-2167,24681-5488-2236-13292-11900-118073-12236-10542,18623-5241-2614-4843-10297-16121-6192-9843,5029-2166-385-6747-2450-9162-5859-2474,difficult,no
7267-247907-2697595-75644-160804-13423-81888-53353,4935-23262-85730-108069-10453-14621-41979-18540,20648-3827-11139-6983-432-12871-1208-6015,21637-280-37675-2987-1367-2517-478-5349,9702-2495-8027-2500-2393-23670-1633-19829,45261-2655-24083-13476-10916-61892-7617-48835,17321-722-23448-5025-19779-23564-8185-47422,7139-697-13944-3056-1456-13474-4109-7815,difficult,yes
113676-700959-243047-109413-137103-35321-1455557-6061,13480-435825-28913-18074-19577-24201-65536-5811,2100-54120-5140-17074-1751-20672-6526-4129,991-26434-8609-9337-7987-22072-9148-5973,1823-25994-2343-7478-2317-16891-7400-4764,19121-51844-10684-7638-6823-23377-41820-25628,7116-30335-7274-4342-2860-12638-12940-2158,3892-6959-2304-2657-1660-14206-7357-2019,easy,no
269171-55267-112052-673757-1243905-398290-2254262-386179,31944-175768-10280-144376-246883-252278-326209-99130,1947-31137-5618-109070-43054-12481-44926-7136,2233-21063-4247-48490-7339-12735-3528-6902,4595-13940-1255-17821-6763-4305-10755-5736,13521-31297-2350-37796-12950-11821-12579-9878,3255-13233-2265-40230-9584-7242-2205-4002,1477-11544-796-7952-3361-4766-5053-3478,easy,no
3540-96717-898050-130037-32190-56956-77111-308107,16922-22806-265407-63190-4750-5012-14999-36557,656-4298-94394-12719-1475-722-5010-878,5415-1783-39649-7378-210-4675-3539-5169,4735-1740-32452-1846-1001-2584-1772-9531,19317-1769-25118-9245-1403-8962-5744-19769,13442-2202-11873-4570-1487-7131-5899-45346,9569-547-21751-5544-635-1997-1672-3822,difficult,yes
237211-106852-205152-140147-658879-249883-88835-982365,90033-14576-68713-31726-72281-22761-48427-45281,9716-17562-33100-3967-2542-47058-15699-14546,4838-1354-5138-793-9450-4795-28008-12478,1610-775-6020-1802-6291-7540-5774-5598,9632-4193-6197-1540-3816-7269-7953-12987,3245-968-3515-663-7076-3857-4875-4997,3378-441-2334-432-1473-2693-2600-3288,easy,yes
479898-91022-64957-10082-577144-599275-36948-34411,64033-67092-21067-13622-18555-74997-39974-7064,15670-2725-6614-2080-8523-21718-1807-2824,1973-2730-6384-2624-9707-16939-3651-3044,7508-7025-7565-8753-3740-11369-2156-1577,7493-8627-4263-27562-9241-19431-4248-5960,3733-4802-3224-24000-3190-7902-2806-3179,3432-3068-2022-15637-2827-5163-2886-2293,easy,yes
441372-385065-386455-74876-95059-11187-13848-20143,62036-190653-49854-65181-14825-21543-5747-32496,3741-5324-8303-27961-6556-9756-2742-18192,18828-20659-18010-11249-1691-6763-6382-14724,2743-20744-13162-13544-1998-5873-10154-9407,7977-31443-7437-25299-9277-6570-30335-10803,2279-22013-2778-37585-3455-4548-8555-10210,1784-5556-1821-23276-816-2408-8206-7380,easy,no
678640-33285-718288-753989-916000-27010-103909-608861,292696-53745-52647-287049-607676-16054-33048-122130,44994-13175-10022-33917-21951-4822-10806-5390,16762-3131-9660-25866-30322-1388-3629-70739,44988-4841-15477-29198-30825-1845-5443-30317,51002-3271-9122-110243-35101-1296-2437-59366,10815-2631-7903-12386-20837-935-1892-9666,12793-709-4388-18932-7233-635-506-4438,easy,yes
50516-937730-216581-561744-450492-152906-538002-24039,109729-115531-62003-86304-207816-78997-17766-10592,6546-51338-13944-5943-42965-14671-6018-5139,5740-8023-16367-3276-27054-12914-15184-9143,11756-16209-6387-2844-10638-9045-5651-6968,10649-54462-37612-2693-13282-18976-15045-14365,2843-12258-10948-1608-22079-13126-12299-9586,2756-4805-8345-2384-17684-7930-10504-6045,difficult,no
18059-380905-1543101-268876-61037-761873-21557-615999,70476-218205-283572-46099-7992-22274-12189-43641,7854-36986-52441-7485-3152-19270-3490-1181,4093-8987-35123-2533-2393-17218-13322-4637,10129-5752-11856-4120-3365-8982-6602-22101,7301-7109-29575-12620-7807-32694-53476-46053,3173-11707-10910-4021-2634-5790-9177-8382,1270-2798-6820-1859-3165-16577-12958-7140,easy,yes
238391-314877-304449-148553-696852-6771-89198-274671,83798-29659-173147-60408-36524-7340-31663-149102,54265-9948-29739-4798-24978-2124-7277-35578,32259-2080-7683-7339-3946-7145-1000-23123,18302-2075-9129-10682-4152-8756-1851-2386,48576-2182-15554-4782-3718-22036-4655-19090,13720-903-7431-1953-4484-5072-4598-12268,12499-702-3712-1311-1416-16559-1501-11603,easy,yes
548457-2849920-1352777-242326-1634614-1318300-21241-157159,287918-48431-56538-84847-506507-517874-18928-11899,24388-35212-6083-49338-49862-6928-14333-11770,36971-11637-21000-8138-15735-20351-3204-1060,51189-3228-9103-8240-10628-12735-10765-4542,17042-11147-4073-6919-26130-35139-9594-5470,9951-2362-2803-5643-9441-5291-7009-1738,9360-2240-2283-2153-14469-5775-10596-1313,easy,yes
282836-40775-88214-1260279-146331-59702-1006811-1425,19899-58423-18303-299417-59682-31414-235111-1787,5030-2719-1761-43939-15278-2529-320-3784,6749-1482-1880-15280-8401-5003-12628-5965,10044-2438-1627-30518-1596-2890-9733-17612,24717-1518-5898-71555-7009-3481-29172-49259,9493-1043-2953-35520-11043-2236-18372-19340,4562-298-2185-7554-1966-1297-6052-7900,difficult,no
