delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
10482-294377-31846-117177-436252-36839-208187-336949,17962-90764-56086-31290-53370-19537-10172-179228,972-38337-1354-2781-7271-7947-107-23991,20009-9251-9046-5327-12352-4231-3367-19581,4386-16214-19703-7120-8430-10586-8710-16649,16587-14977-8437-9606-5198-9044-4526-27739,12752-14494-13845-5467-3723-6865-2110-5152,3797-7348-2984-2408-1662-7244-2316-9677,difficult,no
1200229-108082-1055385-113417-136934-175944-585206-175642,35581-81469-307512-6492-39658-87296-255018-62140,18808-23442-134111-3082-2420-10541-24249-3688,9266-31829-126664-2673-8724-10130-196103-5499,17991-8824-35220-3024-46934-6478-117728-7038,11889-10254-35824-2347-42766-6157-126755-3996,6642-1984-134441-2838-64768-6130-47597-1437,8153-2869-66546-1060-22313-8145-34198-848,easy,yes
121837-255941-74230-411322-125337-3270-102330-79540,54082-77120-20063-104506-43681-2765-15393-95240,47506-6380-7365-65355-1777-1907-2510-31146,27367-6717-4242-46488-8570-1649-6094-2209,37609-5639-6243-38333-7097-6604-4803-5782,13829-6503-3750-32261-2844-3135-2233-1634,8677-9190-2592-6689-1242-2741-942-1636,2348-5075-1198-6075-2026-1583-1760-966,difficult,no
269742-18171-1968-53330-256943-63056-118755-12305,28286-9129-1387-47480-63572-35169-58492-7766,8098-1628-2402-1007-31318-9964-6186-7100,8766-10524-2603-2789-17255-11866-20695-20299,14493-21756-4442-7848-78574-4909-50668-4974,5415-27249-2324-9773-19613-3212-22100-22177,1677-10693-735-2900-11969-3099-11913-8222,1489-4115-536-2079-7390-716-5199-3616,easy,yes
219921-90891-187411-1167055-17504-29754-169266-1563319,46058-42146-17473-105585-10191-51378-13997-19827,6704-3706-1764-69888-2121-7283-560-31967,9611-5425-1923-39249-5634-9812-3416-38347,11536-4619-5230-48929-7659-9506-11670-6506,14480-5255-2720-14112-3092-17224-10375-9458,4079-3212-2985-7865-1597-10328-5626-6358,3555-1289-1935-6284-613-5576-3774-3400,easy,yes
13734-680546-10357-1062824-1545-39593-104178-147417,13696-44844-16195-29868-2383-8751-70491-65225,5919-9276-7702-32712-4952-4354-6139-5836,5059-16890-6111-21210-3799-6570-10247-2837,11382-29115-4813-36091-4619-6556-21787-3967,4719-10671-5458-31111-3514-3875-3667-4768,4418-8464-8125-32784-2153-3277-2761-1050,3423-1201-1890-9824-1281-1650-1945-1936,easy,yes
84052-21780-376585-460287-152642-11698-74514-5164,25006-4837-58038-123146-44092-23461-53592-6213,2884-953-2787-111727-8429-2574-34457-4809,4202-4047-4546-69555-2959-10349-4817-2053,11130-4581-4414-61917-2001-10658-9944-2648,6151-3213-2158-17628-4200-17771-4780-4143,1130-1649-877-9437-2706-6413-1765-1673,618-1336-1002-8082-3861-7875-1356-1614,easy,no
20712-44422-58745-306336-40118-1156587-246273-2343510,23123-7053-27534-88118-61490-83826-44925-325337,7680-738-4817-9409-26188-8343-27382-58895,6220-10014-3010-4410-10934-52062-12830-73912,4867-1649-3927-7019-4457-55911-7434-20443,3199-3247-3238-5064-5543-10262-18406-10893,1428-1895-2096-3625-2363-12497-19179-5315,2186-528-1313-559-1032-5369-13292-6150,difficult,yes
97821-26127-9729-156803-151432-99937-155265-431281,46886-4480-17531-226623-21994-10240-46593-197994,6705-2141-23556-47321-52481-3234-1827-109950,6160-566-20275-13391-59758-11356-2280-77199,11200-972-41772-53580-36402-12032-7747-35023,8301-584-11073-13149-17707-4999-3095-16205,2074-1048-6532-17313-43608-5415-2194-4668,1001-384-4052-10242-22435-2743-2066-16546,difficult,yes
87614-60347-49368-163833-315718-64497-1594910-48274,52275-19959-5523-11277-5795-10246-61502-24122,22658-21741-1618-1480-3022-1709-39360-2146,28935-3640-11028-7227-657-796-7517-5879,9460-4510-5194-976-3284-2051-42596-2417,13690-2362-5137-3010-3084-1413-23575-2740,8309-3646-3072-1543-4490-711-7264-784,5185-1572-1287-1361-3766-400-8757-1631,difficult,yes
742537-106741-750686-1707372-26515-149449-645050-715932,430765-41587-96446-305151-66302-15899-95030-51287,83918-5770-10424-88723-98113-9134-42409-30073,62547-3639-30504-112324-20974-2268-17363-22009,12096-16726-40780-63268-49329-2108-40039-30021,16608-5566-36726-42506-16049-1651-10716-17912,8335-1213-26578-16418-21859-816-7337-7466,7698-761-11693-17622-5504-547-2032-4305,difficult,no
13142-82039-43396-917344-71273-49121-91535-298893,8867-13591-16583-134657-142387-33287-45690-158742,810-633-3295-2832-11896-9083-12405-6470,1155-1989-556-4573-3751-3152-6567-5294,6886-442-1169-9051-11336-9426-7516-13496,9473-1036-1582-2523-17481-12571-1460-6682,4653-396-874-1796-8894-5645-724-1918,3197-220-525-1615-1870-2607-586-1199,easy,yes
110476-1650937-52555-45009-39163-36814-1510085-479393,40128-80971-15185-35240-10746-38078-36598-280265,6236-17081-3321-3285-7246-6515-14509-13855,2304-13589-5161-5415-1857-25687-16174-7049,2839-14752-2030-5617-5099-14194-9292-17483,1956-33145-2628-3710-1748-15900-9742-18347,287-20792-2890-2633-1380-9507-4019-6831,400-7100-1928-2539-866-5036-3745-6285,difficult,yes
206088-8493-146843-221622-63472-34071-246661-742831,42250-5169-145801-21435-23185-8829-141887-81144,2620-2164-20154-11806-10486-2294-24993-20351,1506-2508-17308-4531-341-278-14276-19825,2459-3631-5922-2774-2231-670-30963-105687,3965-3883-1920-3210-1268-758-15455-54487,3177-851-2947-658-419-498-4318-20463,534-323-1788-1395-528-294-16974-18909,easy,no
609244-15378-23543-229243-192180-605857-237727-1814043,63150-14690-17699-7989-129332-227598-167653-90865,28739-2981-12353-3709-10870-38242-24720-10949,17056-2571-4468-2143-6434-7051-34793-51357,27662-2087-2636-4053-5151-21608-45778-10413,10249-946-2574-4161-4471-14308-12687-18496,6744-526-1047-1425-4432-7326-8240-4541,3434-206-1032-1202-531-6724-5846-2957,easy,no
122650-29572-513907-93311-283846-50773-75205-846048,45623-6773-136053-23104-6244-64317-42955-201971,2673-984-14277-7808-10383-4412-5324-14535,3982-764-36009-4032-7904-926-3856-52564,2251-705-8725-1550-2753-3949-8120-23401,3819-1979-13627-2656-2594-3568-3097-19610,1116-189-11545-841-1360-1631-1343-13715,774-244-3314-472-1029-1035-1409-5270,easy,yes
505871-39023-311618-77071-113193-83900-46059-5651,398301-7569-56584-23068-69407-30948-12790-2279,54316-1841-6354-1410-3959-4899-431-189,8295-2713-9924-2581-7824-1316-2374-1838,19427-1532-1994-1807-7059-2547-452-2629,11825-4592-3732-1194-3657-2947-1083-3668,6108-1609-632-496-1134-549-159-761,4629-1888-1158-278-526-911-286-540,difficult,yes
