delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
1835944-646406-1741973-50410-83088-7893-104295-1543284,96572-38613-62285-2074-82196-6614-21255-117037,11197-12270-16370-6260-1982-6048-1866-8348,23280-6748-10074-3313-21049-3020-375-6567,32599-3521-11490-2475-13355-8253-365-2759,36477-15589-13567-1538-22731-11574-624-5449,10364-13008-9821-1031-4710-4886-393-1099,20051-7321-9912-594-8649-1824-175-1441,easy,no
68219-28061-242030-39036-2534-14496-258982-18550,9945-18204-319106-51370-4475-21618-14910-14505,5742-21188-41035-6314-2919-11233-8579-8214,3065-20458-15004-6031-2793-13654-7547-4859,3367-25934-8652-3732-2296-7033-6960-3307,3145-13693-9428-2403-2744-7048-2072-2739,1868-14117-9362-892-1093-4443-2290-621,1075-8285-7166-905-2274-1218-1388-409,easy,no
249740-54265-443593-1687263-665719-40606-1718102-12707,98561-15355-94466-200096-336863-31549-510332-22605,17557-2965-39074-80185-72267-48538-132785-2013,8542-1158-12660-22736-16704-52596-38297-1344,7113-1462-13641-32362-59811-6481-136080-1844,10096-2222-12635-22507-21183-36359-107452-1631,3467-1444-5951-9414-13131-20256-41229-2375,2730-846-2185-10231-31143-10744-97788-1267,easy,no
227983-17200-67734-95773-217257-310635-39714-7728,35894-20060-42824-11426-9156-9632-19819-53255,6260-9671-57459-4089-8461-2263-14759-2823,12664-11354-25167-2644-5951-4068-3496-9975,35688-4062-31024-1582-5892-2916-2654-8511,24268-32512-24416-1329-2099-1838-4811-7109,37337-25545-11014-680-1341-1031-1317-2688,6807-5512-11227-511-1526-1076-1004-5296,difficult,yes
35480-14524-154535-16776-9223-3715-163909-1226063,43349-7477-15917-21203-17056-6237-45470-211767,3137-2210-12322-5215-7827-9849-6118-13632,8407-6852-6772-5679-2719-2681-2194-17085,22492-7543-2333-3834-4280-3103-5779-22294,16738-11889-1903-2131-7825-3512-2479-9260,5354-5461-979-571-7670-5544-1397-7661,4423-4013-688-651-1492-2359-730-3696,easy,yes
325095-7594-150582-570290-35650-739260-73303-35603,47222-2708-19637-503145-74478-715844-10876-11111,4172-1666-684-24913-30454-416295-2496-8115,7591-10364-31653-16432-9092-191944-2359-3031,4519-1478-2215-41833-5604-168217-935-6444,890-1725-9311-25413-27920-234392-677-5667,1277-1531-1984-39700-8064-403698-1221-5527,1201-1222-1107-13153-11089-268233-568-2346,easy,yes
332864-153212-2125142-1316001-79990-2753-388183-6628,27252-22773-91976-120136-3750-12505-67335-5836,4348-17040-24805-13300-776-6734-7046-1108,2243-13576-9922-3881-6831-11244-4581-935,5907-3596-14424-2752-962-2555-2889-2201,1970-5581-6663-3048-987-5050-2363-1467,945-1835-8216-1208-380-2214-583-575,1052-1782-2087-783-654-952-761-881,easy,yes
74004-70886-175509-94308-247148-51463-252856-38889,7503-30216-9794-108000-35771-45961-129402-26602,1585-17086-2068-24506-34457-22941-35028-3515,407-8705-1991-9470-13833-64877-18603-5705,563-11689-1841-7014-15409-9807-8018-1096,343-8490-1967-16488-8674-15609-7491-1916,421-8443-634-12860-3754-4971-5790-1308,131-1071-558-8139-2507-2491-3388-1748,difficult,yes
244076-30383-2053847-48720-45970-30811-872140-38574,73039-33465-196912-1463-33324-40012-36860-8846,21952-2759-21080-3580-32310-3796-4291-2005,17113-13046-10596-1675-11434-10099-1388-2606,10081-11979-3771-1897-14512-2866-3771-3372,9086-9637-7267-731-8195-4009-2946-5227,3121-2992-5378-442-1240-646-1363-1482,1565-2680-1361-173-2768-606-678-747,easy,no
29485-104879-18278-230012-939449-9394-502645-419209,45600-64644-11114-34161-390528-20135-98351-24489,7770-10096-2761-5395-14253-4319-3759-11181,6128-2208-2822-2212-43636-15365-5284-61031,1636-2955-3307-1946-21073-11946-3522-9568,1485-1467-3988-1633-20221-11639-14021-16681,454-585-1031-2074-16138-16064-6031-19767,262-707-647-984-4074-4049-2536-4617,easy,yes
8900-430823-84744-863143-863143-17441-3033837-37240,12719-64691-10177-206134-206134-17872-258257-32869,5476-12143-1805-28701-28701-2628-55545-11472,2142-14652-3234-57934-57934-1072-40876-8578,9068-11886-1377-13822-13822-4000-8087-13976,7744-8407-601-9688-9688-14387-12460-5181,1466-1974-642-4601-4601-4335-7333-5124,5094-619-177-1751-1751-4338-3207-4161,easy,yes
