delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
1173484-562254-213584-43525-147157-640100-1620959-1108270,465966-479967-44612-53668-38713-355806-160544-327686,67721-152312-6456-8637-4250-1626-31260-27313,53212-16226-23153-18220-16301-98157-69076-26667,7552-67064-5598-3203-4136-25086-31200-18348,9665-12970-4385-10453-2907-37541-20993-10327,2969-7712-2258-1664-2529-9992-15166-3665,2025-2121-1101-583-802-5107-6681-1278,194905-1392511-996814-234892-549465-39853-1074137-907904,286888-375795-368740-32351-188557-10594-542749-126943,96911-132899-51476-13971-35371-2572-175569-20453,129884-41997-96785-1018-25261-2556-42818-22770,45321-61822-23723-4933-16023-4954-77841-21593,39219-63646-65244-2140-12594-1125-52393-4235,26851-35334-92852-982-16723-129-10345-3918,13643-61954-52287-237-7518-117-4199-1048,easy,no
17427-42654-44826-291308-97710-54141-89317-219580,4882-25683-36347-225544-20894-25693-25809-83204,310-3426-24726-30344-14542-4395-25722-49398,2005-681-3203-13824-1188-674-13583-9556,1787-3701-4461-26904-7254-2259-12170-17329,1673-814-2123-12802-4006-557-9311-16579,1035-611-2046-5653-999-347-3899-8549,922-321-1468-4315-778-369-4597-5695,easy,yes
77888-65715-831500-544573-153194-15450-281138-34862,55187-16895-129367-66750-52595-3583-275301-26643,12198-1892-22310-7845-21592-4832-44415-1510,3801-3375-14291-10873-2933-1588-8890-2441,7387-5195-11641-8025-12251-1794-25032-2649,5756-1690-10069-5118-8254-3434-13100-2060,1350-794-7422-3528-9616-2544-32896-817,1010-337-2948-2973-2559-1783-8083-931,difficult,no
1516341-567020-582191-2099075-604304-2118826-92057-611436,177472-134008-119079-147914-171031-786110-26448-57373,80365-13247-34181-78872-36621-61974-18748-25117,36533-7763-53837-11356-18257-41940-1758-10093,12524-14435-19774-9854-9901-31714-5743-8809,10038-6078-9573-6920-16273-15256-1783-7296,2619-2352-5931-5653-937-19895-1045-1736,2938-788-3035-2331-3240-15760-577-850,difficult,no
140444-3214943-17630-125403-291291-6053-35279-459138,47666-258066-26132-30962-105555-8133-34512-178332,23493-69825-16587-1836-9057-7446-4081-91994,6342-20379-14309-7008-9515-8531-6924-11421,8480-18870-9579-4576-9415-8085-4682-17884,4746-12171-5938-13342-10292-6929-1768-30260,1545-7273-3534-10805-5985-7922-1586-13265,1385-5738-5224-6861-9927-4880-1006-22608,difficult,yes
63243-486990-910098-376277-178168-11239-1506-590720,37338-55541-84177-87086-89344-8571-3869-47707,23187-6452-7221-13125-44635-5144-3921-37313,1418-2255-13791-1908-9049-8337-1353-16788,5117-1892-13586-5505-9853-8963-1439-8227,3579-1275-4343-3708-9701-15848-4956-14857,2114-2454-8435-4182-10402-9233-1840-8392,1553-521-1737-2496-8039-6620-2596-10944,difficult,no
356906-758236-231572-22693-465720-187814-99283-417731,125382-28051-28042-10298-73836-29198-98282-12628,14374-2960-11599-2749-8221-6578-10989-13107,26403-17592-6871-1684-20923-5484-13596-13937,23296-19721-4073-3881-24624-3773-19930-14024,10458-11162-1822-3304-19002-1851-9234-3970,8891-7265-1217-1246-7211-1474-11873-7667,5245-4246-1705-1711-4007-1344-8931-13489,easy,no
511584-1973867-336383-740226-1894686-201796-784214-248427,58205-45640-5853-389261-63413-43193-460291-75103,1575-10103-535-56172-103749-10327-56096-44183,8141-23944-432-31823-20975-5690-45470-7550,11251-13195-1898-30202-10750-5721-16982-8895,21414-7117-1204-40980-27387-10020-37973-3287,17248-5840-493-7672-9455-2819-8687-2045,14536-4180-851-8508-4177-2617-9784-3135,easy,yes
330967-1577487-28522-137520-49942-156189-616928-128746,122497-85073-19172-68441-101279-101134-30615-57535,15264-24040-9547-22102-55093-26581-5855-3210,6169-5574-16457-19900-10979-7526-4370-1916,14345-29909-23096-13913-15615-5875-3306-2921,5262-15418-23935-8027-18793-4733-2708-2915,11483-21709-7598-6511-7857-2311-2001-908,2199-19412-13714-7769-9074-2106-2902-473,easy,yes
221399-1965093-186289-129600-130745-85430-42837-72908,235799-227080-40088-67444-85972-41068-42416-4258,6562-33397-4880-10081-48736-3774-7633-2131,43857-33163-6367-8724-25752-7409-3268-4114,17763-83667-3818-6851-6682-4672-3692-3776,13175-46020-6019-3396-15390-7915-4925-2412,16245-9916-4681-2616-10383-2282-1600-1078,4257-15508-5244-1410-7259-1842-1237-3346,difficult,no
46323-1101666-936300-35964-52219-777303-26717-34845,64821-302186-174486-22023-12336-84227-7579-65900,18496-103636-19842-3502-4615-13013-1916-29193,18113-35140-8895-5004-4469-1117-4367-5571,9700-29847-7199-1320-3114-2029-6522-21747,10104-37298-5036-3179-2344-1741-1758-8225,18589-11238-1547-2740-2652-2446-2659-5794,10319-7245-915-2669-2906-1566-1051-2696,easy,yes
133412-26218-78737-65260-259707-36157-111603-1886784,67281-24766-24809-44016-30549-7471-16527-102196,17792-2241-12894-1949-3369-1960-6531-27678,5697-985-2295-2338-20137-1117-1226-24447,10658-1388-749-2615-25957-2930-700-11404,8984-1123-3749-1210-7640-4896-2363-10680,2700-978-6538-407-6663-1790-1627-6322,1658-153-2292-443-5879-977-1448-6958,difficult,no
148439-1046637-523137-1302246-547755-442958-325859-29927,8236-512304-197458-301262-348230-64436-453698-14236,6500-41003-16717-27078-6250-12751-35008-2753,2338-123090-72214-25552-22006-21238-25811-1541,5296-31138-25235-10295-9641-19529-22180-1285,3291-178231-14142-8974-9746-12832-21756-2436,1909-68075-15285-4417-13366-4904-8022-1916,1007-60937-12463-7144-4251-15577-6758-2948,difficult,no
