delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
2710-21440-53534-8005-246635-1341592-1550807-166132,6871-73898-14880-10050-91450-271098-143783-32666,6003-30948-5378-4294-21583-143307-149855-2901,4418-5630-5810-3217-23563-45293-58970-3648,2192-16111-1180-11776-5499-9043-14698-2753,2068-6625-1769-5805-7062-5151-22076-2108,1454-4166-1784-3332-6546-1419-5923-2665,1210-3872-1016-3574-7963-3058-8690-707,difficult,no
203578-50020-46180-25620-4406-31496-330086-149031,28829-28499-29811-39751-40208-24089-24757-30453,9443-4348-4113-13359-28062-19559-322-11620,18735-6892-1533-5369-9467-6070-13939-5782,20177-1519-5159-12936-10176-5831-3349-4322,4888-1937-1523-10449-10243-5631-1372-2871,4765-611-980-13305-9267-8323-4094-4708,3434-1131-396-3185-3950-2027-1741-3728,difficult,yes
41794-895079-827211-227142-272758-109143-239175-4555,28547-70266-107257-53219-5392-15836-24874-2961,10759-5558-43757-22824-5291-5866-32977-4785,2217-13016-10507-7683-8980-5217-4249-1082,4777-6356-18417-4325-5390-1462-26232-570,4552-5312-18600-8123-7391-906-8406-5605,1489-2672-16394-2520-3558-5413-10217-2616,932-3372-20922-3868-2735-1763-18136-1649,difficult,no
102579-813681-673398-70669-161281-3035-255304-44431,43599-122265-99393-124619-46852-12806-18267-18788,1815-57488-120146-7987-9736-16427-5232-25859,12534-18996-44343-9817-9081-5434-223-14133,1272-22493-41544-3181-17058-13921-1378-7719,2427-13474-23130-2310-10673-5608-1507-6657,2136-5901-11643-1140-1709-2677-1974-6031,2475-7509-5268-1560-2882-1781-652-2400,difficult,no
31231-6378-389797-1390878-675958-21696-35869-923197,9177-1166-90605-155597-19594-1369-5569-163808,6129-4053-3985-18383-12418-169-3269-32003,3246-2643-82227-35586-7173-713-2103-28548,1427-1930-43004-65275-13949-621-1439-38013,1024-1127-12426-82261-6561-388-2062-17179,921-386-7219-7893-2701-442-572-17000,400-266-4651-5399-1487-135-416-4176,difficult,no
149432-1960851-530522-417672-657978-2069639-92816-202322,57919-90629-123741-161254-90575-576036-4697-60295,5085-13899-73714-11247-5632-31508-1734-9446,21443-1342-76943-34373-10282-37324-1968-7861,5532-13172-38364-8726-50427-41728-901-3614,8837-10570-44223-6829-25396-16085-1779-5693,3463-6147-11398-3800-19834-14804-1275-7078,2384-1954-16134-4674-9739-17238-671-2947,difficult,no
309169-64055-472264-195904-438101-1212159-1072454-310855,87765-70736-59448-13141-192952-50443-126823-231439,13673-32611-78603-1540-8490-55312-14041-42825,18672-17799-23944-8058-14856-75838-11495-21557,17031-23410-35830-10914-17598-89565-12112-50030,15980-40130-24659-7397-13356-21240-8950-11995,3849-28223-9452-2131-7596-7768-1752-12089,5186-6597-3392-1274-5109-4448-1079-6987,difficult,yes
540219-350718-939331-943078-317117-583068-249931-174516,52205-58639-63113-47346-135388-37102-20538-46904,14024-52351-14137-4799-20696-1811-11688-5181,10247-39686-5434-12702-1744-13797-7706-13620,14770-10337-3049-2159-3704-7085-14688-5221,5051-10340-5188-5750-12413-4182-9518-6750,7056-8843-3081-10621-4476-4848-1986-5153,5503-3402-2070-3048-3121-2212-4487-3064,difficult,yes
103177-39449-157941-596480-259981-58892-150405-224277,40199-24591-87440-185072-53733-7212-20640-55764,22228-14956-12519-37682-17172-4279-12219-11859,4299-3892-64818-72130-73739-4614-3331-1704,3662-9195-47646-34787-9125-6794-3459-6367,5957-5463-18974-18605-13601-4290-3310-5155,2246-874-15757-8249-9171-2013-1935-2396,1676-1566-7101-6566-3326-509-1360-1658,difficult,yes
517995-1618500-177930-3953992-1273878-546248-1243732-56249,80492-1010086-131216-218401-688907-128650-422811-26281,30528-169162-2014-329521-19903-52476-289806-5709,19869-92335-9734-173092-156395-17606-100159-3806,16206-42925-1140-72823-58863-6133-64122-1389,7708-32007-4949-45746-36467-10679-39918-1557,2155-11840-985-7705-20153-2540-21199-336,1214-6590-735-7997-8919-1710-16611-128,easy,yes
