delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
1930703-797956-908630-299505-879728-1421682-1380602-120594,316860-903484-606589-146387-100959-472471-123684-62368,41085-36882-37093-8351-8388-47029-22654-16967,50584-14539-48271-11881-32781-48336-84238-6227,24573-22457-29952-33041-13858-30697-23187-3449,81329-20075-14911-23521-8663-57117-17862-3098,14619-25388-15384-15245-10539-44669-4527-5330,37097-19467-8653-13479-5206-12696-5908-2623,difficult,yes
84955-3112224-1094125-217828-251202-202442-316357-1151624,33641-499153-212030-26582-9652-12772-230161-438008,19702-13549-69694-2847-12797-4084-9423-230947,1990-192244-28210-1357-6079-2892-16841-93785,2928-142778-2330-679-3803-2710-3967-57277,3165-93712-7392-4019-2435-618-6934-99539,1224-21687-4839-3495-1863-951-3477-22159,1046-18652-4052-722-2008-1565-5755-8182,easy,yes
37659-686254-387104-82883-83840-39432-1072092-1066598,80382-17802-51705-14313-33032-30167-150872-123832,2574-30783-12680-17461-5715-4497-12613-66628,3812-20908-17843-5776-2934-1792-8632-34421,4006-7553-14726-4649-2007-2632-4507-19686,2404-7328-9982-1139-3588-2088-5931-14368,3209-3733-5647-950-1965-1683-5810-4418,1582-2771-3747-765-729-1235-7692-3499,easy,yes
1147778-94081-315666-818422-976368-1044773-465698-98000,49229-23516-10168-84313-55953-87546-42412-26991,19458-9268-14690-10644-5288-40296-3204-7237,8368-3217-1358-16601-39761-22105-7215-6054,12236-2830-3405-6048-7702-9784-1178-1557,13445-1592-2769-8230-3917-18169-1900-1396,4571-1411-708-10407-2391-3177-1769-1398,5148-1336-648-1754-2525-4239-1296-1494,difficult,yes
273275-140320-1445827-342555-2172629-1540464-152409-796924,381744-39728-105958-108470-382864-110291-17306-156623,30841-1990-39766-33625-42102-4988-12424-28748,21866-2322-48016-6368-89404-12980-4978-3410,9361-5412-17925-3774-75117-10909-701-10390,4469-2244-6949-10865-17248-11805-1501-7891,8970-1296-9032-6299-21259-5620-1412-5938,5144-574-8708-4482-20715-2737-1523-5278,easy,yes
1265691-126588-132003-416467-587420-1396608-696301-1999564,309808-60863-16654-33416-125675-114290-100135-824882,47343-2319-4134-14432-14750-1314-32934-165095,22874-4742-1564-6738-9930-13206-11684-52055,19999-2596-4037-6149-6244-4872-4315-29833,21315-2042-5740-2962-5102-6758-4068-16895,23152-1014-1368-1228-4590-2741-1824-32089,32066-573-1223-1356-6460-7077-1296-23123,easy,no
192642-539332-2824054-912848-1111503-1057396-1057396-77983,267217-60060-688854-41738-247847-96176-96176-15210,20406-3224-107576-87852-26507-9785-9785-3120,60804-14288-20597-3501-53222-10506-10506-1213,12620-5874-49865-6269-5236-15231-15231-611,6704-1922-46879-14594-12851-8014-8014-913,7960-3069-22538-17267-5807-3460-3460-205,5117-716-20844-6559-6003-3760-3760-125,easy,yes
119561-219175-479785-598378-569764-656760-637732-413257,48744-7333-108867-29768-45762-57081-135415-31292,10173-4234-17017-47728-19606-15427-21215-62528,7365-4637-4472-70758-12441-34998-15618-49420,4585-3363-2619-10700-5817-8988-7135-34560,2414-1231-5310-7688-8896-5636-10516-6490,3157-1641-8483-14430-20155-2356-3525-11691,2038-1364-3484-5078-6194-5973-2822-2360,difficult,yes
972236-234811-994843-1954080-65409-2711382-1641628-1595996,123425-39444-116544-145871-18254-283619-206109-98581,23948-2154-11062-42085-1721-91588-72590-33882,11392-13641-63719-25921-4007-20345-79738-30953,17444-4353-10272-19630-3442-22975-12175-4755,13881-1751-9821-6923-1295-7903-33173-10564,8506-1504-2897-3440-987-2449-23902-3671,6584-1049-2056-8792-1756-4746-17724-3962,easy,yes
2641671-2845068-1586037-665727-539335-569015-1772163-2014862,1011500-838310-9520-16078-8946-26516-190914-92988,60743-416603-7018-1658-4500-10057-41476-66979,224312-202401-19357-3042-3509-6695-5566-20487,41309-35777-3784-4739-4506-1664-12966-29411,74895-70070-2496-3303-4620-3591-13375-11338,69338-18983-1233-1680-1949-1301-4326-7985,25582-22935-1827-2083-613-2040-3856-8193,easy,no
