delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
187468-636887-2056178-713513-739860-1774741-278971-150595,156071-273096-517157-19162-36786-55183-127881-108198,16871-15096-204669-6323-11767-10350-12484-3729,5149-21053-63108-1077-5796-23632-8876-11327,3968-9686-16601-4235-5252-20019-2359-4107,11560-29954-35652-1980-9582-38841-16710-11294,6843-34248-33866-3685-3849-21115-11836-3656,4296-35749-19248-608-2063-10510-5901-2951,difficult,no
5919-5280-1433-7080-8653-398340-62111-860038,9771-18137-14938-11070-16174-15265-27073-154069,2021-8523-6854-5517-6240-6325-28725-16470,13146-3558-17219-12897-8137-13811-3335-51209,19768-41393-13456-9585-6665-2218-8446-16352,23731-19788-15825-12238-13441-6923-11569-25828,11278-4862-3082-3720-5087-3031-12026-30645,8887-3503-3432-4216-4279-1339-12332-11843,easy,no
166023-663624-545896-44489-169310-146361-22122-16042,63761-483582-204350-6086-19214-50237-11965-18880,51473-54191-4076-6397-4179-11931-15321-10108,20648-234863-86421-447-3596-7099-5916-15255,16412-113481-17581-1211-4398-4879-3556-22142,12017-90151-7018-460-2022-5464-13906-17190,5706-34500-2859-233-4346-2526-4822-3374,5541-14909-5728-162-1623-606-9022-4202,difficult,yes
67555-16503-11192-10409-14696-11863-4107-1302722,17113-2893-18333-11267-36173-41553-5467-183416,5509-14711-6298-4569-16153-8258-7409-127464,2981-10545-2055-35922-15896-5162-15314-88955,1366-12225-1725-10956-4961-32692-7321-13509,10827-24381-2086-7237-13573-10933-7452-30263,4045-3469-1240-2499-3523-6192-4850-15070,1383-8003-1246-3124-3333-2494-2291-8572,difficult,yes
17873-619109-300004-147269-3611-108662-1723592-237397,31214-115362-81416-10746-21800-29846-143671-11237,7040-24614-61078-3577-14191-44072-63198-6646,3769-8947-19407-2732-18667-11053-173801-18395,2713-23494-3773-1231-1274-15025-15206-5738,2127-21150-10135-3742-4103-5093-64241-5943,830-3166-4246-639-1032-2059-66366-8477,981-5524-3159-539-1730-1872-13206-3561,easy,yes
105695-14074-816318-17523-1246523-421139-314491-303512,12589-16267-52340-40465-156861-50432-49431-25351,5333-6679-32053-3030-38549-17021-10780-8622,2936-3939-9016-8746-27372-7318-18850-6170,4059-2967-4992-6760-30492-4900-4716-14468,7482-3255-2963-22089-52052-7977-26714-18243,1669-1940-4048-12327-8353-3925-10929-12979,1217-954-5341-5447-7478-4823-21008-12345,difficult,yes
3593-15629-5420-20170-9792-173225-324555-9794,8386-13863-14313-22782-15279-82681-25873-16602,5849-10718-21823-1938-11265-24056-6716-6030,17851-7591-20957-12494-23998-1620-15256-29970,4061-6010-21545-15773-8037-354-8064-876,10225-5497-32557-41825-16213-5173-14796-16973,7702-3522-14053-7867-11280-1568-5852-4180,7492-1548-4339-19173-12779-2547-6764-5164,difficult,yes
675982-259947-69112-6255-17588-5802-13647-845,357416-63856-3830-20782-25360-9078-7231-8537,146190-19597-4226-18663-4085-13666-1411-6543,51342-26519-4497-16824-22503-6837-21699-65459,21520-24947-2928-10301-3529-8100-4654-4056,30647-15484-2389-6934-15100-5574-10414-8296,10032-5831-2599-5445-4593-2073-2959-3667,14766-4159-736-3359-2904-4372-3489-1435,easy,no
1299111-69492-69492-1694479-392884-1701314-603817-1270599,119430-7029-7029-161619-33086-64722-201852-293971,19962-125-125-120760-10477-10300-16096-14617,26468-2418-2418-60831-43690-60219-3177-23601,11385-2259-2259-60195-12538-11371-13873-20618,38569-10659-10659-19306-38145-19217-27617-32435,13025-4015-4015-11534-8630-12410-18921-15797,7778-1702-1702-7314-14730-12637-12693-8792,difficult,no
102465-403704-104896-9862-4081-409581-27419-10601,32315-70119-7843-3560-12780-20482-30809-16621,2672-40304-3080-1025-582-4511-12769-7988,2765-15557-1493-3986-3341-34952-16240-7379,4331-20333-5684-1546-16693-14245-11800-5504,4983-27278-4675-17495-32438-35637-29281-3383,3879-15507-3450-1531-5234-7910-12309-3224,2071-8917-6119-1949-9381-13005-7840-2168,easy,yes
