delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
6102-1658-19827-101958-5079-56103-41738-21518,33747-19261-23457-118591-52748-17862-42329-27957,2537-10861-16280-29397-10600-10056-9763-28014,18235-15701-4173-11046-22082-9051-2963-4767,11099-10186-19420-12682-3471-5671-2065-6481,19171-7983-18059-9661-7001-17313-2298-10363,5133-3711-3587-2999-2040-2363-670-5437,2284-5110-3278-2264-984-2223-514-3056,easy,yes
15323-5863-32415-9615-11945-2799-49567-2208,18726-18674-19380-38169-8337-9351-28007-76542,5082-9683-12343-14371-2245-5920-3094-2833,4742-4558-23622-5859-17283-55422-17754-22562,10368-4212-8415-5749-4295-9448-4921-2348,17370-4625-6328-6748-7737-7478-6315-3999,2960-1585-1980-1163-5720-3026-2543-1695,1884-1203-2239-2481-1155-777-1710-996,difficult,yes
13626-20268-3483-12138-48262-12173-3950-33773,10570-10188-26221-24258-87383-13527-14457-24664,3976-6610-22546-1151-2767-22040-15976-5923,1635-3064-17533-3409-6960-22969-20052-4825,4461-6200-4030-15385-4783-12546-13826-1929,12825-12223-9049-3759-4967-7500-16202-3433,2550-1568-2147-4213-1419-7437-3361-1554,913-1973-1919-740-1282-1274-1152-508,easy,no
31373-89879-8401-14228-14971-37640-65571-8372,16102-18785-27138-16128-44761-29102-87352-7715,37214-2356-17750-2287-11760-25927-6159-3032,11959-2281-9520-3069-5784-31523-14678-6623,52709-1632-16405-9002-7621-9779-11019-1844,28620-4946-9710-7062-16642-9464-4893-3829,15996-604-2859-1704-2684-4179-2328-4795,3947-493-1492-3158-1524-726-2243-1207,difficult,no
7161-11523-8713-2164-12051-9889-23393-79334,20026-44478-22970-34650-40061-18191-27185-56600,12306-23666-3902-5654-2893-10969-11113-11780,16035-2905-2162-7243-6700-49956-26873-25160,9784-4632-32751-7990-12162-12135-6413-9976,8459-9493-21894-11349-7363-14653-8408-6206,3247-4027-1837-5625-1337-2290-1629-4216,856-1205-1193-1170-1949-1567-1763-1931,easy,yes
52171-19121-21696-8041-4436-18459-6399-299620,45565-47324-73091-37106-6922-15473-9820-18554,14988-9521-42135-3258-1351-1910-1045-1998,1090-7685-14548-38568-13435-29237-37322-3358,14822-3540-10923-6446-4581-3765-3005-11015,4170-7978-16874-6336-6665-2663-7528-6627,694-3808-11871-1472-891-1467-813-2160,341-1355-7760-5351-1527-2356-704-931,easy,yes
22676-197750-2191-628470-7565-151801-7477-474562,10727-1565-49311-46742-22793-62369-36828-36093,52914-5170-59452-59450-20955-5630-59392-10354,129663-4238-87665-60686-351578-26688-75156-234168,38417-1832-20736-18289-21774-2114-47034-11481,9126-1676-10009-15273-9246-3323-22156-4750,6125-140-5805-4355-4696-747-1176-1435,4181-161-3677-878-2252-382-2051-1334,difficult,yes
29273-5735-48113-27840-25154-13255-4724-43268,39495-16352-37723-71897-15534-13350-5805-17644,10857-10994-15893-13684-7113-3533-8933-18016,9778-11124-33344-8482-17173-4706-4361-7244,9271-12573-3120-6380-6100-9906-16738-7310,11264-8176-10917-9080-5346-5251-6200-10963,1095-6310-2869-1976-1966-1886-2380-8926,2306-6322-1593-678-1172-5093-2518-11644,easy,yes
70010-83983-52172-15051-13156-12720-533381-85445,3435-41633-39093-36090-18015-34318-36494-48753,2592-5118-32314-57769-3643-25687-19376-25022,945-1959-184789-249061-142839-236016-23890-24620,1785-1034-14131-3810-20923-12067-8821-4150,1953-2784-7325-14885-10648-11232-11851-27139,583-417-1973-2814-2817-2663-5537-5334,1005-484-1392-1471-2291-1544-2873-7334,easy,no
40217-7564-6353-62423-3516-8669-9643-12358,108140-3824-11355-14570-23038-19150-11846-17899,23958-1874-1754-1665-12265-4635-36628-13630,8539-1405-5459-2413-16931-16611-11419-11467,6711-2770-2938-1049-21754-2425-12034-2153,9851-1985-2255-1652-14160-5455-10715-4839,1756-596-840-1242-1626-1916-1504-1600,1244-203-625-431-3588-1885-2599-1152,difficult,no
63876-251688-1478-175662-26896-195382-66639-60817,63941-19984-77511-52509-7952-122255-54988-22404,2033-4382-3322-15953-5871-26787-10113-7840,10274-2756-23632-7257-681-22002-7395-9963,26740-8303-7283-3271-4589-12756-7341-3903,11230-6080-13010-2408-3282-14598-3822-939,4201-420-1081-569-1007-3073-2139-603,1710-512-848-533-274-2345-4204-603,easy,yes
45560-284981-14206-6491-24099-11783-16306-7594,44595-96158-18377-9317-8814-116940-20712-27168,91027-38705-226423-37682-22129-20205-46238-46894,9633-27310-98144-173840-332073-54419-145870-218177,9299-9861-36556-23849-7739-5146-18781-3098,9540-4938-10735-5062-16894-14040-25205-43393,2628-1748-1470-2285-2113-1776-1488-1928,1116-1763-1735-1747-1662-945-2202-3851,difficult,yes
2507231-6831-3832-3033-28302-1456-11720-25939,41484-19695-6347-38412-16249-15056-16861-10372,6948-11704-6643-416-1726-9440-12846-1299,22063-8664-5705-15040-4690-9225-7580-4089,17462-3292-3775-4015-6854-8643-3632-4199,20254-5130-5688-3483-2640-4047-8498-5592,2437-1739-3065-1458-688-1074-1456-2070,3908-1062-1064-1033-281-1278-1223-1124,easy,no
1804977-1532445-280396-149758-844054-1844281-30058-67053,244816-190866-178761-11163-203691-1021892-15386-33648,19594-13043-8062-8122-140446-70057-20654-2525,27050-19690-10370-6287-22393-12879-6266-5583,9398-11605-10047-6338-18091-30044-8475-1637,20219-14529-10975-5868-21644-39589-11799-4019,28251-15051-12617-5398-25225-43620-15027-3266,14072-12815-7849-5435-52871-44271-4087-1390,easy,yes
1368899-1904383-123560-7487-158991-120512-272376-1080167,52297-100489-39077-8563-118175-8025-3889-164019,119955-37478-33388-13913-23940-7419-5198-16021,27774-7897-11931-15354-11433-4654-4421-11802,60840-33769-28869-9506-5811-2425-2205-30511,42546-55344-34099-48873-24514-8717-5447-21329,45126-34122-24008-16514-23260-7169-4558-34120,55541-21336-23045-19165-20949-1249-2504-21153,easy,yes
43169-37556-3154-60439-7470-13311-4923-54554,29273-21347-15514-30106-16269-10654-13654-152583,383-5785-12767-22289-42401-3769-3280-3728,718-6053-3993-5069-8828-14250-2320-16057,1488-6817-2028-4568-18472-49560-4881-7208,2164-10591-7052-15857-9688-22521-4672-11730,657-1345-1980-1674-3458-1445-2946-2787,665-1280-1164-771-597-1347-692-2403,difficult,yes
418953-108442-27471-2135-24880-66861-338594-486173,65604-19390-22850-23060-34652-28466-95593-332589,35628-3731-4289-2432-23954-20008-33893-76823,48204-54600-61259-22004-103059-51492-138691-20701,5323-2269-7970-7937-17717-1795-10818-55210,8580-5889-8881-3997-8543-3628-9036-22022,7772-1169-2445-468-4008-712-4437-15216,5584-553-1710-448-2608-695-1793-16788,difficult,no
104103-18439-8703-75641-21342-2446-37617-125788,5628-11503-2512-17953-22809-11304-16114-51235,5970-1631-7384-18322-5650-2214-15292-18488,1082-7410-4070-7311-9931-4786-20184-22439,511-6504-3055-4129-2716-4899-3775-99503,2578-4908-8347-15022-11155-8130-4652-6897,1056-3479-3751-5456-9376-6382-3278-7896,1026-5681-4580-3751-3949-4831-4475-4281,difficult,no
5113-8150-72284-5150-5894-18141-92335-4161,14262-8152-47527-4652-6463-27855-9733-10844,2881-1010-8730-10104-9914-5580-7270-2770,13703-3478-12264-2702-33797-11560-4515-5669,18479-8999-16121-2469-4475-6073-1654-6467,7022-4809-6392-7871-8321-6159-1739-17096,3439-6503-4272-5954-2247-7927-607-5242,2156-3849-3565-4731-3788-4932-996-11285,easy,no
18240-4121-14963-1087086-6639-962247-324827-14643,9793-12925-7246-241188-10746-14480-111932-77715,21897-66956-36152-39491-76086-2548-31594-4475,49015-236937-34884-199002-213340-11287-35437-5452,19163-10723-4053-15075-19318-990-27871-6647,6093-8805-10233-24271-13077-2795-15219-10148,4129-4650-3784-5023-3963-1165-4471-2630,8667-2773-7125-3234-3820-1036-2900-5898,easy,yes
275370-101316-43395-6005-9862-3254-602654-62467,19594-81245-14746-26570-19479-27647-223330-21204,8921-20432-39215-16244-30994-5960-26409-3047,6714-14794-13905-4421-5280-8729-6571-1578,3634-13439-12424-5098-7049-8121-23368-2594,9060-15240-7481-9252-8164-7848-18483-5142,4752-4040-2612-1990-3730-3366-25906-1817,1080-1352-1945-2945-3554-1337-8595-649,easy,yes
375249-9192-10789-12429-152808-10457-23581-301681,42839-88995-12898-19435-18907-10301-11947-55861,15978-61337-61596-51227-6745-3329-12935-44290,8351-164368-73649-119015-47623-370370-130960-105201,12530-17404-19110-18906-3302-6732-26164-55245,2935-20394-5779-10350-8362-14985-46750-32910,1626-3775-5920-3715-1519-1602-4055-29047,1839-4457-2136-1383-706-2401-1373-10358,difficult,yes
85876-37504-11185-21314-9684-5142-9028-69482,30793-10560-18454-23034-17609-14823-23258-34380,1816-55520-36127-10863-11485-2575-23385-5906,607-15419-5399-8825-5448-6123-6665-4727,4703-24279-13326-10169-5540-14327-15385-9818,2983-8298-8642-5740-3729-16251-27167-3899,1432-7708-2154-2109-3480-5026-4065-1329,2218-9367-3027-2505-1998-4894-2257-1432,easy,yes
9505-21675-137358-13640-3506-9665-32282-76721,8002-16712-98227-11536-17799-28926-22243-81045,3500-1893-10663-11919-13087-12053-19002-14591,2243-1093-26296-10007-15750-30003-26029-14861,2596-1269-5080-7442-6789-51581-23262-5713,2061-770-16252-6047-9433-13145-7770-9354,1254-1423-7336-2669-1952-2000-7167-3888,2684-541-6260-7067-4237-2099-3492-1864,easy,yes
143837-9154-5015-1055454-44550-101189-8887-5785,153195-20260-6690-107382-12782-35750-6166-43743,6469-4966-9182-32884-2407-5709-6256-15976,7868-9080-7061-23611-2981-1150-4786-15562,1752-12574-6033-12097-5050-4553-12143-15001,8706-12877-10262-15202-2277-1681-6193-18123,3933-9431-2031-19060-2255-890-5424-3403,1729-4998-1739-23194-888-728-3951-2900,difficult,yes
98375-36963-106503-12487-72984-117554-7003-392067,125692-53227-3144-20346-18610-21301-6729-182339,7049-1876-1855-5731-16334-4129-9330-14318,12490-3471-3670-3783-11379-932-3605-2690,6662-2827-5368-6625-2591-1674-1514-10740,8135-2188-2416-1272-2018-1720-2190-4840,9717-2141-1247-1885-3062-520-981-3106,7603-1369-1296-507-861-1433-575-3785,difficult,no
9994-23739-102171-657055-7095-68790-260341-69065,7163-13339-127186-115403-16162-51034-3196-9555,9974-15634-26512-13360-13443-18022-2307-1944,4257-5841-4582-39559-10557-16846-5201-1879,7863-9220-24368-93924-3420-2030-5679-3196,13276-7904-5949-10152-8945-6232-4404-4377,7129-4775-4094-1959-5116-1413-2410-5262,3207-3088-3770-9293-695-1166-1615-1928,easy,yes
52165-12517-5339-71981-19408-142379-119262-100150,28153-3156-11244-51159-37472-67389-25439-35326,7089-19582-9643-54904-21406-29051-11354-8136,8582-6327-8031-6550-5702-8509-1536-2062,1273-4645-6105-4666-2013-15454-6436-2309,917-6405-6305-12149-12155-8883-4083-2398,545-5437-1821-901-2351-3076-1442-604,401-1634-1251-1305-2149-1819-560-544,easy,yes
44607-19550-5772-22720-16968-539152-21955-1071375,71665-14008-16202-29694-11773-96856-26540-564520,33636-8553-8244-30267-13454-89556-9159-136210,140389-108638-199531-54747-153292-254415-177043-126131,36869-31837-18709-5214-3965-25887-10755-57868,15799-9168-15598-21422-10585-21082-15162-130528,1971-4625-1779-3377-3681-2773-1932-135332,1308-2816-2270-1289-1615-1622-1649-118096,easy,yes
107875-6554-5771-5207-94667-49056-2103-6054,16684-30871-151611-69674-31557-59592-21424-7887,7864-6059-2439-46173-18544-19824-12854-6466,2352-7361-16701-5834-1382-2104-10843-9458,3612-13012-37058-12003-10140-6845-9879-9812,2006-8971-11402-5732-4609-13386-7589-4262,729-1894-1458-3226-1768-1740-3043-1960,255-2104-1730-1554-2365-1492-1339-1140,difficult,yes
