delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
5704-8097-22244-8553-19027-272536-1438957-1788980,8810-4733-17875-6324-22943-7869-117706-227771,504-4209-7237-5953-72869-8789-5598-52766,2275-1220-47754-76764-7195-5228-38197-29251,1431-847-2862-7948-3992-2293-51460-11721,1172-3564-4986-10623-10668-853-11030-18628,399-3360-1680-3769-2740-3270-19260-10441,1010-649-3528-2812-2381-1997-6051-14109,78570-85785-1596490-128988-141429-42052-34986-450197,21344-144138-649487-95736-11117-18549-343082-40185,1574-22017-50317-8000-2777-5271-60189-20116,4814-13327-18459-1377-16073-1831-18369-1783,4387-13461-23950-4626-5223-2118-22858-4939,3516-13082-32562-1812-2971-2225-29727-2427,796-4896-30456-3306-2158-2471-5142-4838,2568-13588-24194-1711-5219-2394-5733-1359,difficult,yes
667827-117969-1165636-60335-238758-625113-41173-197249,141342-8525-1446450-63029-16156-137645-6830-31104,19286-1596-267055-4295-5863-51752-8394-9782,16878-963-151510-2291-1992-52091-2235-7381,13519-1412-641278-2740-1835-23572-1441-2578,12944-2492-301934-2759-949-10443-2033-4967,8078-1953-248114-1051-478-5082-1851-1683,6745-2887-266320-1305-408-10775-1146-1000,difficult,no
48795-177470-323940-2606016-28922-215858-20892-411145,14680-17562-12901-71447-9746-38004-19736-16352,3084-3668-2626-19821-4723-4677-11282-9582,5159-3239-1705-14395-3469-1048-8429-913,3178-8471-2742-21635-3461-2581-11285-4976,18409-6115-2581-23616-5632-2155-4731-2106,3022-810-605-3331-4415-1059-2532-1616,3294-1025-347-2196-2412-667-2896-738,easy,yes
82195-222832-110156-800385-279097-304019-188426-86526,19849-25329-214246-371314-55673-69810-115037-1613,1673-4563-13392-40846-2597-6186-16220-151,4983-2112-26101-12468-4191-13997-6253-313,1497-10192-15859-8613-3521-7954-2042-1055,736-7234-16889-9638-1259-1961-5813-742,799-5812-13691-6350-285-3243-1823-301,709-5409-13674-3901-437-1586-3492-275,difficult,no
126542-143196-71301-115009-31183-146012-287508-764141,28270-67875-28233-16576-18280-18553-139632-205319,41745-2458-825-7881-4402-3292-92266-54495,1106-1928-3101-861-10275-2990-5872-23824,7263-3846-6059-1957-10127-4180-3443-12413,6621-3202-4203-1839-5114-3156-4028-13375,1792-1248-2617-1072-1717-413-3640-7664,2261-1179-3042-423-1671-221-2903-5747,difficult,no
30197-627552-226931-56265-1386731-27801-1298598-53955,12753-17281-38066-7309-340121-23226-324830-15592,13902-4842-4384-5105-40719-5815-41260-13680,1832-4238-6128-831-59188-2259-25378-3891,5825-2164-5714-3957-36204-4029-25200-4268,6196-3447-3716-876-31801-4391-26719-2058,2436-755-1531-421-8512-698-12201-1745,2063-1316-2748-531-7490-664-12650-1088,difficult,yes
893660-72396-133589-1023853-103628-73774-1346782-163660,100775-96257-4601-171753-7052-43577-45241-58770,16428-9932-539-16841-586-20024-82587-7551,14874-27089-306-10149-1283-9198-7170-1028,9820-23878-941-6478-1860-7088-11194-828,6022-32385-1556-5654-893-1978-15819-1593,1546-25124-591-3121-252-1435-4058-990,2600-19451-249-1145-140-2237-5048-415,difficult,no
115250-132514-1353046-78133-805246-92358-676474-55368,23959-36021-398846-33798-194530-106837-28327-12130,21004-1497-27816-5947-9790-27735-19945-5628,11930-1364-13866-2641-15882-12502-21940-613,39174-2670-19425-1697-20243-9729-5827-4351,10308-1820-32680-1517-12490-7696-5818-2526,5880-1107-21641-2838-4523-2225-1222-1884,3513-548-28253-1093-7259-2158-1754-1491,easy,yes
120127-636391-242952-174070-218251-214667-94506-386940,52116-21237-102930-67632-20061-54532-4484-89385,4738-1845-64098-4338-7596-14359-5293-9687,9022-15527-17305-5631-3413-6449-2274-13006,2897-2583-5453-7174-3391-22974-760-5957,2597-5688-11336-8588-3206-20992-2246-6164,4402-973-12589-2682-1304-11371-438-4363,3829-1404-3576-5279-1050-15026-312-1945,difficult,no
21703-691828-214729-493836-794292-9254-2162331-813080,15734-91715-116881-18139-61327-5527-136882-651031,3221-19835-44171-8689-60185-6276-10765-26046,1582-12493-22933-14304-2307-3991-12957-44064,7189-10315-12503-8133-4519-2661-3666-13953,8155-12483-11189-6484-4706-7307-5344-54335,7793-4854-4149-3704-3159-2884-3468-31305,4626-7551-4238-2973-3276-1620-3297-29613,easy,yes
412885-52639-106569-102317-40388-1220498-1848865-6986,123937-10711-71083-21005-50922-570029-312586-2065,41574-402-19873-7567-11233-255707-12779-5546,2511-1805-8344-4899-5293-58836-63589-1624,11865-1884-36013-1646-1616-71773-21131-3736,6849-2984-34080-2560-2041-42327-26646-6139,5910-3005-15104-1431-1080-67097-26551-2685,11573-3256-19482-995-768-38251-21842-2949,easy,yes
4809-168968-252834-945466-897521-282762-168189-43399,7247-114630-26663-228617-203189-483944-14759-46121,1651-17171-5014-17785-17764-9483-1000-9653,3143-17223-4028-92718-97910-23769-5122-31338,4009-9877-1725-22079-42579-29080-1639-18732,3539-10015-1183-27392-32332-11314-1789-7092,3261-4357-2384-15993-11327-16442-1049-5665,4296-3475-852-4790-12686-12710-727-18189,easy,no
32615-750384-49929-370503-174016-150909-9768-969423,65732-21064-124045-51533-8256-17086-46750-20524,5422-5382-18542-12034-4913-2743-6578-24388,7526-6914-11847-8559-2097-3664-16727-7813,2955-13253-8590-5596-2220-6373-15881-26989,3500-9053-5966-889-1879-6221-30961-27096,6246-3606-5309-853-1231-4730-18233-15622,3207-3912-7090-1539-358-6182-18072-35899,easy,no
30820-33117-129424-2817141-113053-563982-118105-1421229,4317-82143-69512-1738267-56643-53587-30536-1426801,6493-28402-3005-145795-7457-20483-11696-122018,3354-4586-2333-43054-4838-42569-10232-86642,1157-11656-5702-58517-3104-10297-2042-19223,3670-7016-9752-44804-1577-8904-2375-35244,2936-5073-10021-21298-1018-7053-4119-18450,1078-3615-4923-8034-487-3136-1823-7081,difficult,yes
116732-761475-523314-203744-92585-1534262-1237126-87645,200423-121536-28063-396440-55165-98253-15611-7821,21588-21424-16368-107242-16184-64597-5118-2534,51121-7039-14927-51120-3641-23826-12226-2199,13631-30743-4049-61781-3914-24173-9564-1566,14474-17936-3958-13527-4219-10375-22075-1484,10541-20097-4008-11896-7228-13035-6297-1158,16067-9496-1139-15351-4510-6215-6083-1171,easy,no
570783-1954969-348578-196858-2343919-1095008-78521-1689569,760687-324132-53392-235258-493396-280329-16782-27410,66760-34865-32605-32404-86177-28697-1168-12601,40374-15438-2614-23363-33738-20411-799-2919,38279-19377-14350-72696-33729-41859-1139-12097,45950-11018-8426-28597-36348-22459-561-7935,20473-5125-15440-21218-44296-10585-656-4008,26643-4344-5329-11832-23054-11331-300-8420,difficult,no
