delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
72490-193955-201501-2724765-237981-1145666-1035692-51609,21511-60721-130378-571110-57052-93120-116105-11764,10433-25239-9179-59162-44547-51205-8119-1153,6016-18921-24027-91014-13628-21680-14774-2252,2937-24618-12426-25800-17874-24350-13057-1000,2244-7663-5075-16594-8392-9836-5572-788,3827-9107-5085-15293-3496-10422-2084-673,958-4836-10550-21698-4191-29230-4039-516,easy,no
603729-114713-1562988-95594-1195596-189769-102644-100464,20189-19076-184172-39547-225777-42545-4754-223949,34769-651-25239-19898-20587-9061-1478-6502,31996-3941-18569-5492-10097-17112-999-39505,32614-1848-5414-6405-16683-3134-1564-6253,11785-992-28035-2542-19341-2263-513-4234,10325-485-13026-1717-6160-3917-602-7137,4431-953-3447-1248-17841-1675-391-1707,easy,yes
733322-43278-134993-207424-354850-54630-88904-269825,20808-23734-25667-44967-268421-79118-6713-37670,12050-11811-12873-13292-11601-14714-2480-24609,6680-4182-3041-948-8614-8776-609-18243,11569-5248-3457-2988-10596-5739-1047-13352,8442-5315-4110-1823-12148-2566-1167-5837,6876-1418-3946-1295-3693-1485-449-7770,3401-906-2249-1403-3702-2982-302-1734,easy,yes
128018-471197-202161-380203-175802-331714-957239-68765,29852-18342-112626-21953-22068-136339-176736-47238,26994-4148-8222-18682-7089-26480-26688-9003,8181-19986-7555-2678-9124-21353-40269-5449,33871-21063-17548-3708-6483-26023-11911-3420,13988-7491-7495-1225-2076-6547-10950-7509,5059-4569-3715-2329-1672-3239-6889-2162,1117-1770-1527-1108-1055-2806-3259-2654,easy,yes
163427-157304-28051-151611-3372088-120511-508387-146236,270708-77854-8363-6547-163595-14373-66954-63715,61571-14882-25302-7680-24065-6610-30007-2482,25497-5037-11296-2905-10006-2557-8928-7735,26156-8644-7690-6342-14099-1247-18300-2959,17803-2165-8698-3350-8319-2469-13536-5130,8260-2340-17790-1690-10099-1215-2429-2641,7195-1941-5333-732-8600-558-1242-1164,easy,no
1050281-219713-66041-1638511-1779754-922229-639605-420928,127759-115436-82441-67994-64091-719296-145107-129379,18997-32461-58438-83120-315-137242-51677-69284,7587-43224-16045-44376-23159-88222-15872-25518,9761-42518-16758-40851-81690-112351-17319-17921,9291-17912-5340-17916-54941-88255-28957-27134,11717-20922-11755-6616-21934-25686-3999-7826,18819-7692-7960-1751-6728-6177-1735-1169,easy,no
62906-118024-100949-428047-629517-160310-575550-105152,21627-21976-51927-116227-104681-69347-196387-62391,20455-1258-3256-5710-25888-16205-16661-13894,1732-3551-13716-7470-20087-15330-21705-4157,1895-1750-2585-6399-20744-7293-39089-1576,2248-3142-1401-4109-6114-5941-14259-3322,1614-331-1274-2439-8979-4277-2949-3253,777-163-1612-1123-3646-860-1968-815,difficult,yes
146415-304344-89661-35271-273374-16189-165442-205038,24737-121787-51206-9662-55351-15759-21264-19325,12004-17436-42544-42005-14087-498-3938-7013,13300-17507-20234-8220-3179-28317-4073-3378,8092-3243-22152-9906-4895-11553-1570-1725,4837-11824-9205-9268-2908-6876-1673-2345,2141-5942-8351-7264-1157-6689-1687-1544,1220-5788-4895-3517-1210-1334-2405-733,easy,no
61906-355252-413161-393767-179455-44636-938389-245575,13347-82316-225658-173995-9512-28255-80436-14723,1352-13242-69129-10554-6559-6892-50715-13802,2083-15792-28293-6492-1592-3389-3502-1980,1185-11831-88347-3388-2145-5310-6664-1310,3045-6278-25064-4039-1849-6423-2693-2095,1265-10578-12884-6077-696-16045-1059-711,5372-1963-12149-2878-334-4120-1262-767,easy,yes
16119-56818-30954-186262-676470-228398-249412-1446841,40690-21885-25458-23882-86553-31037-202677-104533,4836-16184-1872-7461-32843-8783-12763-11890,15007-24470-524-2445-26234-16644-11748-23623,5446-12337-1549-2581-16425-11349-3538-10194,7490-15139-3386-1255-20827-2991-8573-15660,6337-9635-1376-2262-7367-6428-8643-9796,10035-5883-548-974-6912-3170-9683-4955,difficult,yes
785100-284795-48593-1120893-634907-1149399-41725-123895,163144-43258-13463-298498-99810-112874-27216-87096,67990-34057-2428-10522-3068-14973-2099-6019,12299-8807-7737-10668-4835-7410-1251-1998,15792-30644-34540-6897-4866-12709-952-10093,9847-7713-15413-4129-1919-7688-382-4311,4626-7913-4695-10430-966-3756-219-1398,3252-3057-4558-1753-930-7953-323-1565,easy,no
133441-167212-97812-39494-366970-366970-669060-824746,22033-31430-50182-31405-69929-69929-150273-50599,12993-3506-29809-15053-88031-88031-5683-8152,1402-4373-9333-1846-14496-14496-3298-3483,1913-3367-10082-3168-13788-13788-2737-4276,2358-5460-10067-1728-9646-9646-2812-3841,496-1347-5924-1580-14773-14773-1075-3406,847-1136-8257-1257-6263-6263-787-719,easy,yes
650540-1184340-152558-839739-117382-1948451-301615-107878,306761-78071-7514-83943-42640-153296-172125-14071,40939-16321-29700-32215-2277-71430-1218-1332,25578-10806-10376-12926-13093-62192-10926-8757,49313-7865-14719-13786-2625-6052-8623-2094,15515-17578-16845-6178-1976-10996-5745-1232,14137-20277-5562-2897-2629-9879-13099-714,4496-5840-6078-1257-1102-3179-2898-319,easy,yes
1980129-120368-197795-213116-341010-42413-191411-60741,211333-32187-6201-111157-8384-16939-88717-21985,127218-21978-2464-9796-11556-3607-5563-14414,28703-5174-2897-2697-6282-21712-5987-10565,19234-14162-4241-6380-414-598-4062-1793,23722-12411-1545-3248-1071-3066-2133-1845,22538-9307-1002-897-1736-1066-1153-1853,14843-9683-349-594-1165-429-699-575,difficult,no
52965-2276-44262-364501-159974-1318859-1783075-1400426,16257-11510-19667-61453-56822-291110-271683-135970,8169-1681-2507-42817-10336-20036-7778-11463,6199-3091-3356-9037-23605-20151-44307-20512,2919-1467-2246-15628-15100-5964-11213-8023,4665-2556-10207-8399-8129-11959-10603-2542,6667-7425-3181-12462-7493-6735-5674-5034,2681-2540-1525-10709-2872-4936-2387-3576,easy,no
46400-119123-311802-1627713-62210-139438-479124-476721,37140-23389-94033-151745-111403-7167-20223-27068,36772-4839-15156-30896-15231-1241-37539-37305,12241-10584-23370-26394-14114-6714-14224-14417,2684-5377-14173-5206-11637-4917-12397-5891,12881-2685-10038-7407-14275-4464-8205-15542,9690-1144-8913-5776-9918-2356-19429-11061,4632-3072-4035-8489-3726-2492-4086-3476,easy,no
58544-142113-25936-155905-551005-110452-666968-507507,29720-18946-6746-5653-82584-19370-365802-215605,44673-1696-2880-2075-17351-3471-87925-6092,5311-4396-1452-7197-10236-1777-20519-5221,4909-2091-1851-1461-25924-2805-31693-1421,5970-1954-2058-1373-10894-783-10845-14154,6463-1793-1195-1403-12049-3583-11729-9333,8335-1188-962-2270-11077-967-7271-3407,difficult,yes
15123-182644-102372-149503-51949-24332-464961-64321,35900-53523-26277-13377-10100-42946-458608-6801,7170-7311-1251-1162-3138-2380-47362-330,9452-10204-588-3304-1631-12009-11838-3623,7448-2316-1410-1547-1790-8396-12934-2593,7375-1718-1564-3512-2495-9968-6412-1578,4791-1460-933-1490-2903-14862-11173-891,3592-1284-529-557-973-6794-7704-530,easy,yes
116455-486906-35339-206158-33181-115319-792817-916390,70121-179020-31019-62753-17058-35190-116971-110489,43615-13632-11137-27238-4756-2960-7871-3696,22888-9593-2591-15385-3541-1050-47173-8654,11889-6916-19021-12232-4540-6536-18257-9207,15036-8889-8052-12022-1627-2225-8556-5905,13332-6324-6438-9290-1607-1492-9353-2819,4459-1323-3561-2781-464-961-2836-4214,easy,yes
131993-302734-1104952-161574-1296605-377556-502301-812686,108039-364759-156923-48476-50290-26428-163048-115332,75064-27083-50163-9370-2396-2382-21212-26613,24345-15442-15782-3814-9854-7655-8759-59832,25927-17362-12435-2008-5328-6196-14374-15626,9957-19658-8374-3078-4304-11783-6992-19902,9769-9433-5147-1854-3890-13924-24589-11275,10515-4802-3337-645-3484-7987-5971-14017,easy,no
199955-29635-838472-697856-778358-57380-391432-128855,103461-27757-67144-46686-93677-3441-13114-42249,22209-7403-1258-1943-14021-1662-29956-6272,11911-16155-3034-3966-9663-2905-6422-2547,12198-16660-5634-2132-9800-1584-15696-5507,10884-6138-3967-1507-5269-3353-7821-1631,19587-7712-3404-1374-4674-5121-9314-1783,5884-7138-1141-687-3486-1984-8027-1743,easy,yes
1497291-63972-270538-1162547-1727851-129563-731971-1156127,232288-15769-10122-177743-555929-719984-123930-336961,179471-3209-11939-25219-12050-33304-13385-132708,23937-3366-3811-89584-20619-136586-17568-23597,28859-2833-9397-105312-26313-41438-23420-38324,35465-4136-10186-31860-40738-103825-16191-42264,15968-1332-8280-21288-62757-207746-9461-15713,9561-967-2183-11493-22506-45379-6715-8012,easy,no
20348-1174398-36952-579163-101307-559739-442072-130103,17913-38471-23974-22922-16542-86576-681723-42553,24215-5960-4600-5113-9675-29355-38765-8907,14253-23011-1523-17690-5504-12567-30467-12377,8441-4405-1572-14574-4485-39786-16261-4089,3448-6004-1493-15260-4392-60902-14737-6310,8373-6518-3385-7473-9293-43041-11827-1705,11179-7512-3156-4168-1708-7616-5109-1398,easy,yes
860492-2041888-136141-1020300-960716-1506013-309703-3290850,41503-965615-82501-97641-27473-267869-120742-127157,31524-360628-16635-16933-1876-114817-11908-50519,54071-134408-12922-8875-17335-136970-8340-15063,32779-137814-7452-6183-4903-101043-6136-10273,7307-84009-6877-18021-7453-49046-7305-12400,13812-57343-4613-11495-3184-17910-2777-10242,6361-32910-7425-2549-4297-4515-3317-2926,easy,yes
