delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
3495-218869-28695-147442-568642-57252-187620-621299,6836-10413-22906-6347-16917-41653-36927-148278,3116-6664-3046-1939-2421-12941-3807-58606,5620-1521-5686-4334-2463-4514-2280-62520,5988-778-27620-4096-2704-3905-1762-71996,15289-3084-36016-12855-13308-90296-15452-43502,2429-920-14681-1376-1410-6118-2440-9751,1846-826-2426-1972-2178-5903-1825-15090,121829-133148-17951-599952-15711-16427-173717-64345,40835-47839-7417-159977-13401-3219-4338-28140,6315-7484-8499-18741-12963-5263-9155-3915,2452-5707-4562-17466-7323-2903-15194-5865,3419-4469-1598-31552-4792-2264-5412-2142,3492-13190-10408-22476-16649-39985-10132-6810,6454-4373-3265-21125-6736-8332-2845-2946,1796-3490-1699-13058-2827-8607-1672-2049,easy,yes
1794727-48335-851354-222813-49741-165959-558356-211925,269590-58686-41193-57698-88790-24617-16677-12584,38747-2138-10501-5752-3434-3649-12616-8482,20599-1723-57400-8578-4995-979-25493-6556,20482-5671-9698-12355-12294-16078-18409-4906,61226-5114-18522-7708-13296-23629-12989-6474,17254-1399-10751-3974-1960-2845-4093-5529,5039-664-5556-1789-1583-2080-3022-2430,difficult,no
179164-454192-1090545-727034-245533-289319-1143617-130297,77082-170348-468883-176601-44536-87748-10138-20605,42253-6870-55660-126709-4177-19357-9907-2262,32902-18430-27536-66593-4281-112179-13708-5003,42470-12013-35945-25475-2728-5539-13178-3485,15358-17543-45469-35705-11478-45669-5534-7362,7396-5950-12255-8813-2767-7324-1492-2274,9359-2379-6617-7036-1671-3051-1110-416,difficult,yes
1309215-56718-79799-3269-12224-2119-46060-36615,76027-29432-40726-1572-24968-2273-66274-48773,17230-24827-3723-571-17980-2057-13379-12680,18511-4884-5504-1937-7457-3877-4607-6470,15945-13864-2000-1417-5508-361-8615-9370,9595-22275-4117-3428-32207-7474-16922-29265,3494-6182-2646-1467-6540-1456-3661-4098,2447-5370-992-453-5899-1364-3388-3646,difficult,no
19637-94423-36391-22496-24093-7888-68788-11839,17123-24373-10507-10035-16595-24811-36882-8316,1585-1760-2673-34373-13658-8810-4642-1996,20024-9071-26011-17225-12193-28179-1530-1205,3108-3172-10779-5947-6333-11745-2559-3597,56707-4994-20013-12107-15865-21579-2322-4437,4015-974-3813-12137-3953-4395-1494-1903,3296-1572-5355-4960-3186-3548-378-1523,easy,no
13003-42240-11595-106179-14842-35808-35808-4994,14708-60639-15176-5128-7438-14918-14918-13102,2447-8183-5153-2784-3963-4758-4758-12626,17176-4208-16246-4099-3548-21672-21672-9843,11195-7216-17349-1578-2339-10771-10771-5474,12999-3365-34228-1919-6596-50940-50940-22980,11619-6886-17144-1752-4686-9220-9220-7257,7608-2487-4805-1183-3495-7067-7067-9674,easy,no
187614-1035235-23762-8856-3722-610-151030-6023,33237-101920-48086-5218-13013-7715-15381-23516,11615-44249-12229-12700-1968-9420-5814-2485,6003-12555-3995-7429-9591-7262-7239-13194,2878-16599-6946-7424-6443-2954-1962-5637,6464-25880-22978-32624-16543-16103-2366-35786,1236-8598-7253-5912-5276-6996-2956-4983,1499-6367-4813-3044-4643-2540-1742-4240,easy,no
23987-83000-56011-2984-7234-18301-16239-6959,46533-50427-23022-44008-46549-25656-21635-7295,18449-5076-6938-9769-34815-18191-4138-847,9051-3134-3357-11944-24393-19090-20894-4902,3600-2373-2602-5482-4521-8307-10103-7770,11533-2512-5795-24542-8863-11313-14139-28306,739-1169-1520-3652-6130-5087-5398-3697,462-724-1340-3106-7483-3124-3060-3611,difficult,yes
71179-592681-13507-4937-6449-13035-12706-155548,26465-147363-35257-26020-6897-37481-14422-2196,39993-37076-35262-3033-3151-20607-2664-653,17353-15993-15485-14641-4175-5669-4274-240,20567-41086-9645-3876-15624-4723-1507-623,22073-51458-62898-16289-35518-19515-2193-2817,8249-17620-5122-6433-7333-6824-1596-206,9582-13762-5426-1870-1651-4319-1086-272,difficult,yes
16270-163096-290245-12103-168627-55304-11904-4520,24240-22606-11653-4559-16605-25102-9353-4050,2329-8128-2001-14055-5068-45585-4119-1531,5616-6588-1629-7933-1793-12078-9286-9665,2575-4681-4018-7343-1217-25581-2669-6169,5241-4037-3729-75009-1050-25296-8197-59892,1902-2442-2574-9637-540-6580-2260-5747,1510-2010-3050-17319-666-7210-1442-2286,difficult,yes
63150-288197-44235-19140-24525-11083-5300-31728,9907-139312-11489-21536-19962-8768-9409-14031,7777-16110-473-11662-13345-1430-2262-24297,2400-35253-1951-14247-3600-1004-5437-2176,2096-19588-1268-19891-2643-930-3324-5860,4329-22164-1994-30035-8694-6872-21579-36969,1353-28647-981-6622-3554-698-8011-6639,1137-18943-1429-9173-1237-3601-5208-3726,difficult,no
9043-170470-203895-8577-111356-2190-5116-18413,6182-18568-15939-4115-18384-24644-23966-8129,1269-2494-2389-718-2580-20967-6311-10017,3798-661-985-862-4770-46728-2655-10936,1086-1512-944-1245-1185-3603-12631-6982,3087-1697-1642-10989-7924-43783-30916-36281,2550-1222-759-5590-2283-14683-7211-12283,616-377-315-2618-1821-5329-5257-2917,difficult,no
21920-278957-50670-26318-42490-24567-5307-25483,60157-38273-3796-13790-16836-22269-28997-9513,14630-7061-3500-10042-19642-11552-5825-9261,7711-1872-1290-2576-9436-16101-12589-2132,2651-3651-4272-7827-12620-7998-4917-3150,23720-8962-4161-15357-56052-30629-29648-8457,14639-1715-3567-4930-6696-7582-8448-1946,2826-1275-913-4789-2763-3061-7579-2006,difficult,no
81360-387430-439749-13532-6966-3934-8424-255942,14319-83261-56198-18933-6524-4176-5894-35540,5571-12800-10969-6527-3293-1475-9042-9469,4740-7079-8631-5880-3349-9025-5324-3787,4221-1058-10083-4956-5663-2394-3443-2909,6844-9696-13502-25739-59760-19595-22672-5316,2092-9269-6562-6772-12584-6596-6018-1280,1114-4714-8172-3981-3709-4915-5728-467,easy,yes
13739-68491-1870086-50627-7855-1728-12777-70060,14594-13991-254750-42939-13959-11098-3469-35944,9386-2035-30152-10445-5349-10739-2187-768,14398-1053-19315-3383-19966-10638-10231-6525,8649-579-18487-2596-6741-5108-3255-2859,22885-787-23131-16448-8248-51115-49253-4860,2991-462-12551-3941-5418-6936-10961-1911,3864-345-4350-1069-5073-9333-3510-972,easy,no
108197-561127-141721-12024-7785-43685-306815-9511,117238-373194-44875-11806-3927-18904-36827-4887,17525-21943-8074-3069-2171-1998-13715-1025,4516-20620-13835-10677-28490-10473-5770-503,3145-9076-4834-3040-4812-2983-21649-2452,12631-11298-9232-20435-22612-5894-29971-7336,2275-7527-1188-4302-3301-998-14041-1225,1224-10283-1080-6454-3909-881-6974-1514,difficult,yes
55422-51373-428693-35902-198910-20200-779533-3379,12393-54823-28406-26825-104998-39329-6441-14460,5805-8635-3967-4859-23345-5217-6515-9842,2197-10919-1894-3637-21125-3262-3046-4921,1835-1148-2150-1842-9951-10098-1406-2820,2955-4888-6708-7655-37972-5655-1411-34903,902-1303-2964-2426-7214-1899-479-4045,748-842-2269-877-9299-3573-1174-4820,difficult,yes
918503-39370-44809-4356-5592-229814-33847-25363,60968-3005-17733-3827-4032-9670-32614-10055,15635-3834-706-1565-4617-8210-804-12045,7526-828-2505-4357-9331-2924-3117-59063,3524-1850-1024-2997-12457-1094-390-4034,3083-5888-4463-2121-12127-7162-1437-18937,2152-2221-3130-2044-7101-2033-614-4162,671-1456-671-1982-4370-539-196-3151,difficult,yes
98407-94289-135249-252272-61354-8839-30823-768178,35006-10026-67159-57773-10169-32902-34001-143915,13485-14240-4878-964-10551-24669-17770-16649,25031-27763-13584-2789-55410-16329-9065-9726,3401-5089-11052-1923-5939-7934-4226-5361,25871-30802-21741-5376-17805-31116-46794-8802,4395-16270-11317-1250-8671-4693-7345-9390,3717-11785-5640-1160-5547-4183-5488-5876,easy,no
294623-15985-155989-108278-5849-6482-3076-33405,121071-14376-17908-102669-6817-9294-21470-8747,51088-3755-829-52326-18158-16433-1400-11946,37520-12548-8833-46255-28171-21258-28828-15942,21868-4373-2335-14460-14161-3928-21408-11868,90888-26133-2500-53510-16903-40715-25416-31415,10637-11881-1983-40803-27040-8546-7185-7199,4790-3843-448-17837-6955-6374-7352-6065,difficult,no
145977-235007-90173-6608-16739-4386-43303-712024,49170-26600-14359-8822-9619-5619-18596-99518,7773-6015-3820-333-6751-5851-23780-32382,5461-7127-3293-10105-18056-5588-40377-16471,4416-10051-2184-4638-1077-3546-20416-9670,10941-16382-4611-19262-53981-35118-19208-19885,1925-9468-1913-3247-3841-3824-4912-4448,2942-2591-778-2355-5569-3562-4334-2428,difficult,yes
7318-282875-7113-37278-6168-8224-1594-193986,67165-34976-18973-27280-11321-10810-14374-43784,19900-24980-16077-2833-5076-19540-11667-7167,39650-15251-24336-10215-14093-6567-3669-4143,9766-21378-9800-12307-14095-14209-927-2822,22870-37564-22880-32931-30275-57863-36043-5253,6411-7648-11365-2580-5860-8729-10402-2565,4011-4068-11271-3278-4348-4134-5502-868,easy,no
16899-404001-680378-40563-5969-16440-124320-6965,26316-48278-141641-25760-4281-9290-50379-8160,6871-19768-19451-1612-2436-10281-5775-3952,11777-3715-26546-2645-2986-4353-3295-1396,1838-5775-27692-2566-1795-17644-1368-1304,7170-6115-13790-3628-10837-48052-5970-4171,1022-1118-7426-2670-2243-9699-1699-1662,1096-1149-2970-983-1343-2132-2188-960,difficult,no
9380-75655-23238-15212-15264-1898-99959-626137,6624-6907-20919-18059-5948-5607-29356-91858,3081-14016-2010-13043-9652-18162-1548-33125,8456-1908-3791-21940-8209-15096-12028-30199,946-1029-5140-9548-4594-4620-8171-13346,3460-8323-4573-8509-21710-32191-4454-41083,2549-1845-2382-6114-5812-13446-996-7364,1541-895-928-4915-3250-3073-717-3558,easy,no
166233-704634-247891-163241-5447-13343-20343-183642,104054-304711-16835-28073-12026-9670-3976-25295,2480-46263-26858-2461-20648-6361-2068-3894,11844-7383-9103-9730-34275-27459-2179-38781,20764-15428-3821-2956-7041-1360-2142-10949,10848-4691-13907-10388-33259-17315-4332-24883,3279-2198-3880-857-3560-4258-2830-4933,2755-2710-6584-525-2975-2649-909-4198,difficult,yes
4298-159724-100350-35086-37042-15857-24314-799219,29716-59732-25029-12319-14862-40727-4644-65745,4955-1992-17602-39505-10782-9721-1318-6141,9314-4332-26949-9059-13819-3157-637-47177,5251-3518-9516-11371-3435-8077-1269-9399,11333-5910-21956-15681-9562-11127-3816-13297,3573-1001-10737-4365-5057-6200-1279-4267,944-826-8892-2951-2124-2044-1120-1583,easy,no
51737-25646-54616-4933-53371-20198-24068-71892,17579-13483-18506-24264-12291-32355-8783-34222,2166-5697-12856-10638-12051-15496-6689-9225,5620-45586-13406-9921-5376-8967-22908-18511,2349-2057-9449-5214-12270-12816-7109-3026,12114-55812-16716-30380-5820-24444-26381-20036,1117-4453-3427-4850-4068-8060-3811-8162,1085-7402-4121-2606-7156-7315-5496-1866,difficult,yes
97333-54568-20797-706474-206436-17459-11229-38625,3560-38995-8047-291785-7200-5652-5766-6500,1646-5446-7642-45390-23952-3699-2507-9987,232-3006-8101-32351-2764-2301-7121-18056,697-1969-14734-10010-1490-1678-5329-6768,1381-6682-44396-18652-7540-8283-18462-28944,604-2327-4740-6028-2341-2426-9060-8431,299-1379-6085-4891-1814-412-7422-3566,difficult,no
11374-140406-15795-29334-23165-7692-5230-30777,14437-7488-6442-4946-17426-30567-14388-27098,9993-17634-2710-31047-5747-7848-15273-4001,15141-27967-15140-30170-5899-29585-4729-48693,8083-3973-1762-8129-7245-7242-7525-13382,40415-15343-2346-13350-20750-24411-23715-9906,7384-10040-1746-2039-22570-3258-6862-7684,7441-4408-975-4416-7857-4185-2790-3158,easy,yes
