delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
11822-20143-43067-675031-75571-146852-85618-7757,11941-7491-25658-115271-30616-10372-17902-4156,4422-13957-37417-16573-17828-12149-888-2196,5556-9090-6333-9681-10521-13756-3650-2525,14585-9640-10099-13927-7367-9799-3162-1530,36328-20248-22044-26186-13210-28065-4069-2613,9408-7603-29210-13388-20338-13963-4834-1816,18449-16708-15403-11109-18244-3983-3523-1445,difficult,yes
648534-37128-1457659-1399181-95787-21973-353204-9346,39160-26166-26158-500808-25576-29407-12942-9960,1868-15439-2507-52724-11173-3353-6869-6692,386-3828-3762-18852-9966-4734-3593-2070,2320-5597-12318-19422-29671-6504-10079-4782,13877-6972-11175-35813-34382-26636-9549-11400,6453-15718-11361-7800-8062-20643-6805-3902,2433-7106-3561-7458-9285-9596-3397-6538,easy,yes
75160-18030-209696-318946-3495643-8438-11405-358864,64068-13661-6664-66021-173743-17567-10351-34359,40645-20969-5022-4197-12184-43373-2653-7725,8868-9181-539-17969-22692-2627-10608-14397,27736-29805-992-2188-7364-7939-3394-20871,12689-21124-2602-5232-18179-10355-9411-42833,2730-10337-1219-6610-9632-5356-5406-13288,10875-10536-1877-1982-3907-3491-6114-6528,easy,yes
21673-17838-7205-4446-21352-57934-22800-1919,38046-8772-13154-11465-23100-18537-15764-24234,9366-866-26293-8907-3638-9919-26044-23132,10658-12103-24321-7298-5119-8246-35762-19140,6123-3562-8213-8127-1973-6344-28919-5912,10525-85627-42297-30877-5015-14561-17898-26923,6363-23298-7925-9468-3367-6108-5012-4308,10905-6643-4650-7578-1129-5368-5626-12135,difficult,yes
2663-176317-65363-47611-268933-120541-1348-109051,22943-287991-7292-17170-92383-23136-41591-21719,3939-30175-7775-2522-33469-12187-5201-15710,9416-21429-2114-6307-58571-7794-14850-12822,14208-6400-9536-3179-27831-4269-21109-45844,38125-11295-7985-12082-18655-4315-21749-16613,23968-6146-4585-3278-6379-3380-7756-7189,11737-3521-3318-2748-7501-1489-8167-4596,easy,yes
3696-145722-556105-10790-372033-7327-349384-13925,24796-25377-181436-2022-59846-39320-3240-9556,4105-1217-61625-5157-11743-26488-4111-18196,14721-11955-17381-917-13619-9345-3993-18147,11945-8616-15440-6984-22119-8999-5327-13786,37536-5650-38296-11622-30080-18303-7128-14900,17675-3429-24439-2923-10020-7881-2107-4523,15774-8013-13197-2118-5652-5678-1653-1686,difficult,yes
68744-554115-228126-200347-153955-11522-13811-13677,4244-316991-4698-14266-143141-34883-45403-32661,1995-57806-19485-17701-16948-34796-52627-53138,4787-9246-14944-7777-22563-8950-60603-21717,3457-47413-2234-19194-11438-18204-10783-13279,17849-34819-3006-33075-16763-16558-27874-14622,2439-9167-2547-24006-7266-15606-4467-10376,4765-3305-1245-8070-6256-4986-5209-7374,easy,yes
22633-1403922-156973-115049-21981-13817-20102-226043,42398-610806-106313-42108-13151-16595-17834-7878,15646-133415-10572-3190-1273-2694-17374-3958,21637-45676-5693-8741-5074-3060-28356-1203,7043-42596-23364-6772-2862-10111-6272-2368,16891-55676-15248-6097-6407-25235-13371-3217,9630-17943-30770-3000-1710-7290-2848-1519,14002-13381-16095-3849-1360-3810-1580-833,difficult,no
13758-598492-137062-20845-5293-5266-8801-79611,16440-35248-23277-24388-8379-38582-50768-34073,5934-4808-4011-8385-5940-26412-13828-5310,12962-7881-4395-74409-62662-34696-45653-10272,7066-13375-1503-14431-11140-13221-3845-1524,9123-2146-8593-30032-18246-19399-19446-2926,14454-1477-4033-6552-8146-5385-6763-1493,9454-1969-1734-6504-2909-2173-2409-1772,easy,yes
98382-119862-233187-194000-16897-18349-5842-6518,43600-72959-12826-43166-40506-23866-13733-7747,1863-8335-29889-2023-50315-12015-10548-10296,8567-8469-15812-13233-6928-33684-24103-3641,1166-3080-13829-7031-9377-7059-8663-10731,3813-6404-29144-3892-18448-28435-7824-19473,2197-2830-6976-1188-2768-4582-1937-2794,755-1879-3655-1588-2767-3372-2819-3987,difficult,yes
