delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
38360-783794-1566696-389530-1084577-122600-885667-35541,32393-471742-132252-6290-464076-7301-762035-28134,13138-312408-11215-1803-134535-913-181130-11894,8905-58047-76391-3943-63494-4427-18625-13984,7613-34846-41427-401-26844-5624-13366-14697,11944-67066-10000-3166-37682-7080-34831-16983,5069-52942-15825-1663-16349-5554-10413-10489,7602-27645-20257-1371-6041-4115-16518-12648,easy,yes
29437-789683-60705-836648-491234-230686-1462784-251319,5565-645797-43852-389324-1253329-138892-159768-114253,10454-41972-20822-99470-22218-16489-8756-11984,8432-125493-5254-22653-42250-18569-18281-2395,6163-99925-7570-45839-46830-4184-28600-7768,13426-83824-7322-20847-14663-12798-23941-4330,9471-39309-4515-22714-9198-6146-15276-2657,5899-20890-4354-20314-2915-1489-4772-1334,difficult,no
10003-343415-31302-20785-594844-78111-28362-58720,7794-492991-14856-56460-92612-6321-10502-7658,17524-59888-2635-21490-27926-2723-7146-3223,32465-31000-1188-52718-5710-2294-7706-8202,25707-46243-2397-21637-7482-1216-20617-2704,31703-26011-1356-26519-4363-2561-13376-5640,7392-14114-1466-16918-3453-1892-13649-3033,8358-26470-1329-12882-1616-1216-6040-3131,easy,yes
250685-983369-553013-543417-30463-51521-70190-34145,267337-538942-132172-1039500-21376-6738-72287-11102,7388-31648-4901-86899-3450-7098-58762-4182,6395-41686-19476-43677-1336-11610-15212-2653,27514-49029-6123-34100-1483-1659-4778-1276,15077-17166-7812-35564-2164-9853-13428-4545,46012-55998-6995-37439-1817-13970-11711-6050,23690-15127-5750-34212-1180-3418-2792-1639,difficult,yes
1141275-955351-467864-362711-72415-1813025-356716-372893,107285-254192-43065-14511-28186-138863-128668-232606,26992-21894-33445-4248-3480-104847-21137-69407,6085-18540-2406-8409-2871-38587-17389-52498,7277-17507-4307-3480-2878-18782-17428-20963,10127-18309-18476-2653-2169-77429-15839-28933,6374-15821-29969-2776-615-44784-20314-64917,13207-17207-15544-1637-1911-26649-17388-61000,easy,yes
73180-763741-135082-65261-1371916-593636-351026-2024731,8032-1106287-11162-30403-182477-57562-26613-296077,5154-39431-4841-1435-58863-6696-14111-29559,4878-108798-2522-5436-37131-3813-4571-14534,2035-40910-1225-3713-30474-11173-4596-20542,1297-33709-1856-10478-58591-16536-3903-16753,723-12361-2107-6684-15762-2552-1745-6629,578-23692-1188-4156-7865-2551-2056-4187,difficult,yes
207719-1980558-9622-1289497-9780-366508-18628-82023,30813-827535-9049-319378-14760-90696-12534-38113,7337-113724-15351-53044-1748-21714-1160-13575,5594-128290-4851-60379-3049-25531-1739-20719,1571-32945-6839-76906-30140-9266-3366-15339,5130-54258-10230-57471-28061-7730-3892-18620,1828-35617-3792-21923-44230-6471-2977-13152,2842-23616-8234-33725-17046-2393-4952-10943,easy,yes
1383626-49396-640515-119266-85026-570051-90310-3994,174844-23859-733116-30175-15354-935977-3773-7876,7340-3799-74036-8425-8439-86588-2946-9662,11713-4582-28308-2330-216-73592-2483-2845,29403-1509-59191-3713-2639-23292-888-5400,33284-872-41105-2613-2964-28660-769-37158,42406-543-21124-512-1678-38635-550-8249,13146-292-18645-1200-4868-39815-233-15539,difficult,no
126181-114922-44602-1920248-6754-3581-214445-5322,103797-24356-12629-1110975-9879-7980-90450-2239,17053-11451-19458-268225-12867-4588-3546-5001,3770-8578-22542-27567-11286-9421-8360-10434,16416-10883-3184-41211-1745-16874-25830-8770,7708-6200-4100-38679-3718-14239-8305-22977,3604-4271-9520-14587-3237-15631-3853-20251,2908-1709-3049-13446-1566-7568-2164-6010,easy,yes
140013-1742314-9176-491942-1042170-94101-83600-144015,52190-149529-5407-14713-84966-24923-14952-41930,12063-147568-3106-12119-21819-15625-22213-13795,90550-35774-5451-10454-12749-3535-19480-3138,47642-51690-2688-1671-5556-2195-19494-2879,32266-15602-6322-1898-12090-4493-10285-3113,30977-39952-3651-1442-6292-4731-7188-1914,41786-12459-5297-1547-3460-2218-7559-2632,difficult,yes
