delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
48554-233439-215777-8770-134547-19220-2203-26418,23804-75092-29040-9740-11720-24341-17166-19845,2798-34942-4670-3102-4327-14758-3369-3219,3920-15985-2148-8065-929-27164-7007-7815,5224-30943-1899-6707-1866-14825-29256-7842,15456-41507-2449-14321-1041-18627-15826-14407,4174-11275-366-14983-864-9045-3039-10609,3123-9568-1580-8674-284-15173-10579-2627,difficult,no
124041-58917-23796-183637-75891-24694-39017-45919,14277-18331-5800-65330-65828-10634-35705-8865,2235-3213-6124-6536-23950-4426-16038-10204,3569-4660-8540-12294-5221-10075-19175-11727,7061-3273-7978-3155-18762-6402-5251-9785,2699-1257-21451-4052-8786-11089-15504-21358,2136-983-12475-1647-12734-2821-12059-8491,1089-757-6422-1020-4418-11672-4347-4060,difficult,no
157171-1019369-1602895-1423962-1268474-165913-2086539-64154,15886-17169-87693-2055061-120696-51983-418376-36524,40349-1521-1013-207458-14268-8951-98821-4552,12373-5885-69645-101468-18487-44281-51544-8246,21018-7947-10841-123899-10676-7493-50768-18760,7023-9455-22674-371029-35308-8536-66469-12355,4707-6210-19811-283520-16390-4760-36558-4360,5507-2901-11109-141679-15225-3921-11623-3399,easy,yes
120681-137453-12661-6827-13719-36136-1352-9603,112748-55122-3648-12744-8296-9087-2056-6039,42684-22482-3136-2784-1190-28259-566-3143,11557-17966-6465-2325-14595-8095-1070-1962,23851-7665-1228-10776-7841-3318-1584-3748,33800-6074-1682-8927-8298-5648-2192-10737,6494-874-978-3073-7128-6149-1275-5623,3643-1252-2161-3377-4874-3340-601-3120,easy,yes
624068-5015-10992-63396-4485-17093-39884-12691,16315-2045-13827-32098-9896-22388-4017-5131,19474-894-13348-40270-4368-3112-5101-1172,10073-1343-20366-6161-3230-8361-6962-4012,9252-2678-10673-2187-14111-51399-4749-3862,24217-4929-7716-4501-9812-6789-10913-6460,2349-1458-9606-1314-3631-3668-6463-6837,4985-2471-4992-719-8725-3164-2235-4396,easy,yes
33619-71997-7513-30911-17393-20131-34558-190927,56538-22177-5943-15881-4441-8650-50147-37944,6022-12359-267-2775-26240-4628-10422-8612,3610-1624-1649-2425-14042-10158-3416-2138,11731-18758-1411-3580-5242-15303-7059-3796,3787-7932-3527-3467-21534-10020-9268-2211,1872-2671-1687-2310-5286-7921-2885-1328,907-3523-886-1737-6161-2337-3006-277,easy,yes
961241-110517-9047-107559-24671-7090-7288-186396,87687-32229-12485-23183-15410-3516-10795-54135,13670-7075-2026-2102-4268-6938-4313-5403,29349-1819-2876-2832-14459-8815-7105-4306,6440-8027-2456-3425-6140-7059-10808-2472,21876-3733-2084-2867-9107-14063-8374-3343,8764-682-2265-1930-5597-8039-3867-653,7291-605-1473-1706-5142-3992-6566-882,difficult,yes
104874-481336-26218-166677-131044-60947-10396-16965,48953-40075-23221-87083-10383-38409-10711-5253,4378-10843-12525-5188-5641-17086-4932-7780,2642-5272-6059-6564-3361-9585-4169-11807,8953-4849-17231-4533-3898-4218-1581-10285,3529-4782-20356-1711-1174-6729-1362-5675,962-1560-5387-1637-308-2426-1270-4477,323-1722-1762-1402-294-4510-1818-2382,difficult,no
4135-29616-114235-135791-17898-8210-69958-1061795,3363-2704-9864-67031-20206-8835-66424-62040,1761-3629-1951-1931-3087-10121-6319-13853,1487-5431-1263-3916-4332-13561-3812-13353,1727-9982-5291-3310-1950-16858-14700-6030,2260-4448-2890-2208-1076-6518-5700-3103,551-2921-717-421-888-3121-1034-1379,620-1670-744-226-991-2888-1473-1462,easy,yes
246521-55934-452092-41853-1105300-12021-13684-166393,31783-40057-21855-97883-24649-16312-23913-29893,3884-13382-5430-43864-24474-4563-8326-4373,8436-27811-2237-3144-7898-2607-21200-2814,17780-45387-6132-5201-6598-51122-18790-2298,18998-14545-2095-4575-9337-8467-4249-2563,11050-5837-611-1647-1452-2518-3011-1223,4080-2650-800-2026-2324-2952-4218-845,difficult,yes
48673-28578-261118-65464-889580-1399-53410-208557,16116-19480-7916-60752-330394-4661-9215-72102,15475-6340-3243-1045-17126-1265-1145-3830,23725-10558-3969-3191-20795-1390-4531-6098,8604-10199-6483-2272-37353-740-4380-3212,22964-9092-3066-6960-19530-993-6134-3686,4014-3348-948-5072-11841-1381-1341-968,7033-2290-638-1624-3587-2877-1965-966,difficult,no
