delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
35620-131854-6568-1410-1151707-38237-9532-824694,28086-53890-29888-20729-57509-72764-34234-53307,3342-17270-4373-1604-11028-12476-28226-61120,4592-1182-5715-2253-23572-31109-32819-46633,2831-3757-4752-4307-14189-5778-9378-8650,4744-7994-14161-20386-22049-9211-13227-17569,3193-1746-8939-15039-7426-4867-5823-15318,1341-2536-6941-6950-4705-3293-2708-4071,easy,yes
55821-56717-58429-825927-635044-6395-53558-25437,7817-49133-6378-172370-336785-12435-117035-9272,1391-2425-5154-31422-44891-4604-34675-944,173-4343-5265-35016-36349-5417-28691-6018,1220-3611-4745-19867-24839-9158-16615-3147,710-9654-5702-16993-7251-6764-11699-2839,211-2680-3124-10837-4641-4419-6946-1310,138-812-3327-9362-1841-8300-8654-1424,difficult,yes
62420-335325-23031-110585-1961505-373160-34983-792463,24320-25124-7943-21982-174950-26738-22687-471036,8620-1055-1190-2060-11418-1998-4084-62738,2640-1283-3311-4390-15527-1674-5933-48170,10330-1790-3862-3666-5076-8812-6540-106470,7275-591-5311-3733-8630-2572-16369-20525,9985-552-3257-1875-4916-3753-15480-16058,5426-626-1552-1938-1760-2793-7405-23319,easy,yes
718175-33281-166730-43082-79979-170855-97114-6107,55690-25351-33370-17058-62422-28026-7144-11703,38901-6189-10316-16209-8095-5449-2167-12526,3397-2165-3693-5069-8704-1165-1221-4341,5898-1522-3453-20217-7212-5180-753-9732,6215-1849-3186-7296-7597-5164-989-10161,1845-1129-4716-5307-6936-2320-570-6543,1242-1027-1547-7714-5680-2970-505-3224,difficult,yes
83100-31419-829750-137604-152681-63667-99881-28577,22348-40624-13982-103962-12832-53019-3692-56038,4982-45521-1619-1266-2871-31303-1009-9134,2509-20580-15955-1263-2007-9140-810-23333,5896-11362-4819-5939-952-20374-240-12151,3688-21883-5208-5570-1329-15194-645-33501,1890-8853-3841-1827-655-4788-785-5378,1399-8862-2620-1278-309-8867-407-15815,easy,yes
102206-4759-120756-54317-868172-12303-14409-51567,13601-7484-18666-20832-239318-3867-58950-10571,4065-6703-1729-2305-3922-4228-8346-4308,2080-6506-344-3308-8964-2046-10088-750,1418-9552-855-14434-10605-3820-13081-922,618-6141-986-7561-5350-8931-8224-1124,824-3096-315-6829-5765-7346-13296-461,394-5011-313-4721-3737-1431-7441-247,difficult,no
94312-235036-25376-520726-2569-729534-359048-10051,59638-12731-6425-200790-5780-60592-192654-6302,1322-11760-4203-3994-1444-5635-40048-4039,4210-6768-6502-104166-845-5574-11840-1624,5112-7357-1961-8440-1001-4470-28703-5702,2380-1353-4297-10061-2622-4917-10710-5736,1824-1891-2752-10592-1374-369-10986-3299,919-558-1369-2741-1568-740-5608-15397,easy,yes
215855-3270-28129-1692594-28692-108654-88209-80121,58515-25599-18390-239368-15931-117737-7804-7056,14434-1212-4436-72837-16824-11813-2426-2066,10969-3141-289-56597-6584-22572-997-484,6270-11767-7028-34818-9285-4220-1096-2521,4615-6138-1625-30215-13109-8123-417-2281,1913-4632-1012-6279-4338-4294-273-903,1125-4032-1237-2916-3288-3380-101-737,difficult,no
3094-134949-37582-339911-191033-324745-91164-64431,21007-84522-12461-78446-13331-115335-19109-30919,2542-8117-5805-4445-11922-41334-6398-7007,3069-2780-4250-8383-3087-59549-23128-9246,2804-3517-2919-3728-1430-66740-938-2226,8366-2613-11313-2815-2697-15128-2529-1847,10606-1856-4929-10856-2334-14493-886-892,3082-1645-3027-8800-450-9978-1102-872,easy,yes
87449-3347987-105110-271758-154205-70970-333851-39412,75356-248117-32756-20212-31042-33929-61825-9907,5809-47722-1435-10671-29357-19372-35733-8463,8424-38341-8644-27152-42245-113784-3803-6913,4617-35928-1595-6969-15046-10130-6469-3586,2617-15621-2341-7148-14577-6744-2633-4494,478-6937-1061-3984-3215-3263-377-2035,756-7479-662-3998-1589-1438-1208-830,difficult,yes
694396-261439-35197-285792-11914-33610-117418-54015,61841-46489-47679-24906-61526-7969-21424-63897,4092-1016-6393-1865-34647-5319-962-5426,1182-2844-5191-2774-9972-6714-421-11144,4629-2008-9326-2577-16154-12750-335-15546,3557-1098-9045-1404-6403-6862-985-6423,1216-448-6200-2771-7811-4380-228-5254,925-638-7092-808-3229-2994-268-5710,easy,yes
158752-941774-10216-55720-7372-214221-12624-255104,20265-24577-43336-34295-6164-32225-13792-66054,816-4373-19786-9984-840-9557-963-11234,3368-18641-2879-13429-1819-3901-1044-4821,4009-11019-4990-11814-2482-4837-2328-5351,3084-14527-19405-11507-1717-3281-1691-2052,862-2138-4886-2920-1329-1390-1380-1787,453-2134-2175-2107-1020-1405-808-1395,difficult,yes
