delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
18641-635145-171221-8005-127774-9122-9506-14608,11921-37174-25677-13100-131068-7275-17823-5027,8431-39161-6068-3205-24832-12529-4407-13957,12370-14497-3423-13305-9333-17943-6732-5362,15702-3415-1619-7463-10357-3541-6970-8425,47911-7275-5646-13764-24877-38813-16212-30397,17095-5269-730-31146-14977-9437-7864-12126,10077-1588-1933-7006-9328-6852-14507-11787,easy,no
23901-24259-595176-252780-415437-58273-116625-769129,14237-3450-413355-27907-310326-20982-37379-108867,3755-270-164051-1016-20865-29777-733-87102,7111-2559-88217-2809-10576-17798-1043-95142,30861-1282-33147-1816-6006-8973-1204-28542,59583-6785-107519-3090-9964-59712-4167-64003,14031-2206-24045-926-6953-7316-1449-29450,27990-2017-25564-1026-3920-14886-853-11390,easy,no
413833-8890-190733-4728-2483-4566-3784-2298,58423-8383-54978-3313-7130-7237-7578-9576,764-3025-5854-1405-4280-1545-2224-3997,6206-5180-6043-852-2854-5352-1291-9743,5933-5986-6295-414-3083-6722-6181-3808,16297-58338-10481-14776-95924-17582-18529-25341,1611-5291-1364-2119-14343-13410-9935-17109,2107-5709-1903-3229-7487-10606-10724-5469,difficult,no
5402-69968-881-30148-1030-6819-20124-43291,6186-9990-7503-8967-9317-7509-8896-65545,10276-8609-3207-2102-1090-9445-2488-13462,16588-5837-842-1615-17565-1264-1938-1210,15761-2963-2453-1541-1033-6395-2491-5461,13319-8335-13566-7922-63766-34500-12167-33927,10176-1457-1776-1331-4180-6764-1298-10300,4697-3341-2725-1391-5775-2013-602-7220,difficult,no
6651-48065-1716-116444-7728-2305-2169-1131333,12448-34697-14863-10064-20528-10870-7904-210524,16573-33415-6126-1281-15066-9680-13781-7183,14190-15267-13336-1176-2675-8021-6110-30441,7797-13364-5071-1825-1232-2338-10428-28483,20038-47871-23412-10566-37697-16424-19680-18353,5504-13525-31801-1894-5777-4999-12020-8790,2808-5701-8981-2164-7191-4255-2366-7886,easy,no
103678-166836-10745-363403-35083-1324-8523-13715,10271-98489-7074-18261-19323-1908-16463-3319,3214-10529-3608-13520-2293-1453-37618-18033,275-4305-4176-12323-4377-4759-7681-4535,2268-3749-8376-3581-10736-1793-1683-9088,7466-9401-3756-45393-47640-3949-24667-14414,5315-10180-3398-8435-10803-1615-14440-9874,818-2414-2548-5111-11083-1473-7331-19343,easy,yes
4773-1195355-137477-27592-1650702-1650702-21567-5293,26274-178944-32256-8171-87282-87282-19277-4783,11721-18395-9993-13672-3016-3016-7787-1110,5085-7749-1569-5363-11920-11920-10187-2436,4665-23032-2840-6419-8743-8743-2365-2014,14498-18095-9268-64475-17596-17596-52483-3380,19998-12212-2469-15300-6915-6915-9224-2445,9085-13876-1362-12431-6546-6546-7005-1380,easy,no
499669-67652-2012336-63679-8096-4480-10203-23704,21995-61915-256760-35333-29404-11252-7729-7754,2379-4641-33470-23261-14231-2899-5709-4797,6088-8509-9615-7953-12166-13611-14906-4042,4305-6879-16793-5573-5092-6999-13518-1521,9950-2999-52698-47526-38489-22382-34804-6856,2484-2998-8513-3806-15021-5231-13799-2653,1897-2692-8375-20285-4259-3800-5178-1535,difficult,no
967096-2738293-253522-3974-6549-17750-70126-37583,294616-209622-26365-9929-7357-22962-14549-19544,87012-33258-6617-2037-2901-4959-7910-952,14996-19495-2088-8402-1341-12868-15263-9454,57418-24874-8364-8158-5660-6601-1686-6975,27823-26912-53733-25591-84291-42493-4041-16146,26033-14629-6371-7059-8480-9694-1920-9052,8339-14791-7721-5800-11264-7299-3394-6728,difficult,no
75748-240287-106665-702889-4792-62442-17533-10328,9387-13172-91506-146918-5668-138413-17508-6361,4390-3652-13449-9833-6149-11850-16079-6026,7258-4979-23100-53215-13559-40115-12364-6134,3232-3185-15205-8567-5726-16425-19208-12517,5934-1627-20507-58248-50071-21656-36424-27415,2332-1042-28911-16348-13851-17150-18795-18427,3332-462-7009-7192-13145-7179-3561-9342,difficult,no
7541-49315-25358-101900-4083-5835-16367-382924,9923-13792-25727-90769-11125-17157-16566-57348,10493-3700-7723-16743-6565-7518-14304-5901,4080-4086-5150-27314-5944-1833-10579-22143,11814-3613-15071-9978-2760-6083-2432-10505,41195-9882-45791-38720-59509-27654-12955-30380,14658-2462-11349-9612-12625-22520-13321-7086,5476-1816-5776-11115-7178-11352-8066-3887,difficult,yes
