delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
97616-374209-301847-15613-73018-25929-21387-2315142,39582-85880-41409-23846-26422-13599-39887-80095,9714-16989-16484-4544-11326-1365-10874-12097,8645-15963-20186-16221-2209-2722-9306-4768,10669-15571-6238-20498-3350-2815-6797-16000,6554-30807-22480-11240-5646-1697-9336-2734,3041-21415-8437-13893-2501-1280-5677-5317,1189-12662-11019-13850-1389-1467-7142-4931,difficult,yes
75996-238498-499863-4955-93868-7604-26067-713310,12068-66998-17506-5201-10837-13115-8373-60124,7129-41173-9636-1277-5615-2678-8743-4045,652-35578-8275-885-2132-1360-15924-40653,1918-20143-8548-2402-1348-3750-9220-20246,2893-11203-13659-4158-2773-3892-9391-12689,2235-12517-8034-2323-1656-2562-3717-5125,3460-7069-6321-1982-1458-1983-4491-6395,difficult,no
89394-7000-13892-79627-62371-23223-139664-33517,17511-8400-27413-28347-58837-24457-6255-16442,3559-2984-4851-3183-3315-6388-3847-2544,2358-15576-3078-21589-3906-17658-891-1317,4184-16410-4380-12386-3118-4869-1876-1791,4792-20068-4175-16470-10533-9821-5706-2992,958-16725-2201-8382-3537-2045-839-1349,837-6815-1149-3736-5627-3750-1997-1816,difficult,no
977-1997094-9488-7227-160675-523241-10126-77712,5560-62021-643-3740-12276-166797-7186-13006,9858-52253-3527-4291-1850-98601-17668-2002,5236-29478-1845-4406-4137-13857-15003-2812,3460-20826-1935-3608-2755-28426-3545-3308,10567-22508-3036-6832-6973-18980-12128-3949,8409-41443-1404-6714-2328-5662-3016-1043,5310-14645-1245-3323-1041-8770-4642-1289,difficult,no
134442-370724-1226450-1564237-373474-511203-1307602-638141,3166-80932-5899-27425-17468-185773-93969-48767,3444-9909-9972-3488-7952-15780-53957-21182,987-38044-8195-5506-8117-43482-34618-23653,2276-25278-4568-6338-7685-25244-19893-10739,4674-11969-780-4492-3217-7257-21319-15972,1444-7626-2186-1621-638-9285-5766-5226,607-4560-287-1115-605-2950-5704-5078,difficult,yes
146338-2198958-137859-135024-310664-320216-10737-18328,8993-352649-29665-54677-53918-42816-10088-10803,4102-178042-3323-10964-17955-8921-18527-17217,5233-91887-2427-9824-6271-19598-775-6700,8054-38365-3198-4367-6082-12610-4416-5179,4025-29325-1358-15717-2585-15513-8877-12022,1100-16998-1170-8836-1080-6625-3883-13222,1085-13010-1659-4310-1241-3061-2496-5325,easy,yes
152212-16216-7244-1876-2599-21423-26277-14158,6344-11123-8569-6750-11318-1999-8510-1235,2733-8030-5691-1798-6336-2111-13235-11542,1010-4848-4697-15806-9994-18966-5936-3433,1189-3918-3204-4564-22212-5066-6345-6767,1908-5190-9949-6495-13409-17905-6981-12399,1359-5544-6586-4024-3324-1953-3046-8043,1640-3775-2493-2216-3653-3073-1474-2080,easy,no
237331-65523-33397-7795-1778-14858-2184-6984,88157-10018-15405-9173-6737-12329-10579-7077,11540-871-6807-13282-13517-5368-15598-2883,9278-14571-12812-11963-6422-2503-2577-3566,8337-2537-23826-7507-6431-6852-933-4901,3394-3507-15000-17750-6954-4791-20638-13147,2041-1864-10400-6055-2236-8347-3580-4067,1324-2504-7224-4417-2841-2820-2332-1982,difficult,yes
15300-1053-26203-1394948-21733-56363-329562-10252,19696-9163-9144-245186-6374-33463-35569-11739,8694-3746-4125-16078-5173-6947-3036-25892,10805-3097-4909-30784-5096-6011-5411-3160,6342-8333-2858-27439-5931-7593-3249-5309,13588-8917-3198-9443-11589-10861-2615-12876,5995-11261-1818-4142-5491-5708-2978-3447,4434-5001-1432-2944-4701-3530-888-7817,easy,yes
8273-44092-8388-17324-3444-17530-1706201-32759,10259-47913-6484-19447-8715-28506-147991-19667,1989-13750-627-15105-5006-16089-19226-5891,6930-24359-3700-18296-935-26009-35615-4210,10627-12041-1654-68325-1805-17407-6704-1188,7800-13053-9248-7062-2315-16193-10822-3190,8752-8220-5555-5643-1290-3675-5522-1802,4961-7927-4642-3933-831-5016-4533-1042,difficult,no
