delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
89098-35456-101729-342851-58060-395888-88074-180259,23752-37973-42752-79338-42086-77768-21526-62103,6800-8816-12700-79844-16746-24694-25051-11193,1014-6109-7772-41119-12710-25722-7349-2221,2494-11490-6394-56897-10774-6793-11584-1202,796-11180-8979-17020-12288-9113-7755-1054,409-9586-8239-12197-6687-3993-7241-438,220-6215-3793-7581-3134-8682-8149-256,difficult,yes
795702-167617-64282-78463-93695-119843-312122-395610,83138-103744-104894-8083-23151-14906-58808-507447,123058-22244-21360-42474-102689-14003-40827-4931,42061-74779-59896-30489-46259-54494-8456-20026,16584-29393-13457-1778-5906-22962-15854-19258,11367-17650-8303-3888-13007-7089-6238-30209,2482-12258-4988-2543-3846-7774-6042-7302,2745-16855-7608-1132-4056-6780-3411-4405,easy,yes
225039-499395-227164-26722-391874-25693-310234-123806,292657-28539-64286-54880-68582-32272-295391-3703,31551-5428-57630-12239-99663-37356-63877-1010,33139-171216-76460-59956-59769-40610-37345-1401,6665-5221-32322-15608-15426-4724-13424-975,7088-8782-32641-11424-12492-5372-16237-677,7305-7078-9472-7253-12453-4172-5133-622,4754-5370-11122-4454-3754-4361-3584-255,difficult,no
105097-325945-780888-136796-76428-56749-88442-101966,42108-119923-125332-9159-20516-13939-26802-22249,4419-10884-80187-7745-8437-3309-4207-10625,19468-64982-163963-5518-53066-11363-6980-5264,5996-43648-40227-4435-23143-6085-11990-3036,23475-12868-14218-6012-7094-2675-5811-2485,3015-5301-11719-1476-5468-2993-2805-2561,4691-5924-10477-1871-6978-904-1461-1893,easy,no
538074-268085-240524-91690-107057-411318-207560-418054,96992-11845-26924-51161-8203-11766-338208-88722,21941-4222-13773-1110-563-91169-25370-7259,45661-2232-11322-10916-3431-30131-40367-16222,60644-1135-9414-7538-868-18411-16218-13854,35978-828-3866-5872-403-11873-14631-15127,7551-195-1431-1700-491-5464-6713-8722,8815-341-2651-1882-359-4977-8757-2326,easy,yes
40741-307993-250879-70075-20529-57686-26954-202959,7693-38214-60814-38599-29291-18068-14141-68798,2819-16168-26245-44535-60576-26986-56844-3659,5116-10507-72204-97758-86677-111048-54340-8477,5622-11964-19853-15353-6011-12226-16469-15889,7931-4835-14818-14688-4162-7870-9836-6265,6710-1875-6927-6799-4634-4083-10039-11028,2314-2954-5534-3092-4138-4690-3237-3136,difficult,no
710239-1432791-59918-22320-104141-21128-34287-123724,110961-85009-26746-21146-20858-18983-11558-86915,8879-12987-45752-56532-4116-39247-12778-26079,3434-67963-122661-95507-28402-40595-106184-14702,4813-23824-22569-12244-9562-10243-9158-40682,4120-17503-13427-8172-12197-9687-7424-8572,574-16413-11915-6853-11890-3333-8462-4877,542-7883-15031-6474-9754-3568-4686-3540,difficult,yes
699386-200261-1901561-99339-413460-1470579-17978-136747,32925-549443-159476-14935-14231-72221-77155-221069,16499-87310-44334-1900-9708-48001-3556-8167,7320-174526-13047-979-3387-33274-11047-18886,4268-137449-13906-6599-4259-9988-15089-6844,5568-35206-22142-4403-1681-12689-10227-13595,7890-24558-6769-1315-1526-2089-11145-5099,2401-20716-4755-3755-1145-5848-6829-5483,easy,yes
16039-272942-6441-511880-125264-355118-202325-120631,4130-42379-16634-13549-32274-143547-24142-18111,4750-2695-7600-4436-38392-57386-10192-9545,14187-4364-3327-1262-25231-35556-1219-351,5892-3283-21418-1058-3327-26936-6208-496,11593-1851-6911-1186-12010-8246-1634-2500,13118-971-4880-432-7230-4691-1090-822,4360-989-10783-1486-3858-3647-1596-1166,easy,yes
471699-608439-217059-164271-122431-671500-224914-80390,55223-68898-147795-78324-59962-351708-21562-11587,29483-25836-14330-1502-10112-3263-12044-10918,14294-20469-11284-6414-78269-43047-5086-7700,28515-9660-12305-6796-12686-13075-5808-8679,14372-7603-12446-5508-13293-17231-2981-9052,6768-6819-4721-2850-7058-3205-1343-2978,8117-4119-5718-2349-7338-3206-830-3574,easy,no
