delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
73480-244924-705312-44402-1573522-929173-1078252-434732,11619-68024-176834-26569-333434-337157-618959-89308,14483-37262-3349-14581-57902-51478-23884-34838,10360-22938-7342-4289-31255-20769-16093-13033,14293-10485-36269-3759-20514-51811-10088-22108,36461-10603-37223-11096-28475-38191-88732-46840,20676-9295-21783-9726-23862-21929-55999-48947,19734-7094-19339-6164-24277-27503-17248-18433,difficult,no
931874-1326907-1076365-20306-624658-43660-203419-1327121,1144715-197890-71406-22226-204759-11406-7619-181596,64971-59015-27092-34258-13871-3602-29529-32885,30459-17365-10960-42967-5756-902-6446-19605,87305-43931-5139-68967-15440-563-6314-26503,40531-73655-16953-53145-54298-4180-9648-13592,43059-17213-5601-13468-13611-1046-2312-6793,15996-18059-10108-12236-9491-774-2510-6225,easy,no
860412-359666-241582-188919-216326-165171-380174-297347,316224-74971-104395-29396-78538-48043-90451-356639,7642-82278-5693-20120-20401-16074-24577-18838,58074-12267-5827-2824-11775-9963-3007-21940,18902-5578-16480-3158-6943-488-3857-11707,56966-14578-20543-13960-10000-17681-12255-15916,43610-5276-15531-7507-16866-11158-6150-4290,42761-3056-5721-7224-5886-3467-2144-3285,easy,yes
1751889-1283783-1723085-352588-1086079-385373-636887-166246,680136-328151-30932-73022-113542-80666-86737-41029,65380-54547-30461-11380-46203-3765-8877-38713,28365-63899-12361-10109-11201-6302-21109-24446,39380-60314-8926-6505-17012-12108-7026-16477,45639-41506-35319-8896-53509-4634-56915-12074,34569-24643-17481-14479-19153-7141-31947-14142,11210-12639-16945-4448-16919-3433-12073-2668,easy,yes
295749-369306-5355-65063-1517822-451846-88260-88843,34260-134552-4912-28827-174054-218210-38549-20246,10524-3615-1411-10598-72584-45610-11219-16746,1766-35312-10377-4121-2805-10220-1831-2637,2894-17016-5226-7430-22818-37289-2968-1271,20192-33832-22895-6229-51192-38072-3560-2386,3668-13877-29998-7759-27929-38521-6992-1347,3863-10996-15699-4888-11897-12452-2789-689,easy,yes
379813-157966-281625-1891467-319605-658116-30039-99914,89400-162200-56317-208133-72271-43508-45130-14983,13326-25706-5135-82602-82582-9741-14781-1199,9289-20775-9795-33363-12072-4124-16326-1688,6621-7045-4625-19917-9423-4316-24658-711,13901-37650-6242-27061-7421-14742-23700-2315,8291-45017-5034-9167-6668-8670-28712-1865,3116-16578-3072-9591-2893-3044-13477-617,easy,yes
924915-199465-115077-140189-80654-397571-1997459-980004,345228-24484-14919-28147-28448-59927-221733-641621,9207-15468-4019-5298-17444-37987-48256-108855,5482-11091-4555-3784-23574-29590-76667-79568,29774-15745-2637-1961-21936-45512-57782-11188,106032-35479-5609-1251-15456-24619-31150-85100,25428-49941-8935-1197-9190-17550-9974-17420,15797-12515-3279-710-9172-13320-13400-8724,easy,yes
532034-3281271-1192510-167832-315092-470104-1676561-246688,95570-268058-23621-34440-59796-69585-154253-25276,13030-138328-20099-5357-7873-32936-27902-9054,25876-100299-4133-7415-4371-40071-2177-6228,21920-65895-9787-11419-6027-45021-5896-27920,46413-89432-12570-14882-2802-59861-11668-73948,57956-85448-5529-2862-2212-12559-2977-10213,23653-51978-1859-1741-893-14772-2027-17684,difficult,no
157901-291894-214375-5799-193997-60715-344688-65369,54683-18636-15967-19282-17508-25937-60907-73488,4365-8439-10158-17175-970-18517-3709-16519,2687-3128-2046-6646-968-5671-8664-1593,3707-9469-5946-24016-6707-7611-14896-10567,13708-9149-12157-41833-6537-7343-39049-2915,5404-7945-10581-21432-4637-12191-14368-553,3002-5056-2478-6758-2408-3136-14752-859,difficult,no
284241-13084-35300-832315-477883-289023-328927-28448,55626-10479-9085-370520-74524-25736-30764-12468,22044-26249-5230-75271-14537-17144-25592-8307,4974-8660-11467-6906-37071-9285-13935-13841,13227-6376-3509-11104-26951-3640-5684-15971,65078-44447-14504-69024-38212-5757-8475-103551,7409-28263-10309-48557-25287-1456-5965-37608,11171-11895-2051-14817-11779-1242-3642-22341,easy,yes
