delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
775891-99518-31965-273898-84254-2253772-1767539-2557399,259277-12165-18128-72724-27166-1448097-111489-435577,19090-2269-1550-13060-29996-159036-45477-189692,3548-7607-2349-42350-18762-140391-18448-186852,33938-2875-6172-31923-16675-88423-10232-348419,26962-3694-1961-11344-7529-49158-11874-165414,20062-3136-2971-12099-3435-38935-3624-96532,6870-1121-1095-7911-1600-21871-2371-37884,easy,no
583789-1673770-708975-587059-188428-348938-41701-817414,77291-131015-80254-32789-2300-116766-3429-46830,33644-54153-8597-7473-1880-7321-2481-16570,12352-19829-43786-4175-2619-3228-514-8522,11866-72404-11361-3057-1868-3375-1878-4857,15321-30255-25189-2275-1876-1831-1933-6393,1993-17849-10414-1076-806-1204-1042-4653,924-13375-10169-652-323-808-814-1505,easy,no
415325-1017262-2254718-506957-439422-603111-232788-523199,440606-122614-290052-93077-235317-151701-117373-60619,33943-7884-11368-62356-34896-161288-6591-19557,77672-10061-13899-30153-17446-105246-6879-12148,77119-29608-49631-9251-26327-46371-3847-7709,27963-15320-27998-25466-10326-25007-8016-2499,4215-15376-30171-47354-5566-5232-2167-2358,3689-9883-14265-18354-3096-10091-1335-656,easy,yes
476086-1130245-513334-847064-180541-487920-847948-598428,332955-194289-376860-68901-45609-103654-130262-86750,158624-79295-48150-26092-13536-7752-27929-15991,84548-42004-104006-89324-8347-21944-62712-15185,90306-140308-130573-34047-5591-10377-24822-33339,35246-101194-31518-13426-2784-20317-11946-10272,32519-19394-11786-8784-3125-5124-8424-7874,10024-6502-22570-4918-1516-6792-2751-4983,easy,yes
39976-468255-133548-205516-758800-106464-1814334-263746,32062-42083-28527-45972-15121-66813-195157-246491,3772-7726-14482-16266-4374-34637-29725-4071,2988-10107-2539-14546-5654-9500-25574-56096,1475-7565-11787-9954-8962-4837-34050-50660,2020-10960-8070-8184-2825-5103-34796-23924,834-3425-4604-3017-3658-3288-27257-7765,393-3404-1148-1194-1256-2292-5714-6398,easy,no
928708-1747753-1739292-1767176-1978246-1422745-152580-324204,192998-177421-1272618-266619-272134-138977-44620-250033,48733-16584-117585-100519-23279-2182-13100-19228,64277-55493-119128-107824-31701-10742-10245-35571,74196-77659-140664-27984-70062-17298-11876-12031,47921-33794-62032-40993-64153-8973-3332-9307,10505-23291-36840-14568-20213-5680-664-4655,2712-18891-22081-10545-5960-1361-1133-5022,easy,yes
348036-188744-86763-609799-79979-62706-932718-281340,19157-49227-28902-74593-51668-46657-165428-31568,3894-8001-2816-18363-18268-17578-19676-11151,8862-4539-9518-19738-10053-48961-4302-7413,7335-4123-2001-5285-4279-16399-13464-14081,2997-5812-2019-21974-4192-12365-7912-7193,1631-3050-1470-3701-1309-3782-2486-3068,1944-5408-1216-6191-1036-5184-2841-5322,easy,no
99241-129358-1859744-616699-283440-722897-964500-46504,50364-36917-209502-146371-77409-26171-97906-15038,4208-14510-63522-22701-21753-14589-19715-6259,12345-5591-29334-23531-25490-15054-16719-764,6965-8270-33545-21807-9597-6593-17918-3220,4049-5346-23174-8495-6615-6469-5106-1209,3012-698-22326-10144-2711-3631-2246-621,1393-865-15144-3630-1430-2249-1768-1343,easy,yes
98952-1149314-77943-727927-1489702-69078-121651-267473,8594-92241-22048-58685-444909-38454-19376-676537,14794-82913-31717-78440-79209-41832-7462-47201,6463-32389-36381-7335-73701-8170-12970-43356,6376-27107-32030-12028-45817-14381-4581-14147,2356-10505-21148-28599-52604-16310-2335-6015,2553-7357-9107-5717-34326-13531-1283-10496,1399-20239-6412-4846-5964-3455-708-5455,difficult,no
1215683-287781-210562-542454-1641930-501054-715603-2217958,127444-82434-148976-142238-480248-14202-84088-158886,66609-10397-16417-12600-36674-11234-8252-21123,125390-5510-15241-99581-47467-39941-9977-50283,51173-22636-6027-97653-38402-14200-10508-13157,26053-11662-3990-11219-32339-5525-3672-37228,24208-4625-4141-12631-19015-3154-2162-7638,18465-2502-2562-9671-8030-1915-1855-8896,difficult,yes
