delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
5007-318282-7772-62147-23602-5578-7016-18350,2253-143524-44245-47918-19217-6618-5300-4393,2536-15231-2030-15595-5349-2878-4797-4292,1389-58802-11394-18220-8199-6821-15620-15500,4424-20308-8687-11526-9721-5512-4113-13231,11328-10246-6990-12642-17806-8931-8465-14606,6832-4451-3780-4287-3503-3791-8410-6343,2574-3014-9867-5185-6082-4658-1530-2652,easy,yes
160175-13391-245865-17286-17559-21196-255602-610533,34419-12491-17839-16792-8359-4813-71889-11001,9872-7341-2062-635-2244-4352-456-3417,14221-38724-2784-5457-55376-14280-3270-3515,12278-27264-2692-13654-2551-10580-2198-1922,8891-8887-4601-9266-16337-4517-2500-2217,6840-7377-2980-3491-4218-2168-3389-4361,4902-6318-1739-5525-4396-1291-1378-1801,easy,yes
20161-77123-211437-5114-3445-25475-10465-5481,23546-61752-23002-3273-6652-85473-6874-12344,1192-5198-2569-1014-11172-2955-2619-3469,19608-16497-28631-5236-6126-7646-11088-9205,8583-12227-19222-2817-5557-4261-3985-5617,8322-7844-20171-1931-4434-2299-7565-4733,4226-6144-7424-1095-3013-1018-1218-1980,4059-4518-3632-689-4755-398-3046-2567,easy,yes
425833-6802-513723-128982-15573-3407-170617-8030,731202-15588-133160-223056-17041-5656-25178-5085,226110-3002-64068-32876-7925-3562-3021-2982,175052-2739-20515-38092-3306-8694-5143-2842,129767-2954-17431-8076-5609-20002-2393-9227,45208-3353-18060-8854-2697-10275-2188-9240,37647-1950-16586-3727-3693-2388-1858-2613,143586-790-10281-3039-1405-1990-742-1879,difficult,no
951282-1537834-68234-115484-8634-13937-107295-54903,256668-240909-6151-56559-13189-11337-32659-42534,113982-89179-1682-15601-4413-3082-5518-4106,48065-12202-1074-6392-9874-8760-1085-4064,40608-4877-499-5415-5842-2484-10570-1972,17674-7809-782-1526-7401-8442-6179-4580,10159-5608-185-278-1687-6186-2460-1399,6008-5384-170-525-1440-3349-2419-983,easy,yes
27381-38300-395432-33458-10132-23055-143777-53932,103283-27303-139203-63406-6434-13940-15754-114548,36512-6577-32680-15220-1600-5135-5751-11341,23119-30492-49403-10488-4338-8421-5599-9519,20998-16868-18093-6466-580-8156-1538-17173,9032-7936-14091-2512-1320-11944-1088-10400,3997-4202-14185-3713-942-8923-587-1595,2852-4262-19332-1769-1284-1495-393-2539,easy,yes
197406-68488-11615-117825-52758-5492-18638-102072,38120-84892-11641-23909-71441-2911-9471-28502,2856-5460-8623-7770-16488-4657-7617-16095,5143-3871-11559-2797-5090-7160-41626-2173,1260-1508-4471-2383-5015-1245-27619-3330,3044-2338-18343-2792-14599-1595-6999-1936,1562-601-3872-727-3662-717-3895-813,655-364-2562-1873-6674-700-2300-686,easy,no
36890-610913-234480-349932-9840-8223-36419-18862,54193-1189354-133935-55749-1834-7687-5694-11145,26310-285983-27848-3762-5538-718-7397-2368,8427-169897-20070-9230-4662-4750-5327-2069,3753-138743-7956-13125-1928-1781-3986-1861,7945-102206-3931-1896-1506-4009-3298-1663,2952-70547-4169-687-360-767-2120-381,3653-30324-5118-945-366-770-3110-826,difficult,no
36851-200267-82576-16564-4287-3819-24306-87776,31777-69145-63339-30451-4389-4760-24266-22452,3952-2745-571-5379-4628-3028-18064-1641,7829-11964-6375-11520-2227-5477-27761-890,2864-6496-2399-6608-1941-8107-5670-1949,5631-4468-2606-1550-7759-2548-4840-1799,1251-3021-540-2388-986-1718-2460-341,981-1654-343-1664-1948-1340-1345-173,difficult,yes
27318-9987-5322-1562123-1574812-1757461-1166747-1374442,16049-3954-4062-1259797-184824-158846-21446-57838,9762-1595-3536-90184-52456-63304-25234-25440,10915-2309-3081-161106-31560-37159-2303-15748,5322-3710-2681-76312-57201-50132-16629-43364,9758-2701-4724-70215-49087-19749-7025-16150,4650-1121-1392-51420-19268-5034-1392-9194,3136-375-1402-24063-5000-1065-454-4888,easy,yes
