delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
-9,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,easy
1,-1,0,0,0,0,0,0,8,-1,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-5,-1,-1,0,0,0,0,0,-10,-1,-1,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
-2,1,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
2,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
-1,-1,0,0,0,0,0,0,-3,-1,0,0,0,0,0,0,easy
4,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,difficult
-6,-1,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
-2,-1,0,0,0,0,0,0,8,1,1,0,0,0,0,0,difficult
0,-1,0,0,0,0,0,0,-5,-1,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
0,-1,0,0,0,0,0,0,-4,-1,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,easy
7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
-5,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
10,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,difficult
-4,-1,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,easy
-5,0,0,0,0,0,0,0,-6,4,0,0,0,0,0,0,difficult
-3,-3,0,0,0,0,0,0,2,-3,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
10,2,1,0,0,0,0,0,7,1,1,0,0,0,0,0,difficult
1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,easy
10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,difficult
-4,-2,0,-1,0,0,0,0,-12,-4,0,-1,0,0,0,0,easy
5,2,1,0,0,0,0,0,11,1,0,0,0,0,0,0,difficult
-6,-1,0,0,0,0,0,0,-5,3,1,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,difficult
1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,easy
-3,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,difficult
2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
-2,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,easy
-2,2,0,0,0,0,0,0,1,4,1,1,0,0,0,0,difficult
-10,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,easy
3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,1,0,0,0,0,0,0,10,2,0,0,0,0,0,0,difficult
1,-1,0,0,0,0,0,0,18,3,0,0,0,0,1,0,easy
0,-2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
12,0,0,2,0,0,0,0,2,-1,0,0,0,0,0,0,easy
2,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,easy
5,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
5,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,easy
0,1,0,0,0,0,1,0,2,-1,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,easy
-8,4,0,0,0,0,0,0,-8,-1,0,0,0,0,0,0,difficult
-4,-1,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,difficult
2,-1,0,0,0,0,0,0,18,-1,1,1,0,0,0,0,easy
2,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,difficult
1,-4,0,0,0,0,0,0,-2,-5,0,0,0,0,0,0,easy
7,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,difficult
3,2,0,0,0,0,0,0,15,2,0,0,0,0,0,0,easy
6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,difficult
