delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
284039,96773,12188,18856,4816,6043,3694,3954,229040,-11896,24666,11392,11217,4249,-1312,-2498,-52101,-51760,-5723,-17308,-2682,-348,-2673,-2693,easy
964441,85690,53690,64764,22582,29540,46953,24513,1010697,170844,-42153,-24656,-14764,38956,-1911,3360,-872738,-69537,-50910,-63411,-20734,-25714,-42704,-23282,difficult
414190,42821,20815,6560,9983,6889,10810,3762,459909,-21223,-8919,2361,7366,7313,-9381,-1231,3335177,405818,60580,15082,51105,20073,661,1346,easy
678701,415145,31449,53765,29122,24331,19166,11752,50499,-341459,-16961,-47835,-18660,-7723,-2838,-6138,-544294,-318492,-19007,-49233,-26234,-22295,-14415,-9898,difficult
778004,122346,28882,40255,19872,17083,15124,4769,-457162,-115453,-23985,-36943,-13253,-16363,-12950,-3469,91830,-49414,-2572,-32276,-2824,-5064,16577,-1350,easy
592245,92759,8442,16669,15497,25320,53736,11277,-365721,112203,25018,-2912,24720,4477,-26819,7427,-404708,-71908,13296,-7024,-3627,-10471,63560,1413,difficult
151714,24143,27553,12202,13815,10125,6306,2671,66076,-1772,-20420,-8380,-11485,-7565,-3080,502,1328204,71021,-7529,18833,29003,47637,12444,6304,easy
1133282,437279,28535,20864,17520,25315,28867,18804,70697,-254424,-10872,-10468,-12546,-19238,-20690,-11728,-941235,-422955,-19942,-18626,-16680,-23549,-21961,-17327,difficult
725318,99170,8319,11447,12725,16444,24183,11078,-672873,-53407,-4095,-10612,-6306,-9425,-17287,-8764,-499087,140092,117309,20292,30767,8114,11058,-3303,easy
629675,536646,29841,28304,18915,43099,17777,19304,272696,-330342,460,-13112,-8549,-36991,-13253,-13716,-64972,-494751,-10396,-751,-5541,-586,-1194,-11247,difficult
555580,133253,23817,19242,18791,14203,24203,7473,-427137,-114343,-20374,-15684,-15859,-10356,-21566,-4291,-427137,-114343,-20374,-15684,-15859,-10356,-21566,-4291,easy
1102761,157583,29915,40000,18675,39212,32447,14389,-656961,-90280,-4229,-34888,-16034,-7987,-12040,-10553,-793736,-111640,-22827,-30454,-5569,-32239,-25031,-9530,difficult
226311,48316,13465,8086,12255,10729,15119,6314,-198506,-39014,-991,9128,12026,16622,11141,5458,-19290,-22864,45030,-3420,3601,124,-3007,2597,easy
65256,50596,8599,5626,8746,25547,6351,7751,142969,-29287,7244,1537,-7368,-23487,-5930,-7325,142969,-29287,7244,1537,-7368,-23487,-5930,-7325,difficult
187169,32646,14320,7470,9174,5986,5853,1593,1204476,110575,5479,9764,8835,3635,11819,3716,167321,46017,-4510,8449,-259,11175,39578,9480,easy
325572,34920,45478,19747,12094,5602,8322,4604,-236191,-11146,-31777,-6274,-5740,-1719,-5317,-2993,1200221,39876,-28919,18177,-7346,188,-2021,-682,difficult
884064,112878,43423,7543,8722,7119,9551,3590,-777681,-90741,-42235,973,-6963,-6029,-6455,-2809,-777681,-90741,-42235,973,-6963,-6029,-6455,-2809,easy
212453,28684,32220,8404,4130,3196,2421,2468,1331578,154113,95795,16617,33226,15071,1788,4092,-149140,27489,-1434,2456,3668,4336,-393,-599,difficult
612443,105857,32634,8062,6458,5940,9166,2646,-517877,-93061,-30743,-6849,-5049,-5140,-7194,-1939,1239743,222855,196249,38761,29031,15751,57130,9371,easy
1574134,370695,81503,10893,16092,27419,57930,20120,-1524408,-352690,-69397,-9585,-14435,-15938,-49410,-18130,-1469793,-360475,-80192,-8131,-15268,-20473,-54538,-18070,difficult
404523,93739,25768,9175,10950,17907,27274,7751,-266522,-54185,-18039,-7592,-8377,-3134,-18322,-4760,-266522,-54185,-18039,-7592,-8377,-3134,-18322,-4760,easy
741268,183870,41725,26612,7006,79636,47272,22706,-597295,-94743,-35049,-23536,-4581,-69509,-41174,-5091,-572613,-48201,-8580,-1521,13341,-21745,399,-9639,difficult
372675,39553,6682,5545,7256,23163,25933,12174,-109589,19334,39257,3074,-1092,-10497,-16390,3056,1586370,275357,13193,35869,37822,24086,14267,-893,easy
711060,133231,19212,10435,5876,21730,24106,15987,231077,142367,-3137,4090,-1318,30715,36743,27597,-632883,-94187,-12674,-3950,-5017,-19497,-22076,-13787,difficult
302456,52632,11691,6874,4515,6592,11248,2472,-212330,-8234,13630,1944,-237,4440,1027,2442,1127390,160716,-2301,5343,37997,16704,28125,11531,easy
442301,83989,27999,6095,9728,5618,8964,5080,-155238,-53097,-24934,-2070,-8162,-3981,-6439,-3906,-126573,10891,-19442,11487,15229,6975,87868,9099,difficult
204240,29580,7492,10842,6458,11300,19960,7273,140664,120838,20794,-2317,22905,17159,12840,22189,-39613,2251,2269,-5744,1465,-5210,-5499,-3745,easy
406449,214165,18468,6525,8287,17512,22185,4506,-13485,-136871,7759,-1956,6703,-10519,-14406,-1459,-290581,-207696,-17817,-2853,-4851,-14871,-20640,-3884,difficult
327624,89885,12168,27612,19031,30586,30165,13757,785717,181635,39712,-3484,8397,17660,10571,9433,785717,181635,39712,-3484,8397,17660,10571,9433,easy
621452,95332,51259,4785,14217,10436,12102,6581,-509781,-73844,-44444,-1970,-12133,3798,-2227,-4734,-557302,-82189,-47873,-3418,-13654,-7348,-8352,-4196,difficult
392683,83147,22175,8185,5416,14906,11607,6568,-196162,-14087,-14865,-2802,845,4232,4622,-2300,-113565,-11371,2157,-5969,147,-4150,-3854,-3216,easy
1787388,297699,41489,70342,18729,26168,24652,12255,-1725322,-294299,-33840,-65321,-17404,-24129,-21428,-11142,-1725322,-294299,-33840,-65321,-17404,-24129,-21428,-11142,difficult
1215853,408002,38999,40414,28653,34173,47661,34627,-736074,-344653,-1531,-17176,-14779,-26694,-37983,-25839,-602998,-311508,-33556,13633,-13952,-6852,-39470,-5754,easy
325944,51746,23679,15180,5254,4783,5577,2626,-250727,55926,-5247,-8901,-4011,-357,1826,-1741,-158043,12777,-21145,-2104,-1399,2812,-964,467,difficult
1358975,142274,15416,14564,16034,36685,49646,30965,504082,1672847,9209,38967,8550,14646,13483,-16201,-1289344,-134261,-10989,-10656,-11863,-35183,-45864,-28244,easy
219616,15929,8422,21721,7188,16081,14582,5218,-196639,-5762,4757,32533,5364,18894,16738,2644,728884,87722,4642,-12665,2073,-200,60838,8959,difficult
1058261,467433,36486,31275,32275,52814,41329,18881,-391671,-435896,-35714,-24668,-26535,-49185,-37461,-17705,-352290,-337367,-23261,-23910,-20714,-24494,-30069,-8996,easy
1003206,93297,26552,24903,10264,29074,14960,16091,127335,268017,3599,-10065,-7189,-13458,-7110,-10683,-320941,162412,6827,-16840,13358,32400,5687,3406,difficult
1978705,907530,82492,24200,36212,67134,31429,23876,-1875690,-882883,-81630,-22150,-35833,-64314,-23077,-22972,-1814559,-845613,-67890,-20758,-28556,-54281,-21643,-19564,easy
175049,40914,3132,17469,11087,20923,32529,6125,87708,-24425,-2117,-11283,-2937,-16731,-18584,-2411,-132246,-26700,1815,-14660,-2716,-11668,-18855,-2813,difficult
196445,78371,13688,9458,14172,15441,54469,9402,2466961,569414,59469,86939,5095,57546,-1929,13555,1690704,125572,14515,28463,51101,39215,-25342,13167,easy
231359,107494,26861,8449,10641,6252,24322,3502,123967,-51707,-2138,11678,375,-1650,-16542,-2420,4244,-48021,-20998,-5837,-8387,3058,-19647,-2007,difficult
947119,180233,36285,25691,12344,35154,29086,13667,63882,-97715,-18746,-21703,-7022,1890,-10077,-7847,63882,-97715,-18746,-21703,-7022,1890,-10077,-7847,easy
