delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
4,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
3,3,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,difficult
-7,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,easy
3,-2,0,1,0,1,0,0,-6,-3,0,0,0,0,0,0,difficult
-8,-2,0,0,0,0,0,0,-6,-2,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,easy
-5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,difficult
9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,easy
5,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,difficult
-7,-1,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,easy
-2,3,0,0,0,0,0,0,6,1,0,0,0,0,0,0,difficult
-5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,easy
-8,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,difficult
1,-3,0,0,0,0,0,0,-2,-4,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,12,2,1,4,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
-9,-3,-1,-2,0,0,0,0,-10,-3,-1,-2,0,0,0,0,easy
-6,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,-1,0,0,2,0,1,0,0,easy
4,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,difficult
-4,-1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,difficult
0,7,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-7,0,0,0,0,0,0,0,-6,1,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,easy
-3,-5,-1,0,0,0,0,0,1,-4,0,0,0,0,0,0,difficult
-7,1,1,0,0,0,0,0,-7,0,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,difficult
-5,-5,0,0,0,0,0,0,-5,-5,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
1,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
4,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
-5,1,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,easy
-2,-1,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,difficult
4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,14,6,1,2,0,0,0,0,difficult
1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
2,4,0,0,0,0,0,0,-4,-1,0,0,0,0,0,0,difficult
-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,difficult
-3,-2,0,0,0,0,0,0,-5,-2,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
-7,-1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,difficult
-6,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,easy
-3,-1,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,difficult
9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
3,-3,0,0,0,0,0,0,2,-3,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-6,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,difficult
1,-3,0,0,0,0,0,0,19,9,0,2,1,0,0,0,easy
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
