delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
212900,93387,22795,11691,12609,10659,8698,3114,579917,23584,-14924,35482,5648,-2103,655,-278,703490,17102,-19099,-3037,-3402,-4754,-5879,1100,easy
858279,240123,41768,24658,18168,16049,13325,12518,-752770,-214979,-28355,-10059,3856,-9561,-7375,-9525,-778715,-217111,-32793,-22945,-16171,-12827,-11521,-10900,difficult
128161,56052,23799,8001,9915,8674,4185,3552,380774,-2549,-15259,-3670,-3700,-2898,324,1054,-35534,-43921,-22295,-4872,-8380,-8079,-3443,-3138,easy
864882,74060,29230,22627,20035,15110,5492,4780,-775773,-28449,-13113,-13893,-12066,-13559,-2293,-3520,-415471,-48235,-17669,-19223,-17901,-12211,-2231,3081,difficult
800640,177063,73377,13965,26206,12903,10517,6685,728254,-138169,-65191,-9508,-20853,-5470,-3072,2112,-612066,-120408,-61222,-6349,-18431,-4367,-3375,-942,easy
226067,12296,8596,6443,5593,6702,4505,2120,1162107,66019,7480,1320,870,328,988,2090,1495963,114396,15070,-1701,-2643,2451,671,2116,difficult
156050,18875,22341,9135,5919,4295,4580,1305,552559,70778,-15776,-6071,1044,-78,-2204,-296,509492,71801,-11693,-889,-3945,-2190,-3014,-426,easy
252879,36233,18422,6570,8218,4675,5362,1469,75768,5610,-12408,-513,-4405,-2049,-2704,-791,-217428,-31927,-17270,-6045,-7264,-4014,-4884,-1290,difficult
662479,130782,28987,15587,23966,16646,13325,5471,-360864,41343,-27769,-4661,-15343,-10901,-226,-2573,-554601,-116711,-27655,-6830,-21872,-15414,-12611,-5152,easy
93853,44962,21330,14417,6918,8094,4001,4054,581386,42793,-2664,-9057,2709,-3148,-2549,-2700,-65450,-29262,-20371,-13633,-6341,-7837,-3567,-3843,difficult
335090,81149,15320,17910,16812,28149,14508,16849,112453,16379,57488,82943,-4543,-1901,5951,-9782,500176,-60736,-7609,32410,-14233,-25548,-9482,-14799,easy
231294,60796,13096,10322,17791,9798,3161,4419,361569,81560,12064,13700,-14157,-8721,-2183,-3561,-169547,-53596,-12629,-8343,-16659,-7514,-1088,-3443,difficult
492672,98103,25630,19279,15955,13105,7711,4801,842298,8944,58462,-5729,11449,838,2015,-225,103894,-24847,-11742,-15276,-14760,-8912,-5904,-4082,easy
