delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
4,1,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,difficult
-6,2,2,0,0,0,0,0,-2,1,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,difficult
-9,-1,0,0,0,0,0,0,-14,-1,0,0,0,0,0,0,easy
8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-3,-1,0,0,0,0,0,0,-5,-1,0,0,0,0,0,0,difficult
6,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
-4,-5,0,0,0,-1,0,0,-4,-6,0,0,0,-1,0,0,difficult
-2,-1,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,easy
-8,1,0,1,0,1,0,0,-10,-2,0,0,0,0,0,0,difficult
-7,-1,0,0,0,0,0,0,4,3,0,1,1,0,0,0,easy
5,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,difficult
-8,-1,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
-5,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,difficult
0,-1,0,0,0,0,0,0,5,-1,0,0,0,0,0,0,easy
-8,-2,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,difficult
-8,-4,0,0,0,0,-1,0,-7,-4,0,0,0,0,-1,0,easy
5,1,0,1,1,0,0,0,5,2,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
-4,-1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-3,1,0,0,0,0,0,0,difficult
1,4,1,0,1,1,1,0,-5,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,-4,4,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,difficult
7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,easy
-7,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,difficult
0,-1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,difficult
3,1,0,0,0,0,0,0,16,8,1,1,0,0,0,1,easy
-2,3,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
-6,-3,0,0,0,0,0,0,-4,-3,0,0,0,0,0,0,easy
-6,-4,0,0,-1,-1,0,0,-8,-4,0,0,-1,-1,0,0,difficult
0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,easy
-5,-1,0,0,0,0,0,0,-5,1,0,0,0,0,0,0,difficult
3,-3,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,easy
2,-1,1,0,0,0,0,0,4,-2,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,difficult
-8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,easy
-1,-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,difficult
-1,-1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,easy
-1,-3,0,0,0,0,0,0,-1,-3,0,0,0,0,0,0,difficult
-3,-2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,easy
6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
5,-2,0,0,0,0,0,0,-4,-2,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
7,-1,0,0,0,0,0,0,3,9,1,0,0,0,0,0,easy
-11,-1,0,0,0,0,0,0,-9,-1,0,0,0,0,0,0,difficult
4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
-4,1,1,0,0,0,0,0,-7,-1,0,0,0,0,0,0,difficult
-7,-1,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,difficult
-7,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,easy
4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,difficult
-2,-1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
