delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
771676-944372-1670874-601582-252276-364720-495824-1088564,296587-212723-219308-86698-83876-98074-162953-226342,20968-72174-57850-7384-37726-19547-71705-153840,20321-49194-65758-11051-4688-17680-106111-73153,24659-59255-12337-18803-15124-10694-105883-82329,14939-43406-37920-19425-8212-10471-14500-29920,13573-10033-30118-2132-5446-2686-9607-10435,1786-5165-3858-691-1144-1637-6122-4592,difficult,no
687972-293593-293224-773376-703384-132150-542230-94074,1082330-472736-9470-109612-22649-247370-318883-50890,96417-68877-11436-11642-20236-95574-92584-8780,59265-33503-4727-10233-17913-14253-5916-12074,40099-29478-4005-18046-2899-14730-8487-1418,32825-19529-1831-13827-3592-13551-13227-5387,24557-22661-614-6713-1628-3136-3201-1634,6940-12386-354-2161-1242-1941-2520-1285,easy,no
1847735-1679427-419588-231034-797472-729722-695686-1623508,520242-328181-476187-21801-109791-802478-117842-533173,144400-50916-53209-14388-34642-20921-23518-58896,78695-11492-21129-4505-17921-30890-10230-19859,63811-8653-17223-4822-4805-25965-19766-29843,35688-2876-16816-2023-3668-23984-7599-8586,10461-5288-5445-320-1188-7511-2274-8278,14985-3170-3862-314-4090-8649-995-6554,easy,yes
1510049-1229169-1021166-449664-196101-305547-1808074-69951,77150-124687-324975-51650-39653-218785-612143-64415,14141-17648-36927-8947-11752-18784-88905-10442,10898-76764-17703-17939-1809-81735-50937-3290,5518-22756-28751-4420-1488-10295-31403-3328,6951-12657-12093-3679-1806-4598-18510-958,8375-4877-7459-2051-743-8593-11675-519,3101-7875-6065-1428-1297-1243-6856-1000,difficult,yes
1928336-1955177-607581-1318567-1465827-141335-54282-102756,200781-96499-69326-35132-356603-47353-13803-235295,62390-35613-3594-15650-191612-9645-8074-43193,38413-14888-2947-25449-19758-3677-1611-11725,18528-23114-7626-3850-8513-1583-747-19125,9916-7858-3919-1560-8601-958-1414-14241,6165-3602-1500-2166-8636-697-223-2059,4175-4553-1048-1442-5592-375-568-3425,easy,yes
2005492-160591-543311-104253-2248301-26696-1248834-1568396,6827-115451-62876-89869-427225-10368-69902-48982,8010-5379-32513-12374-145491-934-31423-29225,17558-5818-10701-13881-93428-504-30199-11078,4088-5212-11222-4728-17705-1105-6558-2883,2915-5384-3086-960-17527-434-4413-4156,660-2708-2152-757-11893-484-2378-1734,1203-862-999-499-6261-224-2357-2298,easy,no
837811-897369-1219685-670557-2290370-738143-1710789-1636935,143386-49329-248778-44524-90720-83242-41018-13394,57536-9134-21876-25110-2265-8839-4517-10583,50208-11911-20223-7610-44085-28926-21061-8461,3906-5805-16395-5129-14555-15886-13197-5652,12682-7209-16358-2300-5123-6083-13208-3445,13832-3922-2866-893-2510-2916-6099-936,8943-2566-2326-497-1186-1790-3087-1059,easy,yes
94753-579745-100363-865905-599734-80931-901602-1656234,50157-73478-27798-32310-990522-6597-119749-383863,13789-31239-7191-17483-100171-4471-4130-29336,5506-20121-12554-56458-361213-1178-44444-190569,2173-5814-5011-4447-51807-7329-8050-54324,2040-5513-13008-27262-170347-16496-15126-52189,1368-5241-843-14157-25924-957-29098-130876,743-1137-487-2249-10482-308-1960-28599,easy,yes
508921-1501544-250922-438259-1925738-1674656-1172412-842138,146210-138610-23618-190573-176795-258584-35118-153023,270574-72538-6652-22997-164652-28681-5806-28954,14252-73782-1633-19850-307106-363721-39965-394942,9576-29282-3858-18876-27363-3327-74201-13005,26336-13194-3265-46942-461703-408013-30248-226892,17008-7854-1991-12147-6156-18685-12522-28334,9883-16254-413-4345-12978-17257-5423-24935,easy,yes
1017692-1015588-170571-3082870-36345-11153-1594845-24105,865300-180191-73860-627372-17478-17443-218496-28016,184424-150608-6892-146337-884-3784-21969-7438,59024-34526-10881-402486-8390-1399-160349-10659,52221-13046-4131-332655-36784-10379-28217-2747,36279-5719-3941-230862-58886-12748-309677-24003,29619-7138-3631-158240-3489-365-11954-1054,13520-11201-1482-40968-2563-599-12563-478,difficult,no
2419502-1762630-1520301-212437-2544368-642590-893030-52803,173206-692745-662088-43458-118321-51193-71083-38228,68360-50196-64901-8960-65587-7801-13732-352,29431-95609-251672-16474-199847-27674-36874-2787,22949-58373-52011-4169-45511-5639-8059-24217,13712-92277-64224-9788-393307-28762-23917-69321,12043-112471-239758-2450-23690-13525-42278-3672,4586-6665-10382-617-11800-1092-1566-1089,easy,yes
1587029-1606502-629836-1072883-403860-1605312-288043-596527,326041-470915-107800-73107-55304-165215-49090-88040,127043-61576-78051-2888-6358-56603-16579-12489,75548-83612-29378-82096-32500-82029-39121-26550,78061-44151-23090-3162-10260-33755-16688-13751,23031-15401-25206-28056-48614-75192-25816-68821,29879-30352-14112-2824-1991-40002-17446-3488,5955-6356-21837-5248-3399-4897-1645-2580,easy,yes
804021-411041-775869-323091-321882-763825-6091-13010,172065-26664-17435-16700-26017-23953-5201-6676,30615-19622-5559-12464-4262-9461-6316-7073,11275-14596-5351-1549-7515-13415-3517-3126,31680-5792-4120-2456-2629-2406-4423-12914,25268-4895-2037-3525-34311-3977-16668-10081,4570-2323-1136-3728-6897-6234-8864-6151,13108-939-906-1460-6324-1132-8750-8740,difficult,no
346335-247318-1620225-1394319-353518-165405-366250-115985,59365-58120-183717-88147-132838-13595-25816-14788,5737-30673-47299-61343-15355-4803-8324-5144,3785-11323-77959-42724-77646-4508-42738-11413,2556-7090-33690-33162-6789-5592-22546-3650,4232-6018-22590-28160-82598-6660-13114-26349,4910-4885-24318-34045-6810-4229-42246-768,2574-4132-13333-4335-2079-773-1732-2141,easy,yes
117409-112473-285213-382395-406777-1247009-1012799-2309916,26517-34509-10535-120111-336025-141600-94754-156870,10099-12010-4760-46167-257836-12337-45797-7544,1147-7046-4262-22686-36996-14154-8274-29957,3444-1950-1240-10893-31644-14406-10792-23066,6693-2800-1451-12380-24725-8544-4122-15349,2677-1437-566-4611-18418-5432-1881-10872,2067-775-252-4322-5598-3048-3197-4053,easy,yes
37960-1152393-224758-1050539-34234-39103-7930-326581,110963-35717-23370-156255-10431-13436-3091-157442,15281-23839-20444-91532-2561-5141-4284-26789,14203-14770-5117-25238-4360-6694-9622-3503,4434-8154-4237-21697-811-7515-7634-1707,1827-7933-6821-23069-4717-6191-7722-7985,1036-2063-953-13696-1513-5024-4222-2663,921-2037-3445-21534-1906-1928-1981-2606,difficult,no
790496-1082421-94458-5620-4535-13849-11620-4396,255712-23887-41227-18919-8193-12718-8306-6768,25720-15949-10581-7273-3341-14707-1680-4075,31503-34504-3881-6991-12073-31369-3379-3386,32817-6650-2013-5799-3758-4507-5366-7471,22606-8818-3467-10317-5993-8372-13019-11196,10668-2302-2671-3967-2269-7383-2550-6608,9410-3467-816-3184-1617-3228-5243-2722,difficult,yes
1104323-130102-334712-1598371-868360-795932-1304858-1344947,193645-62670-27491-262432-50080-341982-52110-446775,70454-8617-31556-167120-44468-70499-7941-108360,11570-6271-30646-96144-29357-163787-18805-66361,32320-3438-15949-77505-11243-74628-21223-147839,24521-2777-14607-36146-12092-47879-12277-28836,21411-1168-1571-13530-6385-21212-4366-43487,10918-758-1984-4206-1603-2402-2019-7509,difficult,no
326381-71128-1463848-395478-449538-1341266-1142248-706532,167219-23929-83413-12855-144833-2014953-381113-103300,6161-8162-77622-32354-15979-225215-74692-452,81527-6237-13322-18039-27811-248229-16587-6933,11936-6290-20152-57762-10517-176827-51906-22433,8647-3570-41994-8405-5580-164461-45453-9732,3302-1352-26615-2431-3272-39674-16105-3690,1413-704-7382-1376-3084-15869-11449-1007,easy,yes
1562338-2076783-353645-1077412-2191905-1425965-312634-154700,219418-821761-29812-47628-85356-129659-92037-10811,97171-538688-5263-7177-31078-55887-55126-9858,67325-748510-914-29586-25675-103276-18572-12846,49371-249226-3985-22827-7408-58892-6383-8616,78748-91841-2033-11907-11968-37708-7848-2362,8365-88466-1732-2076-6395-7004-11148-1715,11117-48473-230-1866-860-3744-2358-258,easy,yes
931051-734239-2009309-1454356-627666-655793-2098725-809046,305462-38623-176996-181257-42910-382058-167360-210516,80087-24060-100618-27329-21493-328672-82348-106390,90598-10467-166233-8127-18157-26850-14648-136443,62664-11531-37890-29485-8890-28623-88475-48530,42672-7334-21161-9056-10398-20685-58420-33720,9935-3910-16324-4685-5059-33980-21405-22002,6498-908-11859-1876-1456-5603-7577-11828,easy,yes
2026767-1247487-1490667-484820-2113005-755936-406709-932759,295103-145996-89912-23756-769692-470384-524275-250197,132873-248901-29208-9832-517250-29034-58545-17821,69299-87030-20357-29674-369369-46003-50656-38536,30496-65319-4869-8704-95818-78875-76167-53107,36127-52223-6972-5743-192622-28117-53122-18242,16330-18071-3271-4552-63750-12174-13414-21428,3216-16455-555-559-9683-6885-3991-3794,easy,yes
1005007-615839-64334-733597-568809-645308-442444-1634559,87738-71632-83235-1020532-55541-136615-631592-258949,19234-5530-15713-22749-13889-16354-61683-59844,21836-17332-4410-80687-7871-6585-24288-132967,12005-9431-5082-51690-28112-16877-69095-94240,8180-7122-1278-22089-14158-7301-29725-48690,3260-3569-876-12329-5466-3298-15295-34690,1842-2154-2044-3561-1169-1489-2417-4404,difficult,yes
1434576-2143402-1998498-1818148-88901-10669-91719-11088,164941-97282-106076-274297-16336-5132-93018-11454,519841-42619-16235-21955-2746-2253-15336-6919,240805-40133-8201-27085-2573-16301-18053-2053,96527-19140-9723-10440-680-2854-7756-5785,43724-13236-31356-10437-2912-10498-21128-15630,42203-3697-11760-13316-4457-11033-16815-7908,43006-5505-2495-6113-1738-5463-10906-12726,easy,no
1660172-1057065-2420615-104987-806540-1002692-644110-260362,1344722-23004-107037-6551-58282-76738-302556-7838,1535765-13884-36877-2019-4526-26942-46828-1638,150417-9998-12611-1277-9701-27939-57962-5937,285786-6664-14094-3831-9363-9689-111784-1228,194007-9052-12342-4275-4512-18785-100745-5230,89946-3690-6173-1402-28311-10619-22477-1244,37678-968-2220-372-639-2295-13578-779,easy,no
181969-2568974-2046172-2642079-2642079-2631789-143642-22261,117874-219002-199136-74929-74929-327421-47307-16965,26620-95550-94623-10135-10135-86347-8734-875,7594-105625-29255-22458-22458-85675-8296-666,25515-48926-29149-12573-12573-34779-6611-832,11558-19873-31333-5996-5996-41962-6166-697,4752-14565-36237-2575-2575-11597-1755-629,2473-7321-104415-3994-3994-15374-1997-326,difficult,yes
415197-742084-14871-201531-2087-94351-156550-58091,68613-229193-8210-8349-3285-84602-115207-12783,6841-54377-4622-1379-3489-2946-11841-2445,20980-9171-1387-1233-8849-6181-2990-4475,5052-6226-13242-2650-8450-2710-5368-6155,10559-18688-12062-3402-9289-4674-1931-4914,2182-9164-8157-701-7201-3034-2102-2106,1651-4273-3528-887-3079-1525-1843-547,easy,yes
100642-1232604-128811-69693-42954-909137-1082546-45556,21511-20523-31969-6112-62321-366787-142484-17095,25661-5744-11115-2409-31009-51115-46029-2457,6804-9410-29542-1800-17705-6653-12796-1462,1220-5030-5614-2841-8359-28984-29530-1329,2435-3711-18974-2641-14595-12138-35704-726,844-1563-3354-710-3700-9847-8680-314,725-774-2705-1404-3756-4671-7770-690,easy,yes
615117-153033-148049-1142495-80496-7111-115833-69228,122608-72477-46965-20418-5319-6565-14127-47075,3569-1082-278-2565-1758-17874-9673-16855,9150-9197-5675-12924-932-4223-8732-4096,7564-5474-2827-14928-2257-7835-1611-13771,12428-8162-6652-26881-3114-17819-4698-12695,9158-4383-5715-21137-3146-7590-2683-7857,5543-3159-4349-10122-1846-5786-2628-14321,difficult,no
154142-1050714-489854-354071-98361-4182-9025-1212,24842-231116-51726-42894-5719-4250-17129-6915,26845-97859-17716-2879-9110-2076-567-2034,39265-91237-9922-1241-4125-8777-1930-4835,5942-21765-10218-2473-1524-9470-3270-9137,23620-82155-7207-2019-3111-14996-10906-9891,11164-4768-2471-420-2431-4575-6386-4590,8485-6984-3762-722-1526-5921-5872-6033,difficult,no
