delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
781088-1154226-99264-1378206-1699077-89877-1208921-329615,261897-220571-24058-325258-36343-36950-52767-75580,1045-44810-437-96016-1885-59896-9234-8791,15970-10435-4535-60888-18071-23412-10686-9127,5901-2336-3480-30304-3984-23748-2436-6614,11167-9279-4231-16288-9578-18694-3528-5683,15325-3313-1741-18642-2609-9684-1581-1437,3266-3008-2294-16485-3242-8881-1746-3183,easy,yes
517284-1442709-1201276-105820-1149987-527674-32289-158695,142284-139047-131495-49064-20773-436562-49767-75393,14555-70877-495046-61048-12379-57253-20805-5791,12575-46021-158688-8594-4507-21338-3748-1338,8345-33661-152244-6344-7394-52454-3312-4061,6214-7623-104005-5711-2264-19622-4495-4429,6030-5817-34389-3501-2689-3384-4065-2924,2199-11639-11529-1120-1870-6259-1224-2687,difficult,no
2669732-909290-815136-388109-1286762-294240-1335108-908381,392662-239499-219615-805869-248613-15968-417852-271834,51355-75305-18069-32650-31329-3166-153753-37031,179772-21394-79375-10681-71549-3663-7523-21578,30302-37520-17801-4128-4410-1403-26686-17611,50121-22837-13214-6069-9512-688-34546-8944,6501-10571-19981-2947-3392-892-10089-3781,9288-8941-22925-10041-3115-241-5243-2041,easy,yes
2003742-1031171-118076-1362865-221942-1281873-275822-80652,351674-268819-48912-221635-80662-78543-53456-33176,322105-17661-14166-31235-15195-83048-1151-8861,276951-103659-11132-21661-16868-25926-5863-4881,124441-9714-2054-11101-3273-25561-3529-1082,41191-20991-1909-7586-5192-6395-6645-2788,18939-12465-2252-3845-5397-5601-5146-980,53296-5731-901-6493-3042-1797-3857-524,difficult,yes
1530327-121881-318330-66597-3250-3250-58602-574369,255286-248721-42472-42170-6729-6729-67785-22083,77004-105865-2297-11008-2447-2447-14739-7022,52247-11018-9522-8171-6240-6240-7406-8676,60924-10307-3785-6156-6845-6845-5954-8346,52509-6289-5827-6917-4591-4591-23188-4844,18709-5135-5655-3339-2346-2346-7542-597,10405-3680-1976-1466-1915-1915-8598-2947,easy,yes
329917-151676-1309099-1481130-189521-897186-1767973-62624,69682-17178-44019-97091-27581-62050-92112-18211,15477-1854-35140-12688-2523-1898-27234-2839,5140-2320-36533-10140-3248-9694-15355-1389,18718-1515-7765-4997-1176-5949-5759-792,26510-1888-13226-6109-978-4715-10996-710,13433-727-5475-2312-914-3389-2838-724,5969-306-3121-4790-461-2002-1360-580,difficult,no
526399-835058-1029299-3064579-22464-587909-32188-530308,106491-79155-314732-167514-60869-238746-14332-475362,30467-23405-59138-58763-5594-34585-2030-398451,10638-9579-9025-20477-8022-16935-3922-137773,536-7961-14308-20782-5411-16716-2358-53680,6565-6546-14796-12647-5732-23253-1499-69998,4168-2118-6223-7512-1655-8441-628-26660,4939-1690-15316-9074-3652-4641-472-28315,difficult,yes
808814-659790-239275-1448788-296075-90325-89041-161954,391072-290458-122017-212948-58783-60475-8144-17224,75504-6510-10307-18802-11907-15850-5565-6687,15565-58489-11493-18528-6953-6972-3310-665,8103-36993-7549-6718-3769-4253-1758-4068,17935-16756-9339-8644-5112-6781-1724-2406,9858-14433-3313-3071-3775-2205-749-848,9017-10815-2860-2890-2468-2262-766-761,difficult,no
999046-1317405-226588-1961869-252506-69068-1269202-194844,986493-132458-197941-326508-42836-85794-33601-99438,18170-8262-8061-65009-36440-5389-7358-7707,125482-21034-11272-69258-20736-4508-1561-2460,50521-22653-4619-49933-8749-1170-6102-4085,36371-13729-6249-80502-18608-2686-7966-12879,20118-11515-3623-44886-8571-1464-5935-4243,19208-5326-3027-25779-8617-1177-3985-3891,easy,yes
266731-908760-391300-906940-608369-2831770-99498-123327,6968-93782-106406-182834-214759-145644-37534-20805,1659-10577-3951-34043-9746-138873-5638-1669,5355-8296-19137-7170-5234-32041-8699-2367,738-2243-7710-15170-3020-19557-5355-3405,1173-7238-7239-3921-7321-28529-7883-8591,518-3104-3380-5925-5147-9713-2953-8064,529-2930-7524-6821-2514-20370-4974-1871,easy,yes
