delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
55821-56717-58429-825927-635044-6395-53558-25437,7817-49133-6378-172370-336785-12435-117035-9272,1391-2425-5154-31422-44891-4604-34675-944,173-4343-5265-35016-36349-5417-28691-6018,1220-3611-4745-19867-24839-9158-16615-3147,710-9654-5702-16993-7251-6764-11699-2839,211-2680-3124-10837-4641-4419-6946-1310,138-812-3327-9362-1841-8300-8654-1424,difficult,yes
718175-33281-166730-43082-79979-170855-97114-6107,55690-25351-33370-17058-62422-28026-7144-11703,38901-6189-10316-16209-8095-5449-2167-12526,3397-2165-3693-5069-8704-1165-1221-4341,5898-1522-3453-20217-7212-5180-753-9732,6215-1849-3186-7296-7597-5164-989-10161,1845-1129-4716-5307-6936-2320-570-6543,1242-1027-1547-7714-5680-2970-505-3224,difficult,yes
102206-4759-120756-54317-868172-12303-14409-51567,13601-7484-18666-20832-239318-3867-58950-10571,4065-6703-1729-2305-3922-4228-8346-4308,2080-6506-344-3308-8964-2046-10088-750,1418-9552-855-14434-10605-3820-13081-922,618-6141-986-7561-5350-8931-8224-1124,824-3096-315-6829-5765-7346-13296-461,394-5011-313-4721-3737-1431-7441-247,difficult,no
215855-3270-28129-1692594-28692-108654-88209-80121,58515-25599-18390-239368-15931-117737-7804-7056,14434-1212-4436-72837-16824-11813-2426-2066,10969-3141-289-56597-6584-22572-997-484,6270-11767-7028-34818-9285-4220-1096-2521,4615-6138-1625-30215-13109-8123-417-2281,1913-4632-1012-6279-4338-4294-273-903,1125-4032-1237-2916-3288-3380-101-737,difficult,no
87449-3347987-105110-271758-154205-70970-333851-39412,75356-248117-32756-20212-31042-33929-61825-9907,5809-47722-1435-10671-29357-19372-35733-8463,8424-38341-8644-27152-42245-113784-3803-6913,4617-35928-1595-6969-15046-10130-6469-3586,2617-15621-2341-7148-14577-6744-2633-4494,478-6937-1061-3984-3215-3263-377-2035,756-7479-662-3998-1589-1438-1208-830,difficult,yes
158752-941774-10216-55720-7372-214221-12624-255104,20265-24577-43336-34295-6164-32225-13792-66054,816-4373-19786-9984-840-9557-963-11234,3368-18641-2879-13429-1819-3901-1044-4821,4009-11019-4990-11814-2482-4837-2328-5351,3084-14527-19405-11507-1717-3281-1691-2052,862-2138-4886-2920-1329-1390-1380-1787,453-2134-2175-2107-1020-1405-808-1395,difficult,yes
194086-253431-49904-353104-20672-76296-31824-38894,34381-50844-18926-51928-7173-35944-12168-18104,2085-7346-8708-7801-2931-15225-2661-380,2153-4258-14467-5074-1699-29694-6623-2680,6410-8035-3525-1913-2562-17015-3104-1320,1556-1984-7289-1760-1148-7466-2845-1711,2401-795-4245-380-360-2681-802-1540,1293-1720-2302-958-420-3369-263-1420,difficult,yes
95601-10305-324616-181396-306204-55452-79531-39300,51581-6676-19822-4051-22599-11920-12454-42577,1008-262-3112-1525-7230-3130-1245-9795,6427-2130-4598-623-3829-593-4504-1237,1797-2747-3309-941-2254-2730-1936-2130,2741-4647-2257-493-1237-2760-1908-2076,996-1314-1414-312-1064-1582-1026-1018,838-1265-1737-177-1101-1354-359-653,difficult,yes
20267-108877-131048-90116-14198-3404-147653-18993,19362-22173-45017-9931-27129-1943-19590-7033,4746-11549-2489-9554-8185-443-1244-1826,4472-2206-10745-3028-3453-2865-892-705,2431-3937-1840-2191-12524-1393-1955-3646,2669-1796-3460-3635-5368-1410-818-1428,1511-570-1378-1763-8179-1024-295-2509,1511-564-543-785-4237-1316-251-701,difficult,no
9842-14725-54366-133635-52978-5617-23546-16485,2945-5521-48247-24017-35739-19440-35844-7853,1412-3389-5621-4121-7687-1243-2515-1903,2657-1148-2384-4093-1719-7153-1613-1983,2706-1685-1711-1996-2434-2745-1864-1350,3853-3043-1673-2166-2286-12334-3124-4206,3064-1827-1035-2138-2034-3292-846-1094,1447-1563-1522-1274-767-3265-1550-859,difficult,yes
48965-156327-207436-18835-111469-7582-5475-275270,78514-14617-15496-11501-18564-3393-10919-16132,11282-3261-454-15556-1825-1847-3037-3523,6413-1623-2218-9154-1510-1929-3723-2051,3021-1413-2234-6839-2568-1929-11915-1139,2841-912-647-7035-3201-2408-9142-2197,1514-555-522-5536-3180-2037-6477-1703,1692-664-282-5399-1858-1468-5631-890,difficult,yes
43004-23521-66674-100700-55108-79579-79635-254369,72185-8001-25497-67821-42465-9360-23833-70783,35336-2345-20085-17709-4807-939-6038-40061,7907-2620-11431-3499-4618-308-2640-23227,7060-1104-5830-3915-2654-1017-2477-11387,5198-2036-6304-6536-1511-381-1176-14318,4715-2405-6318-3299-787-322-859-16116,5283-409-3385-1064-634-565-1058-8917,difficult,no
15255-57053-157584-152626-222379-12724-287452-40241,12686-34768-18932-29785-42340-3626-114041-13835,15884-5275-4682-7940-1154-1098-3903-2390,4190-4643-7435-6631-4287-335-5518-6191,8670-1588-5052-6278-3715-2810-3096-5063,2807-2725-7104-3313-4963-2697-2490-2160,1257-1734-4804-2501-2743-1802-2148-2595,2323-1989-4241-1800-2144-995-637-1657,difficult,yes
154957-87089-120130-56819-74980-81995-127287-260757,27737-12712-52307-25980-25252-11762-60945-16457,21615-2472-7861-13495-962-15895-31432-1598,2783-1626-4154-4103-1248-15763-9264-3410,33040-5818-8410-2882-798-16961-10367-2309,9347-4393-3184-7151-4405-29480-19096-6083,16327-3253-5031-8079-2758-9685-8013-4667,17857-2812-1627-3641-2792-12158-13180-3020,difficult,no
143999-140710-1927-84721-38614-8138-25557-25039,44145-24884-4076-5540-21306-4310-3335-6190,9446-6854-460-160-6286-1048-9514-3306,6724-5778-792-730-1272-3786-3914-11358,3768-4535-1732-347-2654-2318-1523-6344,1920-3673-7250-719-1132-3478-2673-16764,2653-4397-2535-573-891-1095-1232-9120,628-2285-1634-188-366-2615-698-5788,difficult,no
85602-275194-4452-163600-11116-18278-25047-192949,18489-33747-28202-15629-11688-9089-22502-23522,1571-4877-4405-214-3997-7951-3347-1077,3070-16121-5312-4671-8373-1914-7847-5943,1409-3136-13399-1505-3530-6829-4042-3675,3806-2833-17341-1485-18595-13964-13527-5289,1792-3196-7656-579-6962-8538-4695-2386,3111-1197-9615-497-8779-7752-3839-1973,difficult,yes
104186-852176-28848-84411-205050-1041889-1880805-7856,12117-158506-15256-76074-58312-80481-224903-7880,3169-16633-16559-4749-2301-26189-90668-2345,2422-10396-4620-535-2254-38637-59791-2196,1032-12626-4860-586-3520-15782-49968-735,2892-6601-5693-3776-3142-18935-24002-2470,1104-4374-1033-1536-1241-6265-11840-1133,1176-5468-2766-738-681-5097-6576-1069,difficult,no
79226-3154213-51715-175393-224306-20404-1074398-174757,49076-382050-17739-8216-32699-28231-561178-20891,9180-58813-6234-3810-15213-5150-141554-3297,6610-53393-3834-2312-2269-4101-37823-3111,10015-20127-1970-1933-4563-2412-41125-5879,1716-10159-597-787-3257-3398-27372-2135,1102-10125-574-884-560-1045-9237-1300,689-2434-372-202-625-952-5148-1360,difficult,yes
