delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
146338-2198958-137859-135024-310664-320216-10737-18328,8993-352649-29665-54677-53918-42816-10088-10803,4102-178042-3323-10964-17955-8921-18527-17217,5233-91887-2427-9824-6271-19598-775-6700,8054-38365-3198-4367-6082-12610-4416-5179,4025-29325-1358-15717-2585-15513-8877-12022,1100-16998-1170-8836-1080-6625-3883-13222,1085-13010-1659-4310-1241-3061-2496-5325,easy,yes
89394-7000-13892-79627-62371-23223-139664-33517,17511-8400-27413-28347-58837-24457-6255-16442,3559-2984-4851-3183-3315-6388-3847-2544,2358-15576-3078-21589-3906-17658-891-1317,4184-16410-4380-12386-3118-4869-1876-1791,4792-20068-4175-16470-10533-9821-5706-2992,958-16725-2201-8382-3537-2045-839-1349,837-6815-1149-3736-5627-3750-1997-1816,difficult,no
152212-16216-7244-1876-2599-21423-26277-14158,6344-11123-8569-6750-11318-1999-8510-1235,2733-8030-5691-1798-6336-2111-13235-11542,1010-4848-4697-15806-9994-18966-5936-3433,1189-3918-3204-4564-22212-5066-6345-6767,1908-5190-9949-6495-13409-17905-6981-12399,1359-5544-6586-4024-3324-1953-3046-8043,1640-3775-2493-2216-3653-3073-1474-2080,easy,no
348235-185985-23586-290279-74306-18146-17089-13108,41253-31328-25646-34242-17312-10758-31921-5181,3594-19652-12662-46648-19795-960-2417-1080,4026-12271-1256-4204-3367-26783-900-1551,7635-5196-9345-2794-4824-20548-1221-1666,3614-12700-9412-2185-6226-10753-3100-5258,2152-6823-9746-733-2518-7928-1760-2648,1933-12688-14796-2386-959-6411-835-1319,difficult,yes
15300-1053-26203-1394948-21733-56363-329562-10252,19696-9163-9144-245186-6374-33463-35569-11739,8694-3746-4125-16078-5173-6947-3036-25892,10805-3097-4909-30784-5096-6011-5411-3160,6342-8333-2858-27439-5931-7593-3249-5309,13588-8917-3198-9443-11589-10861-2615-12876,5995-11261-1818-4142-5491-5708-2978-3447,4434-5001-1432-2944-4701-3530-888-7817,easy,yes
39888-49592-3360-7447-62490-969817-416805-124213,14838-26277-9433-7335-38927-95648-98171-7878,14855-1373-9218-6218-4827-22297-10414-2474,19785-442-25275-5785-4230-34264-26492-3500,9757-2832-10654-4119-1563-25147-15421-514,31893-5954-21703-9240-3952-12384-7421-751,8079-1212-6269-11938-768-2845-7479-268,2493-1320-7348-4173-1968-9501-5664-246,difficult,yes
23870-8109-7388-44266-34119-171525-15662-19525,6767-877-1482-64036-2164-42574-14606-18540,3984-2296-4246-46692-3701-15569-7128-6874,3087-15283-5773-3936-4157-40597-12003-812,2052-21185-19358-9251-3246-7605-3113-1161,3214-23856-18001-9845-5538-21481-12536-18364,1367-9433-15288-3736-873-3536-6189-3087,1385-1533-8687-7653-1946-4770-7968-6614,easy,no
113448-665865-11886-306279-16182-102142-36910-313701,9688-54203-17378-66340-19763-10036-13065-192573,3125-21784-11640-12300-3803-2601-5318-69667,4249-7028-3480-5039-9067-1916-6744-32896,6527-11727-7605-5743-8730-2061-2606-11729,3582-42916-13223-4282-13812-3220-2362-14653,7842-24212-17464-2900-10459-3292-4633-13248,2549-21131-6875-4455-21357-1380-3330-13358,difficult,no
411669-113177-348009-4831-661730-31307-28169-276412,48601-30705-50862-15960-243614-11054-9000-27011,25890-10333-8709-20407-15092-2961-1734-5542,7779-9206-8138-22172-15988-8073-12319-3537,6894-3642-1039-9414-20580-14556-3452-2758,29937-5552-4814-47686-24038-19622-7671-2841,16296-2705-4657-14325-9140-5291-3845-1680,27678-2012-3774-6954-7865-7381-9045-547,easy,yes
3181-51587-12635-59650-7501-6713-32086-60672,2546-17495-18689-5644-6709-20315-43534-13570,8641-2856-4143-444-3265-4467-11016-3626,6132-7727-18774-1472-5034-15367-4269-6577,9951-3913-8701-836-16314-5633-8393-2299,47829-4831-13633-676-22110-10119-18512-1606,8754-2340-10998-294-7523-8211-5652-2627,3456-1655-11605-225-5430-3382-5068-2387,difficult,yes
