delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
9621-319294-3559505-181777-191102-73528-58521-787415,7191-23381-117640-149405-28478-35336-12969-99390,459-9791-22136-45700-18165-8210-1867-41414,1449-9414-47906-57346-2208-13863-504-28489,458-4285-30743-36921-2733-5010-1123-6164,1300-6130-14100-10831-1079-2598-894-19550,574-1878-6977-7196-352-983-1304-26940,566-1092-8521-12386-421-2358-886-21957,difficult,yes
263081-235360-60836-2896701-290382-61591-64467-25509,47954-342794-94066-517721-29119-77787-19570-4295,7143-23361-41442-55651-5989-11986-6112-1580,8451-9775-55048-40468-12894-5480-1849-1926,4538-18357-21239-32470-2914-3447-2853-600,4905-7496-11149-16511-2171-11317-594-1937,1529-4250-3823-23327-1106-8771-382-985,1597-3640-4250-9879-1068-6086-273-1047,easy,no
110830-733345-195775-23265-105834-10737-82173-254756,12806-305534-43640-9063-16527-4666-42962-89447,10962-92017-9842-649-3190-3191-10817-5244,13209-39165-2452-1826-4145-1131-5963-3533,6176-29064-3673-682-540-1262-1849-2207,33342-11611-1806-923-638-1887-1873-4653,3628-15030-846-388-524-1283-1068-1856,5042-4886-1951-694-455-674-1608-2423,easy,no
262213-91599-128268-7516-2441-448677-854728-78389,12156-24510-12896-2848-2353-60205-245964-33337,2475-25057-5883-1371-2126-5015-38923-6548,3446-7717-4923-193-5521-7857-12159-2510,6925-2213-6289-1227-1711-8121-7370-2247,3770-3287-2845-986-4203-1910-17760-753,1283-765-1423-2362-2621-3092-2989-373,2120-921-598-701-967-3429-6506-165,easy,yes
67047-98140-11236-262825-197454-176157-556268-548466,41324-48459-8804-75325-4709-146232-74041-43195,19158-9968-1062-51247-4801-72438-5838-4801,677-7872-2348-5375-3168-21179-3947-5422,2857-2890-3360-14038-1418-31255-4991-5421,2747-4891-3498-7229-743-18077-22615-2227,1704-2126-1353-2998-834-19667-11427-1819,974-1316-1075-2474-152-8471-5931-1631,easy,yes
133434-2625930-176811-88482-54003-101412-437414-112672,104308-620663-56054-6304-23313-60692-62729-37405,31986-140440-7029-9118-5419-1446-23498-2440,3963-74520-10950-3797-2806-1751-12026-459,11558-253224-7094-2122-1740-3722-8139-990,2030-48307-4231-3626-726-2944-11068-882,3143-12319-2117-1716-1264-1960-14472-321,846-8444-937-3414-490-1908-6595-413,difficult,no
2805729-316761-1231045-1119458-253469-21086-125396-2882,665210-19078-30014-517357-18748-2266-36194-3377,55068-6508-9093-86291-4585-301-25907-1882,29652-2777-3241-60983-5887-426-3099-1706,24956-6116-7314-40855-1984-1204-3391-1484,48720-1708-1588-13392-3127-3455-1581-2426,38510-599-1168-8468-1829-1737-1073-807,13226-932-735-5840-927-934-1068-320,difficult,no
38753-1288242-162957-207667-7319-37966-20286-1299477,18435-274759-18702-22467-13278-29841-13783-129631,15347-64059-3480-11495-3555-3176-957-10815,7184-10557-6156-3834-2419-2802-928-20194,10648-6295-3364-10679-1034-2390-3093-9362,5511-8600-2018-2222-1190-2331-2963-8811,1679-5379-1084-714-4529-940-366-3350,711-3510-1033-2030-1168-688-564-3882,easy,yes
231681-31249-151594-9637-19539-44439-35632-76496,51516-50837-9934-8853-19626-22582-9282-44166,2412-8571-1071-1712-4188-8044-459-12347,7234-1855-2354-1842-1187-7225-1732-2757,7337-2472-3275-1122-3632-8016-2135-1281,3050-3052-2258-3157-3853-17739-6392-2695,1588-2322-1617-3961-4562-7764-1164-5747,1501-1245-1192-3770-4514-6113-722-1136,difficult,yes
1621885-494974-33868-1729353-105023-1017993-487611-60551,723129-568379-2729-65072-52755-155245-27870-86720,118176-179709-5521-39513-14502-62462-8182-20292,6886-21831-5526-32654-8060-16261-7125-2271,87187-50433-2651-36649-8091-20021-10732-4113,23595-16373-3672-18019-9058-18688-6252-2241,21389-21268-1655-5424-1892-7782-2157-2287,6354-18461-1362-5036-934-6903-1626-1422,difficult,yes
