delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
302388-1291957-1043073-1366871-923028-73067-325462-1194403,13943-82266-96292-765780-164688-52028-157948-27995,27262-22919-2023-86443-27980-16364-133836-10753,9791-19138-5121-14745-23183-10354-15976-21418,8408-41748-21042-50852-8273-3161-23389-7791,4678-24199-7523-21391-3831-2217-18392-12618,2520-7012-7466-25175-8524-1123-13846-5326,639-7173-2559-34089-3832-927-8419-2400,difficult,no
153910-800491-649043-2142386-1404205-328661-2237096-97187,49087-25914-705111-1165332-149895-111575-847524-20470,33378-24773-109125-139730-82790-5626-88419-2311,2671-30133-55598-33605-19876-2940-58002-937,9362-7798-165145-23244-21442-1114-56182-6340,7512-6995-41390-80866-27957-2935-24830-1672,1687-6192-26918-15700-3909-1875-26487-1236,345-2245-8054-16317-2644-1660-12259-989,easy,yes
859038-598401-951375-759496-754164-271079-616202-947525,131363-324301-355865-17010-249673-33922-269171-182120,10820-63229-525231-21659-12394-7964-10669-8282,64865-43513-60165-5974-17759-24566-25684-24412,25989-16617-80006-7029-7098-5861-10571-12497,13609-9288-115448-2804-11751-3698-9728-8272,6248-11424-16632-561-16053-1775-3387-3740,1565-9620-25893-1460-2789-1625-4248-2795,difficult,no
1143310-1801710-245199-556520-77456-1841887-1610833-264722,780549-78645-130352-59946-23366-164802-1259179-123762,205352-14076-28088-72248-4647-35715-23572-44469,50656-31085-13727-27233-2070-43235-152614-9013,45327-12312-11538-6881-5280-7867-116413-7445,24711-13869-6766-15442-1011-10767-34249-6267,20234-8379-13493-4599-923-3410-22890-4528,7248-7243-10217-4415-463-1324-7193-5310,easy,yes
790101-2051125-749849-1757993-179048-113523-827039-349063,55860-316150-617642-347654-23712-30809-21478-85244,62550-24178-119387-78003-9331-5485-13664-11489,127732-18095-100893-367646-2483-6586-12290-5428,17180-54147-15672-46326-3914-6077-4321-5653,11921-7140-19000-71816-2369-10021-5399-6954,4060-5918-11945-36955-443-1018-568-1918,7304-1998-12376-8667-503-1145-797-1544,easy,yes
1808674-395018-566718-186752-176801-41665-6195-78836,329956-124024-40663-21973-58412-21304-7820-18301,115730-57521-5207-726-9206-14856-1666-762,69868-19198-15699-10505-19151-49565-11773-1045,64267-3861-3216-5694-10389-14565-2507-666,29096-8583-7111-9872-7510-9247-1393-714,9695-2241-3165-2161-963-6903-2000-332,11566-2430-1692-1137-1631-9726-1801-280,easy,yes
581070-109601-339121-54076-1468106-362370-390455-112785,293511-120360-93024-7488-109662-11727-73259-21602,56447-37757-49338-4640-51067-1925-26965-683,106066-25368-3523-209-30979-5083-4347-2005,44808-3767-5925-570-26538-8879-4778-2607,33784-12048-3900-862-16691-13718-4430-4115,5833-11322-2123-485-9633-6091-854-1851,6049-2600-1022-251-6766-3879-522-1577,difficult,yes
970413-325045-1071163-991661-1406603-577377-1978210-1231255,1080904-244180-93614-607114-1015873-204355-797399-291896,165664-29501-352864-83615-92837-41284-206536-86595,127386-17012-138762-7218-22733-9543-25542-24530,94444-13661-68127-111501-98735-12659-109998-42570,30501-12238-57315-33484-60728-9058-31952-28010,9507-5876-12771-16566-17010-5952-23417-8916,8772-1044-7698-9607-12092-939-5422-9657,difficult,yes
1252674-161362-344593-675970-649071-967445-100347-687916,131555-41257-40174-123474-264468-106594-7216-79996,28316-5180-9612-21908-16806-13818-483-6582,4992-3502-7522-18636-39537-18621-490-7374,9405-6803-5378-24474-32698-14629-647-1663,14356-1456-1413-4600-17975-15961-675-6296,4331-1585-1388-2547-12691-3670-218-3852,4932-850-1044-1762-8245-5096-466-999,easy,no
283646-1404769-2121473-1123847-789503-224722-225903-213478,140362-568571-77472-70710-62917-121950-53344-36383,1571-54755-24026-32619-32973-11782-7287-1851,5019-51339-11235-36109-13633-15931-2197-2370,4459-35250-6953-13070-6095-17894-2471-2943,2667-15907-4118-21560-5617-10627-2936-2143,983-10911-2912-2445-1430-2331-901-771,606-3777-2158-720-1393-2734-616-359,difficult,no
239815-241278-89399-1074342-113331-2017885-1267385-79372,73861-33897-117554-34300-66167-78269-349174-22983,8421-2061-26111-13448-4905-9018-21853-4789,8911-7049-10562-12683-4066-39870-5775-2537,7611-4255-3043-11241-7150-17904-10245-2678,5771-2312-3562-14905-2326-7258-18553-1159,2464-2271-4472-2700-670-3332-2078-464,632-738-1895-1071-353-2670-1748-563,easy,yes
48892-148876-86642-1290872-1738630-321818-86986-540751,19161-46355-17674-172987-805219-29437-12037-344885,3693-2294-12174-168000-291061-1437-2578-25803,4512-1444-7182-30621-160924-2006-1715-8256,2402-2126-7236-10376-34068-2924-1402-37208,2473-1520-7015-27704-41345-1331-1303-31623,973-1007-960-10060-20980-499-178-15582,778-434-1457-3581-18567-165-183-7293,difficult,yes
302466-62710-2083423-193119-932564-563288-1493215-68068,13103-60913-191734-14112-79373-72491-109408-2113,14052-7724-22675-6300-2387-50559-7910-1970,6968-6655-43860-1593-14207-12259-25533-4638,3671-5709-16925-2459-21891-13563-10513-1571,2817-5038-27905-2872-6604-8395-6109-1722,2670-3543-9581-444-3724-2121-5331-742,661-1590-6456-657-3468-1295-1925-448,easy,yes
2081815-1259612-2039409-751152-961856-875187-76834-441294,111236-74542-348462-104774-483315-180970-50342-194111,53270-7832-152526-76061-59931-24408-7566-11290,16312-15895-31505-17582-96126-6114-1159-10763,9507-9003-60548-8599-60779-19298-2201-6375,19698-7552-43436-3733-55762-16907-1508-10517,6084-3361-38322-4517-9802-5669-1381-2819,8002-3653-30348-4042-8120-4562-522-1555,easy,yes
1707480-624296-2147243-2098535-132728-909781-1246759-596985,233966-61910-95516-102494-45095-284969-481296-225055,29206-14338-13151-13946-7414-42975-161790-18800,23936-13373-23311-26236-5469-7665-55871-55136,9776-11049-21787-6116-3206-11736-77637-17572,14382-8036-24725-7252-8108-11159-25815-13548,28517-6739-23571-4677-5044-9500-53067-7550,7452-2332-9889-2243-3684-6275-28690-5650,difficult,yes
159361-955431-449476-522553-1004454-688752-733432-27391,21925-9657-394950-111757-78524-230629-131245-20242,7893-17145-23329-114089-5569-4291-93573-6400,2021-15410-10700-30230-14428-52534-15512-4635,624-5421-34592-33594-1976-19670-24219-3897,1751-3021-15347-113298-3265-16917-15323-2422,352-1903-4213-22429-3503-9613-5716-266,191-1013-5625-9412-1530-3493-3440-413,difficult,no
79940-270420-270420-338846-631419-1324291-1893811-152257,63948-86554-86554-167723-194942-297948-302777-21154,4299-24728-24728-5723-46103-19947-59422-169,4344-18599-18599-6558-38466-20296-26301-862,2905-7751-7751-11404-48399-17540-14983-330,6670-3695-3695-8165-11386-10036-14837-741,2843-2963-2963-2678-10176-5073-5065-361,1516-6475-6475-2607-14018-2497-7408-227,difficult,no
236681-532072-223454-429766-355496-1218199-133399-985995,205880-23797-124518-321825-116399-247853-28669-83687,19325-1409-6451-78526-9802-148033-7302-14507,33365-2920-3631-93727-15886-65151-1102-20629,18817-1043-2168-25362-7968-25460-1423-17243,5074-677-8544-41824-5020-23516-1295-13330,3292-800-9105-27506-1777-12310-756-3459,1189-593-2795-3912-707-9735-256-1549,easy,no
723880-2773234-2154835-1198932-161177-469536-111850-61058,127853-61534-443763-112662-9646-134572-108044-14386,27407-5059-108389-25464-3762-41883-13365-9709,6562-23315-75665-12114-18996-12576-6290-3363,10197-11679-30051-4642-1524-15025-3391-4603,4616-5429-17475-7271-2399-6648-5966-2132,1984-1625-7784-3293-466-649-1131-502,2253-1786-3095-3255-378-1029-607-532,difficult,yes
612495-907570-805696-1866189-161426-42033-206664-1425979,219954-155680-19720-166995-53966-151372-54275-41869,35552-42550-1876-55640-78522-9812-24572-24725,23100-2279-5130-83315-68152-7689-5411-3630,20206-3189-2429-63590-42251-2924-5850-8475,6101-4738-3506-8927-18486-3518-2988-3618,1279-1616-1094-33075-8345-1469-1250-1063,765-1854-1726-23842-4079-1475-1142-656,easy,yes
92556-2102804-659180-41272-146192-329993-472536-111432,99757-224677-268178-16244-30723-107171-123549-36211,25466-36718-34045-2963-3738-6054-20052-10625,5515-20888-58309-681-3161-7176-3632-1184,8460-17963-22504-1765-1217-1312-17383-934,9474-15504-8852-1242-1570-3947-7731-1784,2760-5458-4669-1406-844-2189-1506-929,2975-2288-2488-306-523-1824-668-242,difficult,yes
1446416-733611-2134299-45016-170104-694785-107743-201590,1139423-151755-569281-20418-66499-21669-16836-25157,67666-655-40826-4933-4331-3108-1808-8382,48066-7713-30385-6457-3448-3265-2429-2269,32520-6072-35502-2490-883-7120-2994-1014,17894-6309-20234-2237-4293-2377-1671-885,8452-1531-16508-569-816-1849-1037-708,9536-2545-8479-237-831-1940-906-255,easy,yes
1613525-1249642-694633-41754-91173-3385828-495376-208202,1310506-189195-307938-20664-15242-581413-69466-45331,360531-24025-166796-2899-2338-90498-27516-6100,136228-20948-161166-2399-3663-13632-4804-4473,40746-5280-32085-1817-535-37675-7665-2831,45068-4617-40394-1301-1135-17270-4876-5008,3553-1746-12496-468-564-9562-3415-783,11935-2047-8981-306-242-3937-1159-1379,easy,yes
1469810-193159-957513-1365463-123060-683539-42331-110367,44856-7560-54811-44762-10671-8962-5054-143073,7688-4176-31091-5857-451-21927-5872-144189,9731-3613-4015-22666-2439-10523-819-45320,5397-1907-3763-3007-633-2508-347-12364,27695-950-5132-6181-1678-3373-314-26537,11484-612-2137-6853-707-1194-237-11703,9173-361-1394-950-297-1137-259-8434,difficult,yes
1564893-535730-727931-883029-182916-986393-1854265-130151,268705-104261-148701-89418-68032-257506-30867-45296,46603-27519-24928-9671-33285-77466-5608-5845,37937-32830-17774-8925-11687-8263-23879-5064,8684-7231-5007-8276-4766-13984-9943-1371,24897-17186-9851-4928-9221-9229-3658-2043,13036-2761-8059-4404-4890-5503-2115-791,12580-2659-2955-5175-4789-2416-1022-621,easy,yes
292063-883060-409153-1094389-138937-959860-651903-256606,38663-256753-27566-59987-9738-200529-254000-21619,12499-16949-7870-16448-1220-22128-107532-2252,6398-140450-13235-4452-1078-32220-18124-3180,3120-32159-17742-3712-907-22334-29576-5452,4538-46190-4318-2560-649-8424-15417-1761,3225-12002-3825-2989-436-6797-7195-1111,1720-7109-2799-3618-740-2747-1751-578,difficult,no
1729799-745574-15079-312473-1543290-28185-1403473-111990,146279-29283-23467-503059-496390-2944-86671-246581,26265-32721-10197-54157-36611-1057-24818-35484,20436-63070-2820-104283-29466-407-15069-38800,26650-9426-1103-55278-15404-385-7855-16084,10504-15282-959-25003-18873-321-4296-19287,8468-3483-544-28677-7319-141-4231-7333,4993-2621-684-24890-6122-113-3526-4076,easy,yes
320664-768498-760111-1600205-193996-158540-1337031-622115,31829-67156-95977-145517-798095-14180-597407-164108,9237-38759-81299-43139-178029-8052-141550-12741,23326-27048-24194-14176-122690-1809-13364-8543,8786-15355-19406-4700-75899-4067-72728-14913,5338-19382-12785-12992-41455-3782-28476-7261,7389-3747-14766-5219-19023-2650-26333-5485,7895-8014-3607-5124-28721-735-22534-2525,easy,yes
346861-1014880-1914713-1501462-37419-123992-508615-1152583,441152-130903-480000-9907-18169-111666-276753-69630,17462-20176-189586-1208-3762-10868-33411-4932,20050-39023-250910-3953-1687-3316-18598-55424,47047-13840-30263-3264-621-2851-22613-7772,24666-17483-34864-2571-1043-2263-18274-6286,8176-5560-10098-1210-819-2637-10718-5662,11116-2460-4632-315-1032-2025-4926-946,difficult,no
1869330-1098238-108114-2239529-638955-83786-763429-1009976,80001-159662-86229-55802-61415-11671-398179-10397,7193-137414-12214-26282-17840-15661-262435-15706,72890-83127-4134-49979-8838-3112-149483-5884,22049-32099-4171-7012-4170-3568-87179-4300,16143-52698-4388-8707-8723-1249-81342-6254,15316-5718-1696-2962-9297-726-7941-1615,11070-6644-684-1435-2599-417-5269-1430,easy,yes
