delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
2483407-1397639-555904-2546159-749684-1612362-1858367-1099510,715454-331918-99437-571586-242951-605706-353941-288168,182009-36367-4696-665756-159502-257000-92147-21984,339858-55945-9748-122880-19021-112836-63712-19318,185554-33123-10447-116439-29576-98830-8719-37851,54326-17555-3256-21596-10319-20474-20188-6211,19059-9544-2162-21716-19006-27006-3874-9378,20730-3463-1050-21090-4110-19313-2219-4842,difficult,yes
1997464-129614-1634377-464619-380662-140001-590613-112475,262930-18612-491017-62940-60865-32465-103085-8400,76793-6296-133498-18639-6961-16479-51452-5689,36856-6274-14437-9824-31285-2599-8286-5042,12754-4266-44700-1996-2925-8132-7291-1444,49459-2093-19249-5938-3822-2325-13015-1223,7784-701-19538-940-3137-2083-1916-613,7094-1268-19447-726-2115-2476-1050-317,difficult,yes
369416-1032380-723709-1253658-54704-849238-333361-170610,205537-240181-94274-349553-383878-761264-76146-49093,53722-11653-9243-35694-55720-72322-13670-11637,3839-35711-8030-37018-14315-9571-7717-12005,12611-19758-2410-37274-6047-11735-4080-1784,4888-25195-2265-24917-13523-14386-8510-3756,1866-4568-1184-4536-2817-2955-1195-1358,3544-5790-2560-5864-2995-1924-1987-835,difficult,yes
12254-1615865-173818-234545-764845-795423-618616-357657,12307-514509-20724-64876-95586-182305-27580-173611,7259-320007-7551-20023-16561-23545-30540-14814,1598-215902-3507-6125-11588-20729-9478-41968,2745-47864-3795-8472-4455-19678-7688-15227,4932-70265-607-3783-2938-20582-4428-7490,1545-15401-413-1368-2536-6747-1808-2601,880-7496-208-1062-1364-8920-1499-7480,easy,yes
250701-171157-1235849-1879351-169664-49750-645827-338146,79369-36973-52177-979331-63751-34241-11153-96100,51772-1424-41345-34783-13427-3373-10172-17347,8411-3727-13941-61692-6653-6261-4425-31786,11458-1647-5083-13453-2514-2260-2123-7834,2535-1166-8147-28127-1232-3918-1287-4047,1262-173-5157-4236-811-988-683-933,1005-171-4412-5379-764-547-364-689,easy,no
2219-108736-392386-447078-723334-136663-240819-51877,23707-40280-61249-57785-61191-13336-443931-13731,9571-28682-5073-6127-4958-948-39455-6802,5889-10040-5807-10485-28705-7365-54234-2647,2454-2430-4706-11604-7477-1933-22992-1590,3180-7561-2015-1519-10998-1431-35705-463,2750-843-275-1415-4497-665-5328-416,1527-1288-221-1702-3883-544-5137-175,difficult,no
823883-159021-218366-1875201-15288-916069-255731-134677,119544-44124-40440-338748-5337-82207-26251-60602,6990-13416-5714-88060-808-40423-9528-22905,2991-34963-3378-29906-2517-26939-6157-7180,6707-9399-1928-9509-3740-6016-9438-7254,9618-7915-4338-16914-3253-4207-10439-9087,6641-954-3617-8222-1435-2786-4711-7954,4237-1051-1140-3590-945-1469-7497-2766,easy,yes
40361-942732-2006761-122538-651065-126944-1347294-230755,12833-205731-673332-28333-25707-18218-76571-98381,2581-53981-315996-2919-6295-3310-9269-5879,2265-28686-97436-3020-1684-3061-11723-3226,1774-19509-79875-722-3720-1080-10587-3554,1362-6401-63430-2583-2078-2711-3659-1633,487-2415-11748-726-552-1227-4300-1490,221-1821-7353-616-340-531-2474-1692,easy,yes
336465-285243-459687-1913965-263335-1459015-721160-3280733,9572-815661-63570-341357-93848-283232-56126-297474,932-9671-13353-89123-11492-71596-26384-20381,1535-12608-12426-69250-5143-109509-6789-58463,2089-61842-3691-12412-2322-13286-3771-61265,322-16693-10454-30337-4136-32430-7339-25717,126-11148-682-7790-1514-15972-1820-17420,257-5116-1914-2094-914-9603-926-8176,easy,no
1401971-1299952-193871-371750-618701-1175480-2047145-895401,14642-449714-25667-59422-62553-292865-1034234-11158,3198-191400-13788-16963-21150-35782-368239-27960,26550-11302-13047-2493-13927-50825-64151-16538,9356-28185-5634-6286-9872-13437-75055-7216,13434-52259-3573-6176-4357-12371-88376-5725,2915-25001-606-520-3121-2426-11147-2849,693-7393-565-347-1631-3251-10192-652,easy,yes
