delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
195607-1686099-602612-2729356-23626-141060-1490079-1240329,51027-40373-71060-151199-79499-53281-164453-239807,4057-142030-22281-12726-13320-9262-58446-275092,3923-131343-21255-42313-2290-6408-11357-30971,1402-27719-4942-12269-3606-4123-14431-8372,3214-51131-6696-15151-5559-3324-10142-11980,475-23509-1701-7957-1987-1517-8877-8076,507-22637-3790-3848-555-411-3343-5041,easy,yes
771676-944372-1670874-601582-252276-364720-495824-1088564,296587-212723-219308-86698-83876-98074-162953-226342,20968-72174-57850-7384-37726-19547-71705-153840,20321-49194-65758-11051-4688-17680-106111-73153,24659-59255-12337-18803-15124-10694-105883-82329,14939-43406-37920-19425-8212-10471-14500-29920,13573-10033-30118-2132-5446-2686-9607-10435,1786-5165-3858-691-1144-1637-6122-4592,difficult,no
701909-612849-264590-192197-187426-139796-457221-289071,136970-24669-116340-83612-51215-5672-56966-130250,33354-7412-12373-5019-39578-7258-37287-8690,10713-16445-10615-22126-39016-3090-27021-23316,11047-4987-9813-4699-3094-4477-14307-15558,11202-3777-8616-13282-7675-1623-8598-13582,4359-1946-3092-9465-6263-2180-2997-3654,3060-1020-777-1490-2002-440-1726-2720,easy,yes
1510049-1229169-1021166-449664-196101-305547-1808074-69951,77150-124687-324975-51650-39653-218785-612143-64415,14141-17648-36927-8947-11752-18784-88905-10442,10898-76764-17703-17939-1809-81735-50937-3290,5518-22756-28751-4420-1488-10295-31403-3328,6951-12657-12093-3679-1806-4598-18510-958,8375-4877-7459-2051-743-8593-11675-519,3101-7875-6065-1428-1297-1243-6856-1000,difficult,yes
704540-3030827-266164-1881392-536246-367552-699598-32646,79797-209642-5783-372102-89939-50760-135238-138252,15218-152725-2964-20887-101171-12061-32311-24589,24618-39023-3033-71478-18389-7351-5698-38031,10390-52690-4771-20837-73712-5247-13403-24821,9150-48964-1042-23392-19907-9744-10944-5620,2425-35494-1050-7952-7161-5744-1400-8059,4378-19217-145-8535-4704-3116-1610-4972,easy,yes
1017692-1015588-170571-3082870-36345-11153-1594845-24105,865300-180191-73860-627372-17478-17443-218496-28016,184424-150608-6892-146337-884-3784-21969-7438,59024-34526-10881-402486-8390-1399-160349-10659,52221-13046-4131-332655-36784-10379-28217-2747,36279-5719-3941-230862-58886-12748-309677-24003,29619-7138-3631-158240-3489-365-11954-1054,13520-11201-1482-40968-2563-599-12563-478,difficult,no
1587029-1606502-629836-1072883-403860-1605312-288043-596527,326041-470915-107800-73107-55304-165215-49090-88040,127043-61576-78051-2888-6358-56603-16579-12489,75548-83612-29378-82096-32500-82029-39121-26550,78061-44151-23090-3162-10260-33755-16688-13751,23031-15401-25206-28056-48614-75192-25816-68821,29879-30352-14112-2824-1991-40002-17446-3488,5955-6356-21837-5248-3399-4897-1645-2580,easy,yes
804021-411041-775869-323091-321882-763825-6091-13010,172065-26664-17435-16700-26017-23953-5201-6676,30615-19622-5559-12464-4262-9461-6316-7073,11275-14596-5351-1549-7515-13415-3517-3126,31680-5792-4120-2456-2629-2406-4423-12914,25268-4895-2037-3525-34311-3977-16668-10081,4570-2323-1136-3728-6897-6234-8864-6151,13108-939-906-1460-6324-1132-8750-8740,difficult,no
415197-742084-14871-201531-2087-94351-156550-58091,68613-229193-8210-8349-3285-84602-115207-12783,6841-54377-4622-1379-3489-2946-11841-2445,20980-9171-1387-1233-8849-6181-2990-4475,5052-6226-13242-2650-8450-2710-5368-6155,10559-18688-12062-3402-9289-4674-1931-4914,2182-9164-8157-701-7201-3034-2102-2106,1651-4273-3528-887-3079-1525-1843-547,easy,yes
37960-1152393-224758-1050539-34234-39103-7930-326581,110963-35717-23370-156255-10431-13436-3091-157442,15281-23839-20444-91532-2561-5141-4284-26789,14203-14770-5117-25238-4360-6694-9622-3503,4434-8154-4237-21697-811-7515-7634-1707,1827-7933-6821-23069-4717-6191-7722-7985,1036-2063-953-13696-1513-5024-4222-2663,921-2037-3445-21534-1906-1928-1981-2606,difficult,no
1418759-984924-1133358-665816-135279-324851-106212-1534740,67318-63392-55960-97403-12609-40882-16132-166086,21059-4783-18850-8596-4447-16297-3105-44696,3620-4550-17586-3646-2070-6912-1681-11820,18535-2438-13295-10656-561-4805-1031-4008,11424-11991-17763-8117-9354-12230-3657-14719,6793-5477-11050-3852-1961-5194-1039-7291,5240-2738-10786-8985-1452-7906-2765-10222,easy,yes
790496-1082421-94458-5620-4535-13849-11620-4396,255712-23887-41227-18919-8193-12718-8306-6768,25720-15949-10581-7273-3341-14707-1680-4075,31503-34504-3881-6991-12073-31369-3379-3386,32817-6650-2013-5799-3758-4507-5366-7471,22606-8818-3467-10317-5993-8372-13019-11196,10668-2302-2671-3967-2269-7383-2550-6608,9410-3467-816-3184-1617-3228-5243-2722,difficult,yes
931051-734239-2009309-1454356-627666-655793-2098725-809046,305462-38623-176996-181257-42910-382058-167360-210516,80087-24060-100618-27329-21493-328672-82348-106390,90598-10467-166233-8127-18157-26850-14648-136443,62664-11531-37890-29485-8890-28623-88475-48530,42672-7334-21161-9056-10398-20685-58420-33720,9935-3910-16324-4685-5059-33980-21405-22002,6498-908-11859-1876-1456-5603-7577-11828,easy,yes
1104323-130102-334712-1598371-868360-795932-1304858-1344947,193645-62670-27491-262432-50080-341982-52110-446775,70454-8617-31556-167120-44468-70499-7941-108360,11570-6271-30646-96144-29357-163787-18805-66361,32320-3438-15949-77505-11243-74628-21223-147839,24521-2777-14607-36146-12092-47879-12277-28836,21411-1168-1571-13530-6385-21212-4366-43487,10918-758-1984-4206-1603-2402-2019-7509,difficult,no
1571783-1061204-58818-153976-30149-14437-59112-98578,106593-370102-25559-4589-1090-26294-58186-13769,10796-57294-10348-1711-1903-8022-6827-1832,50387-119842-6444-2415-1100-10267-11239-1637,15414-53225-6063-1597-4738-8374-10956-2103,147912-30057-5161-1307-8019-15439-25113-6124,36822-28497-5494-729-3417-12694-5280-3689,43119-42927-3546-596-2496-7279-16626-3833,easy,no
1005007-615839-64334-733597-568809-645308-442444-1634559,87738-71632-83235-1020532-55541-136615-631592-258949,19234-5530-15713-22749-13889-16354-61683-59844,21836-17332-4410-80687-7871-6585-24288-132967,12005-9431-5082-51690-28112-16877-69095-94240,8180-7122-1278-22089-14158-7301-29725-48690,3260-3569-876-12329-5466-3298-15295-34690,1842-2154-2044-3561-1169-1489-2417-4404,difficult,yes
151774-2033752-163635-384828-105758-28227-200219-283280,102438-57191-12885-83074-3142-21542-57924-37074,3501-96204-5198-7844-2084-12226-70780-15124,25957-32495-1094-18149-1647-12924-71622-19293,4940-16083-873-5366-2722-12030-14087-3158,5643-12288-1338-4733-2165-3396-14114-8720,7915-6719-890-4339-2935-8353-13982-5296,1939-7390-288-6158-2241-6316-11506-3655,easy,no
181969-2568974-2046172-2642079-2642079-2631789-143642-22261,117874-219002-199136-74929-74929-327421-47307-16965,26620-95550-94623-10135-10135-86347-8734-875,7594-105625-29255-22458-22458-85675-8296-666,25515-48926-29149-12573-12573-34779-6611-832,11558-19873-31333-5996-5996-41962-6166-697,4752-14565-36237-2575-2575-11597-1755-629,2473-7321-104415-3994-3994-15374-1997-326,difficult,yes
687972-293593-293224-773376-703384-132150-542230-94074,1082330-472736-9470-109612-22649-247370-318883-50890,96417-68877-11436-11642-20236-95574-92584-8780,59265-33503-4727-10233-17913-14253-5916-12074,40099-29478-4005-18046-2899-14730-8487-1418,32825-19529-1831-13827-3592-13551-13227-5387,24557-22661-614-6713-1628-3136-3201-1634,6940-12386-354-2161-1242-1941-2520-1285,easy,no
615117-153033-148049-1142495-80496-7111-115833-69228,122608-72477-46965-20418-5319-6565-14127-47075,3569-1082-278-2565-1758-17874-9673-16855,9150-9197-5675-12924-932-4223-8732-4096,7564-5474-2827-14928-2257-7835-1611-13771,12428-8162-6652-26881-3114-17819-4698-12695,9158-4383-5715-21137-3146-7590-2683-7857,5543-3159-4349-10122-1846-5786-2628-14321,difficult,no
