delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
2153550-108344-2047224-1544500-501711-79167-1053022-1367288,377184-7347-118065-1090647-75771-88418-18679-216687,259845-3726-12042-340883-13358-16656-8328-24789,164505-2000-12240-89960-37154-9401-3958-14322,51763-2391-58347-99711-50331-2011-8541-18691,43338-1039-6750-27033-10950-1799-4331-14251,22428-347-3675-16452-3524-911-1727-1754,15446-206-2356-6337-1754-538-726-1091,easy,yes
1350442-2448239-102112-1437102-365821-1130370-247168-1224311,102287-745042-86780-200438-17034-645212-35985-51446,105369-167950-31945-55696-15576-10613-10203-5979,25590-125841-2271-31828-4767-14725-9509-5019,30971-56546-2777-7671-1133-38329-3787-1610,12383-28031-7494-8461-1280-22017-1318-1172,7895-19597-1658-7582-749-12791-1164-787,2205-11034-507-2519-291-2783-395-216,easy,yes
301640-223486-848319-26345-606027-324475-119308-263192,62351-81704-259690-5667-298033-46824-24450-146172,12550-10322-100707-3122-39869-12233-6738-6169,6161-1685-23163-3686-6637-3964-21083-7732,842-4964-11109-1004-12766-3690-4735-4462,1250-3993-4052-688-5934-1745-3200-1282,629-3150-5366-258-3374-310-736-531,509-559-1677-67-1925-325-387-283,difficult,no
104609-1299758-142060-248891-762638-246812-135909-748738,133555-195088-45421-121772-28968-25250-64986-96163,16140-46421-7091-7560-1892-13447-17976-4355,7962-22427-8103-5587-6972-12574-2992-8911,4269-17047-3608-1575-2153-4698-1888-1064,825-8360-2701-2417-2312-1730-1008-6172,1023-3075-879-361-614-955-448-599,541-1434-811-351-252-241-357-268,easy,yes
60475-500350-86495-198170-836478-163104-119519-187288,59584-17802-39276-18646-80267-164820-35083-25926,10303-3480-8686-7667-30347-49025-7139-10668,15397-6042-1798-8839-15333-18352-10018-5390,3108-6364-3667-3136-8556-3060-2052-3013,3914-2576-3556-1629-10523-9216-1450-2257,1259-768-762-700-3099-3008-1887-818,574-487-587-408-3547-1456-372-409,easy,yes
456153-114161-164392-526042-1263030-243940-332420-624051,38262-44482-14368-24068-97869-27626-42790-115656,4582-928-13766-22423-5163-10135-4833-7967,7968-12023-7157-2205-18653-2913-8169-45429,1586-1629-2743-1776-33737-1430-3880-6481,2664-2206-959-1681-6395-1325-1329-6099,928-568-930-617-2192-2316-1632-2575,795-667-528-326-2709-462-846-1547,easy,yes
1022069-871905-810030-274675-186230-124258-1137437-412539,90782-185054-95289-37833-45483-35093-431450-99788,34111-23073-4171-16291-6617-14038-20616-76494,16508-58438-10897-2166-2377-8283-20241-3107,4942-45691-30173-2170-2250-6428-10319-5145,10256-19992-8705-1443-1819-2054-4126-3144,5249-10181-6674-1411-693-3451-2114-3697,1677-12212-4292-739-298-425-2273-2770,easy,yes
677166-1670554-741602-951722-348015-1535882-944241-128657,264213-619935-190135-151807-11941-98688-201437-185603,126633-179269-18687-68542-4402-6964-19107-47045,26744-172649-14283-5164-691-14957-5113-7447,22670-137896-15881-4805-1102-1544-12561-4923,17813-47722-3869-3959-594-3673-16102-6072,30897-58417-3785-6295-579-1320-7467-3352,6506-31691-2200-2450-283-1761-4503-2628,easy,yes
70768-423866-75715-1362585-37566-380644-1576121-119236,70464-335252-62946-152936-45672-21863-199216-37754,4840-31653-8627-31405-10507-32663-24035-9841,192-43482-16217-16846-6332-2860-8641-4532,2394-7603-2232-10614-5914-4682-12321-3070,1723-17506-2856-3729-2235-2610-6057-1375,1359-6527-2204-11088-2570-1469-5190-1399,983-3433-1202-3912-1185-722-6169-753,difficult,yes
109538-1050974-187468-224470-718081-624462-451732-1740275,84045-107906-17319-34658-27595-62126-34396-144705,74574-57861-10377-3562-47987-27937-23765-9769,16010-71132-19810-4191-39723-4764-16361-41833,5957-9820-7064-1409-12735-2952-4766-2927,7476-14768-2557-2194-6985-3963-2402-5608,3240-2907-1024-3432-4162-1910-1098-3868,1856-3764-584-778-1926-1515-1319-1358,easy,yes
