delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
660836-891248-18422-12735-357259-51092-104045-645387,156134-64409-7458-6592-103165-9106-18929-59447,15357-21133-4216-2142-7381-3880-1360-4612,45402-14913-6734-5712-18329-1418-6573-13036,44240-71542-4086-15115-4939-3757-17363-25489,16400-47903-10898-22671-6030-7268-48312-30028,17410-52955-4986-19148-4410-2165-14425-7825,34871-25911-2881-5524-1118-1434-15574-3937,easy,yes
74086-171990-139809-2072580-85461-19942-71523-19588,19350-15480-21197-313178-21879-33028-4260-3334,9650-368-30019-20766-16803-1408-9488-982,1567-4410-91762-46076-6272-1081-10124-1378,1160-2046-4224-31517-10508-2029-2942-1076,5447-1325-7042-17128-12057-2620-9095-1333,1531-1520-3736-35832-7059-1020-4651-1259,1220-1265-3983-13620-7934-958-4160-1715,difficult,yes
1072050-50294-303378-1988209-25598-236524-91537-93982,200227-15822-60828-140496-21306-32361-24873-25984,24827-550-6802-53364-5859-5658-2270-10644,11265-2208-11957-28627-6095-3785-3448-9792,8522-1245-24817-33221-1248-2002-2587-3348,44261-2178-17082-8887-2389-2903-2126-2879,21582-1306-5026-7766-2485-1620-2265-2481,7218-400-12157-5352-900-2057-2850-2130,easy,no
14599-68491-9390-99566-65815-18845-1883-13639,5940-30071-4069-112280-14788-14963-11065-11437,3328-2163-12259-3655-5273-8133-5714-10188,1501-10835-8216-5388-4991-6996-29629-4076,4149-3160-4807-7228-6126-13906-10382-19754,4118-5945-8349-2653-3622-21098-25736-35001,1599-7681-3531-5036-1253-10395-9004-11152,1720-3967-2729-2129-2172-5108-6189-13534,difficult,no
425921-1086483-479194-463773-293769-1372344-69757-517166,27388-266825-25154-69186-15869-73777-52120-62112,38413-83299-1947-4550-10270-11198-8910-1230,38351-44330-7043-5127-1320-39889-8495-24447,24391-19495-7032-13142-7362-7286-17155-22563,35686-23742-9248-8257-7145-26914-4885-26257,8617-34853-11565-5963-4212-13992-4527-12951,7835-13657-3361-1823-2985-13551-1349-10551,easy,no
185202-223846-51058-26992-21265-12800-30004-38080,27035-215250-14848-17163-12678-33412-3307-16119,29553-48985-1903-3265-5559-10212-709-14610,7764-51839-4580-3041-2491-7355-2551-11137,25334-40742-9476-37957-6416-12699-3319-9794,24025-30588-7249-31693-18915-10266-4915-9132,13186-9719-6627-8144-44291-15488-1095-20103,4873-8309-6398-11905-7115-6835-2488-4939,difficult,yes
139392-450172-1930677-212412-891787-31813-9966-164465,19353-127760-138428-126923-43218-20116-3814-18662,5531-21988-16314-7978-13835-4671-6775-2539,5936-6795-17246-31945-5330-7893-12022-3586,4475-13154-54992-19718-7898-5809-7317-13940,9594-15854-26331-27471-4725-4102-10525-15281,1017-20836-66889-24143-2005-1054-5043-5531,1755-7867-37922-10087-1103-1388-4568-5563,easy,no
8495-8382-146695-30351-24155-915850-14642-8065,9850-14372-57512-6693-8923-43124-18517-8616,20416-2468-34144-6555-11710-20073-5654-22222,6131-5473-13228-4768-5167-8597-2200-11706,4363-2408-18521-5822-5728-8458-6394-5830,19348-886-27958-3729-18253-22482-14624-19163,7892-859-12109-2515-9773-9551-3434-14453,4519-776-16891-3848-6818-3355-4593-9454,difficult,yes
35527-407274-4152-7938-5040-6816-84109-15984,23800-117427-21794-7709-3769-19871-9618-3337,9556-16963-15005-2798-17179-38819-3635-13065,28473-12309-13163-12078-8451-7590-825-8293,19843-37961-5464-22054-5888-11475-1109-7332,15606-44985-31211-79097-18978-36350-4350-18385,5025-22279-14424-8455-13572-8717-3446-23505,19331-12993-9863-12724-6756-4701-2379-6768,easy,no
19211-101592-1038171-41934-3540-5946-4336-990593,217183-16459-359316-13926-21408-6480-7478-105775,20952-8072-12837-3671-20048-18152-16577-11797,33941-4647-20593-5765-25020-5569-21437-38222,24279-17363-10509-7839-11108-11920-14763-25188,15017-11521-12733-2149-7281-11091-5330-40016,21250-7631-12023-1528-5754-11700-7017-10362,4048-1696-6095-1001-2021-16455-2676-4834,difficult,no
