delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
63243-486990-910098-376277-178168-11239-1506-590720,37338-55541-84177-87086-89344-8571-3869-47707,23187-6452-7221-13125-44635-5144-3921-37313,1418-2255-13791-1908-9049-8337-1353-16788,5117-1892-13586-5505-9853-8963-1439-8227,3579-1275-4343-3708-9701-15848-4956-14857,2114-2454-8435-4182-10402-9233-1840-8392,1553-521-1737-2496-8039-6620-2596-10944,difficult,no
356906-758236-231572-22693-465720-187814-99283-417731,125382-28051-28042-10298-73836-29198-98282-12628,14374-2960-11599-2749-8221-6578-10989-13107,26403-17592-6871-1684-20923-5484-13596-13937,23296-19721-4073-3881-24624-3773-19930-14024,10458-11162-1822-3304-19002-1851-9234-3970,8891-7265-1217-1246-7211-1474-11873-7667,5245-4246-1705-1711-4007-1344-8931-13489,easy,no
511584-1973867-336383-740226-1894686-201796-784214-248427,58205-45640-5853-389261-63413-43193-460291-75103,1575-10103-535-56172-103749-10327-56096-44183,8141-23944-432-31823-20975-5690-45470-7550,11251-13195-1898-30202-10750-5721-16982-8895,21414-7117-1204-40980-27387-10020-37973-3287,17248-5840-493-7672-9455-2819-8687-2045,14536-4180-851-8508-4177-2617-9784-3135,easy,yes
330967-1577487-28522-137520-49942-156189-616928-128746,122497-85073-19172-68441-101279-101134-30615-57535,15264-24040-9547-22102-55093-26581-5855-3210,6169-5574-16457-19900-10979-7526-4370-1916,14345-29909-23096-13913-15615-5875-3306-2921,5262-15418-23935-8027-18793-4733-2708-2915,11483-21709-7598-6511-7857-2311-2001-908,2199-19412-13714-7769-9074-2106-2902-473,easy,yes
221399-1965093-186289-129600-130745-85430-42837-72908,235799-227080-40088-67444-85972-41068-42416-4258,6562-33397-4880-10081-48736-3774-7633-2131,43857-33163-6367-8724-25752-7409-3268-4114,17763-83667-3818-6851-6682-4672-3692-3776,13175-46020-6019-3396-15390-7915-4925-2412,16245-9916-4681-2616-10383-2282-1600-1078,4257-15508-5244-1410-7259-1842-1237-3346,difficult,no
46323-1101666-936300-35964-52219-777303-26717-34845,64821-302186-174486-22023-12336-84227-7579-65900,18496-103636-19842-3502-4615-13013-1916-29193,18113-35140-8895-5004-4469-1117-4367-5571,9700-29847-7199-1320-3114-2029-6522-21747,10104-37298-5036-3179-2344-1741-1758-8225,18589-11238-1547-2740-2652-2446-2659-5794,10319-7245-915-2669-2906-1566-1051-2696,easy,yes
133412-26218-78737-65260-259707-36157-111603-1886784,67281-24766-24809-44016-30549-7471-16527-102196,17792-2241-12894-1949-3369-1960-6531-27678,5697-985-2295-2338-20137-1117-1226-24447,10658-1388-749-2615-25957-2930-700-11404,8984-1123-3749-1210-7640-4896-2363-10680,2700-978-6538-407-6663-1790-1627-6322,1658-153-2292-443-5879-977-1448-6958,difficult,no
148439-1046637-523137-1302246-547755-442958-325859-29927,8236-512304-197458-301262-348230-64436-453698-14236,6500-41003-16717-27078-6250-12751-35008-2753,2338-123090-72214-25552-22006-21238-25811-1541,5296-31138-25235-10295-9641-19529-22180-1285,3291-178231-14142-8974-9746-12832-21756-2436,1909-68075-15285-4417-13366-4904-8022-1916,1007-60937-12463-7144-4251-15577-6758-2948,difficult,no
88555-28306-156047-39431-307225-534487-144144-470009,26651-22667-25726-19852-13128-37605-157260-31032,1078-5085-5564-16228-3667-6153-11363-3270,1354-1403-3870-17847-9077-10834-5407-5634,1322-6513-1719-5764-2969-10046-9639-2759,1295-5032-2607-14421-4514-13978-2834-3458,736-2074-725-17109-11000-7616-2863-1777,660-1557-442-3457-3843-8784-1506-1779,difficult,no
627537-975043-1814650-471975-527014-34872-736715-200712,115051-3147-43625-7521-752555-50571-1523312-220358,38380-3567-37800-14053-48772-3669-34397-31003,25284-5033-14104-8333-16709-8029-134575-15808,8113-10855-41473-19065-38774-4980-66679-3433,14826-8984-21742-12249-13116-6165-28483-5215,4857-991-13737-16015-6236-2940-48851-3284,5565-1979-10819-3728-8956-1689-39358-1979,difficult,no
292977-105311-19978-13381-106466-30151-288212-414069,125870-26974-7543-12960-21715-13337-88737-174242,24401-19881-45362-12619-5340-9688-21600-16111,12583-13496-31143-17985-5405-6956-8287-8567,33638-6462-16554-6255-3281-23506-2215-17585,12792-1984-5197-5513-5494-19018-3573-14697,11171-2279-5057-3711-2265-9337-3418-9398,4846-1107-8681-6144-1780-4182-1294-6800,difficult,yes
55299-608227-2683875-10144-183171-205038-23405-905590,11828-36738-79394-1271-46040-15158-15326-132397,3867-24139-42483-806-6451-4550-4699-8364,2494-6469-68442-1484-7537-10107-784-49235,8552-3360-32728-1766-4125-2699-3134-10076,3425-5597-18194-7145-3939-6123-2003-13988,1473-5642-17395-4427-1544-10038-1229-14596,2197-3681-21219-1859-2313-4239-1374-4037,difficult,yes
712515-102296-475830-149700-81913-30722-249294-161283,18907-120316-77959-11594-59017-55728-43276-26479,20257-47648-19260-2346-6423-4029-3659-4981,8522-25767-15913-518-31817-53132-1739-11790,7661-14387-42737-1971-7260-4185-1646-1233,12596-18294-9925-869-7774-12061-3856-2869,18241-8560-20276-639-16386-11771-3531-1898,4943-12047-6938-350-6281-3064-2673-2711,easy,no
13026-2348336-165307-430888-187717-17684-90104-73686,44935-41622-18718-245069-26365-9023-20756-49990,60559-30430-8068-16681-16962-3441-5553-7733,67499-28572-1390-36690-10922-394-4425-2635,9579-8928-2356-16774-4451-2913-1738-2883,18094-11280-744-13982-2828-1363-3503-4524,8137-14384-959-10026-4325-2132-1744-1645,18265-3790-1666-8121-1691-1620-2222-454,difficult,no
272469-106569-1425133-2165324-117261-45926-1854669-51795,142759-119343-267560-117069-10644-67330-46243-8505,47744-10154-161400-25055-4860-24932-4849-862,18433-14770-95736-26626-1657-18368-25019-1336,15325-19763-23867-20954-4154-16365-23409-1567,6605-7845-17295-11257-3042-11954-14455-667,6116-17204-8598-14185-1477-6895-9713-568,4937-4558-8531-7796-841-4920-2545-421,easy,yes
922322-3899-237868-1014931-470737-237094-88848-9119,189713-31681-47824-157858-305036-28264-77562-19688,57856-2008-9341-34179-87611-1143-10677-38492,26014-8774-11127-14389-11091-3479-12679-8751,32209-2836-12884-18611-9156-3169-8294-13954,11139-8145-4117-9549-13812-3173-3576-14165,24713-10121-3236-3577-19337-1987-3117-31948,12977-12392-1669-2720-8939-1024-2799-4218,easy,yes
94112-306189-894974-231488-210649-211482-603377-285870,24723-21687-32075-160961-122956-15758-62009-43169,12356-8718-11222-16979-3967-3940-6713-3942,4053-13371-42790-3509-26780-1227-7522-7265,2213-5932-23127-21567-20703-2360-5009-8471,7823-11182-8758-17145-19404-5835-15387-5220,3528-8585-13838-12520-11539-2109-11228-3916,2106-5154-15793-9180-6290-440-5095-1365,difficult,yes
43739-357348-19979-455849-89654-10701-5705-409594,12252-43865-5039-17704-10344-8533-4928-13825,1762-5364-9104-11328-5759-16538-1968-5998,2370-1569-35921-3524-4728-17524-6157-2718,2006-2518-27558-1208-5507-18632-1478-2487,3225-5093-20765-3276-2944-5823-1834-3274,3726-4375-9762-1364-2053-4800-2441-1710,4279-673-7255-2644-658-4615-1740-1429,difficult,no
127625-1058305-1008960-781081-45511-306876-540346-86348,117008-73127-150021-137388-21426-154632-193309-4506,10615-14603-35146-38517-14414-32941-209812-2363,19546-4524-3895-24124-8265-20511-109655-625,2740-3703-23026-14564-3717-12725-54209-740,5336-3324-16635-18497-8513-13404-53303-1077,7914-2637-12541-14371-10460-29507-71234-121,2070-2652-1987-8765-2636-11138-36560-154,difficult,yes
239603-34406-622056-71944-337776-95490-237974-193346,33130-48005-50607-49772-25308-11181-31924-33645,6910-5542-26959-7342-8126-3215-21785-18723,2032-9361-4952-16202-28317-2444-14351-9564,3089-9882-2522-2273-10932-1385-3627-10970,861-13082-2838-2604-4021-1290-15936-2533,2824-16290-1877-1064-15497-3493-8546-2864,1726-6456-921-1411-6323-2367-1849-2762,difficult,no
217228-29603-186259-2477-17458-338677-91788-457572,8787-10417-16317-14473-15839-84028-42781-77967,4691-1674-4461-5736-26099-2154-3310-24390,5545-1191-1052-3830-18718-3347-2890-13924,7787-957-777-5392-13045-4815-3466-9467,3940-3553-1022-6195-9667-1735-3519-6953,2935-3310-624-8420-6272-1167-1622-6026,3392-2313-518-8255-2818-2046-1372-4074,difficult,no
51647-316156-227391-104946-25224-14765-159158-65658,112198-234309-24704-17982-9577-10526-43420-33420,6674-23488-11729-1170-14205-2396-31275-7424,10330-36577-1246-233-42613-3460-5652-3617,13640-11003-5376-425-6783-813-7284-5778,17300-17498-6878-596-5746-2961-14055-2588,8042-3703-2437-295-8621-1027-8448-1640,10780-13947-2188-641-4254-1389-3662-652,difficult,no
170007-234099-1085207-626726-8052-211227-41657-365917,50830-34989-6912-43265-8911-3684-23333-39656,9491-5026-25745-5332-2638-5380-16051-12836,1602-5991-16399-10900-11027-3111-17979-15395,8189-4889-22174-5815-10661-725-2786-2170,4466-2476-8205-1276-8296-1342-4936-9614,2856-5407-8300-2350-3392-1231-5969-7450,626-1256-3430-1189-4540-379-6148-3147,difficult,no
1266061-1145815-59467-119025-75665-20436-743036-571322,115179-58914-16495-11262-100357-6839-9546-42707,8949-20236-1002-2023-17707-7394-25347-10345,2447-21642-1977-1569-2400-12014-10639-12998,17590-21256-1094-1482-5084-8870-2343-6247,8096-16105-577-1254-10683-6918-11943-7437,8871-19966-734-1213-8660-2556-12211-4804,3534-10632-436-583-3004-17088-4604-6926,easy,yes
54406-118551-438546-8652-11663-79155-57860-827547,45641-36738-24466-10818-9631-14972-13742-117553,9380-5231-5458-6530-969-31139-8129-8167,706-38620-17809-15410-3138-10738-4577-29656,1573-9779-7062-5331-5237-4727-4208-9733,5412-8598-16233-4273-7717-9140-2334-2859,1724-6497-4621-5630-11865-8826-2338-1703,1956-3526-9982-7459-2463-2749-838-2290,easy,yes
35947-691059-1426935-191543-46885-723078-160820-24608,192038-38257-219319-28568-17824-27165-57360-48250,32293-9887-12858-18503-15453-53121-1765-11664,12443-8123-27643-26961-13322-21188-2214-31404,5070-6988-29154-14546-11711-12971-5048-11198,4462-6254-20488-10982-22343-9900-4475-10899,2642-3404-7200-14926-10457-18983-2412-5527,4997-4871-8690-4694-12947-11404-2036-1721,difficult,no
1059110-98689-298445-447316-51642-119675-283897-186276,391808-26663-71466-12423-22703-8950-99899-10580,52195-9315-34021-24057-6424-3020-4148-1082,50847-769-8892-10505-18440-4473-7665-3359,22073-1448-10937-7831-19110-9461-3069-2478,11142-1681-9040-1987-8519-2564-5302-1037,19136-842-4303-1382-7688-2021-4165-1392,9274-541-1369-2505-5816-1858-2465-354,difficult,no
19797-198008-91547-47724-1875663-1459722-608310-118734,15989-76133-9267-44513-705287-90115-462232-28954,2319-24385-8936-8744-90131-7551-203494-5981,3000-5437-5410-2223-34800-30085-81861-31527,758-3887-11719-6360-54791-53628-144331-8857,873-5139-6445-6867-59629-15953-150037-14980,207-949-1720-1461-55586-11814-51484-3729,114-736-1271-985-15873-2170-35713-1623,difficult,no
358166-273882-554096-747781-1455511-596425-637802-1339203,55990-4122-567809-685433-164355-183873-126828-130697,16467-3718-31521-111659-37872-46164-41434-53858,13818-4086-24289-100337-31074-100412-23226-40280,54852-2623-38458-31148-68084-40064-18061-40866,5711-2540-23511-15493-14855-16917-30647-18013,4739-645-20115-6983-12094-14796-13365-16866,1641-581-8390-9665-6062-19459-6167-7769,easy,yes
1112917-99452-353607-767693-16942-130311-1442796-748157,155307-145802-276928-395175-19137-48371-211027-130537,86044-8691-62898-41650-44742-13223-29412-19616,30550-3993-10874-20449-12802-5938-80118-14633,42547-11103-12006-14176-4564-6343-38215-19988,30319-3635-8393-7599-4717-4738-45075-7562,13797-2272-8923-3000-2924-7626-21353-4610,7110-3423-4171-10057-1351-3231-7681-2586,difficult,no
85007-42657-42127-1290314-1610284-347601-572388-776771,16057-7514-37449-227667-309444-63455-64995-121626,1972-2030-3417-310948-28409-1052-31521-38917,1463-7455-11489-149562-46966-12660-17760-71202,2994-2145-17314-50590-37103-6448-17702-33698,2263-2125-5172-21207-22377-2457-15739-20020,332-1245-1884-5018-5985-1864-13482-10674,889-935-1193-3178-7569-2199-7330-14319,difficult,yes
222859-56422-28754-103918-57180-28697-16120-37860,178557-18555-50582-10062-19842-23455-147258-82344,44764-3312-6371-15422-987-4936-40948-61221,6035-7269-33054-9621-4622-2410-31423-25262,19091-3725-25282-30285-1508-1650-14349-13963,17916-2032-7598-5285-1070-1339-8718-12733,5805-1499-3170-5181-1509-1354-7683-7211,3911-1565-3807-4790-1357-880-4491-3003,difficult,no
1608979-297133-942868-191642-709664-118094-540459-830501,414258-58055-136384-21096-125666-108840-139573-89691,103454-8407-11772-4419-25111-16049-49255-40553,100756-5896-5611-1926-36648-2172-15045-78451,43866-6388-8420-2725-22379-9190-8123-9896,34228-3106-21848-5260-10264-8181-10564-21870,37040-6095-13237-7568-13556-3310-8869-8831,21735-4676-6381-3314-14855-2987-13572-16063,easy,yes
724035-53491-254054-281674-39288-626433-68448-263132,93012-14067-41225-159799-24921-21599-31174-302313,34490-9037-16888-18747-24874-10734-4622-41762,28484-4815-3154-5293-18641-5978-2019-23073,7438-9985-6876-6335-6320-4989-2525-9698,29400-4486-3650-3112-9751-4898-1594-10296,20815-4386-1488-1450-4494-1355-974-6225,11789-1861-460-1682-2722-418-730-4508,difficult,no
406151-498818-1081043-183884-1078538-374967-185583-65559,99567-64185-122213-54566-32860-96031-176006-26840,36010-61504-24951-9595-6867-9865-29974-4295,27063-83919-13466-4428-7869-31420-21412-8770,7472-106077-34245-4735-7751-17098-12602-4294,5576-26145-28277-3707-4071-7593-5691-8271,6077-17040-14901-1695-1769-18213-6524-3851,2729-8844-21855-2437-1690-4843-5291-2736,difficult,no
817209-331691-22090-78816-24127-38782-917412-920633,109241-6527-2831-19001-23675-10547-60466-266727,16138-1755-3958-2787-3024-2825-5097-12307,23691-14665-2750-1328-24813-4735-4530-14599,24586-2643-3830-553-12848-3947-5342-26218,15007-4456-4007-944-12014-3078-1964-11486,5904-2860-2605-650-9089-2570-2787-4306,6209-1903-2175-484-6275-764-622-4115,difficult,no
1495905-786787-1464826-849059-1555941-788643-1956650-68748,199987-149352-235306-159836-496217-59597-380772-44364,36070-40130-104523-62684-20867-68539-149660-2349,20168-16006-106202-6658-59913-15700-34119-6318,9786-12640-26916-10930-59637-9523-24149-5436,6661-12048-14910-5935-27050-5387-13946-3001,7032-2623-12574-4647-17866-4122-17027-1823,3653-1960-12174-5926-11583-1716-4222-1219,easy,yes
813384-381545-133843-750426-555129-1009575-1043980-299391,269800-145534-51585-98184-507921-173467-498480-105110,89578-5685-4235-40304-47698-21740-71390-41880,39678-10736-2598-3426-23861-6390-21876-53453,24611-2717-5453-2380-7631-7219-42096-9545,14982-4533-1418-4725-8774-20754-15746-19847,8923-4536-2398-2274-10850-8168-7057-4985,5730-1616-893-1930-9140-4391-8707-2620,difficult,no
193475-44004-27554-23086-4462-495443-329615-562816,100782-25670-25106-8536-7503-41762-44524-331263,5389-7390-8418-23883-4955-8936-16614-10019,2605-13122-13771-11555-3156-518-87740-24555,2265-4109-5183-4481-2492-1989-4440-7026,1457-1628-9564-9127-1518-6148-8495-15130,912-1212-7103-5136-991-6938-3170-14133,1066-1318-3146-3757-2427-3140-5025-4204,difficult,yes
216416-216416-228506-49306-37795-13682-783222-2541,42676-42676-54627-32092-24904-6885-369896-5425,9482-9482-3967-13199-4293-4875-64525-5864,8308-8308-5438-9873-23814-5457-7958-6822,1774-1774-4690-2150-6250-2365-4780-6142,2031-2031-4939-8439-10472-2150-8202-7185,920-920-2051-4641-4190-1778-6783-6273,765-765-1411-5221-5176-1243-9003-4825,difficult,yes
675964-932669-202293-123947-1161491-372111-479401-1648757,55722-146832-54141-25575-130185-291259-66604-138192,32509-28649-22912-29176-93893-130774-19454-96307,11492-10842-20172-19679-83287-59052-19128-100757,39965-17312-7405-21364-86833-52343-5891-39199,18005-5473-8517-8532-13091-59039-7219-20888,17705-6580-18229-5209-24118-8317-5388-13311,1845-3717-442-1074-6774-9067-1430-4371,easy,yes
803706-644853-197848-290497-554609-677079-605994-177995,86226-106726-116174-128116-135163-79578-26216-64893,11305-25506-53584-11257-10236-77512-4050-21719,8637-81701-77720-4037-38000-40050-8663-15609,6941-3554-7568-1771-6919-26391-2581-1514,13367-15612-6181-4695-20056-12682-9211-10517,22210-27891-4040-3663-10189-21307-2066-8599,5217-6102-4177-468-8184-7309-2898-2831,difficult,yes
160648-806679-1374919-2194223-58855-8281-178305-54206,17649-258727-290422-199624-78839-5346-10511-37344,2806-71742-57552-107619-4355-1327-1067-15839,3336-24096-95561-52829-9275-6687-5912-7588,803-14123-6370-17707-1767-1503-1269-7362,3235-21849-21522-29272-4423-4013-2802-7014,1821-38456-25329-27008-6017-1961-2775-2830,1858-31081-24824-20195-5070-1124-1691-2858,easy,yes
332259-77934-170595-45787-332000-9431-218844-229978,159441-59400-33023-44380-41049-17151-21061-32678,11267-1495-7271-7218-30382-21861-14455-2042,6454-12756-12722-1794-25723-19033-19172-113,4577-4871-8020-3416-10022-1453-7843-5093,7704-4945-12278-2406-6131-16966-15054-1333,16423-1629-10549-2481-9501-3976-3885-2610,13522-787-4456-1321-2982-5262-5804-1220,difficult,yes
219145-114781-245352-1006605-12791-2675-2393291-872305,112836-22089-16619-100927-24985-3449-427251-31973,39883-10980-2730-62762-43255-16845-76290-16481,35606-12809-19086-25127-9198-5825-48715-13993,46671-2657-10516-13757-31791-6065-35856-12030,20397-2526-2929-21112-10221-3968-22777-6718,20531-4553-3598-16448-16317-2449-25302-9158,25132-1327-5335-12628-4571-2320-10456-5521,difficult,yes
644910-14145-822120-1463594-1771845-1908438-42073-17110,111648-11530-138224-194377-318474-476711-37999-18212,16660-3028-55048-31268-38053-23814-3124-4564,10523-1390-6883-22722-17334-42296-6391-6206,9430-2118-16952-36410-70214-95158-1911-3893,4934-2235-16299-12732-41545-39989-3496-1331,2692-3444-8226-19049-12196-11794-2718-569,568-1294-2416-8129-4417-4565-1173-447,difficult,yes
637395-12527-153181-152265-1056383-466059-1108185-847439,215931-6558-125025-13456-186768-68034-143889-62447,120730-1431-22884-5381-60264-11343-31881-22910,29896-5653-7047-3462-17101-4028-36029-6325,17320-3552-8223-4306-31817-3990-33629-6600,10436-2085-5030-3139-7606-1873-13947-15425,18132-1530-1990-2449-6909-4916-7060-15767,12372-3394-1104-1204-3836-910-8385-18600,difficult,yes
182329-644674-1913311-16458-210474-339457-455906-3396573,18306-100321-57144-31854-13683-83906-255095-508462,5066-14565-3994-10795-5796-4580-17202-67720,5232-4454-26044-7029-1724-13142-63563-48193,3827-12962-18545-3841-1684-8685-8120-24421,2145-5176-9957-14274-3425-19094-9878-31598,2306-5338-11436-23991-1610-25185-16702-23981,568-2870-9814-3553-1266-4288-14914-20698,difficult,yes
140393-672366-287950-791129-663972-310505-150086-1771816,12754-70885-208963-123877-527796-60994-18815-159754,13178-8865-22902-10591-33730-17148-12946-3947,2407-9240-47967-25096-42131-10124-3506-13681,4987-11546-6070-12664-14959-5265-1283-11650,3024-11847-15526-10643-15978-4516-371-5736,3349-6761-12877-7661-6805-2841-700-2556,4354-7634-8555-5359-7371-2298-400-2134,easy,yes
41794-895079-827211-227142-272758-109143-239175-4555,28547-70266-107257-53219-5392-15836-24874-2961,10759-5558-43757-22824-5291-5866-32977-4785,2217-13016-10507-7683-8980-5217-4249-1082,4777-6356-18417-4325-5390-1462-26232-570,4552-5312-18600-8123-7391-906-8406-5605,1489-2672-16394-2520-3558-5413-10217-2616,932-3372-20922-3868-2735-1763-18136-1649,difficult,no
