delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
171149-89114-148156-106334-88094-202133-832228-741054,24947-42621-20512-87216-55665-64772-344358-114953,6898-13838-3101-5716-7500-16332-42012-16166,2012-7766-1543-15666-3476-36713-90492-26383,5411-5427-1721-13108-7268-3760-21087-31231,3847-3351-3208-6865-4611-12737-14014-28799,2010-1777-2622-2118-3834-14226-9687-8466,1704-2077-2030-2350-5498-13466-14400-8340,1510159-1556293-485418-39933-1166840-153976-163854-1606377,58009-535257-36044-6279-271763-36782-98431-29642,14272-94538-1694-2369-165612-17034-63396-30709,54598-54081-5606-1073-71193-1157-10670-39313,24616-125963-1436-1949-54699-10613-42508-38978,25574-64166-1463-4112-47201-4522-27318-31852,14760-42301-1006-2923-12311-1363-8116-21858,6400-16560-372-2316-9884-1351-10132-15575,easy,no
1986411-411162-806036-70878-724397-70161-471454-101843,186671-23991-67116-27388-362533-19556-261169-26520,78754-9762-6420-5536-85839-2601-2110-33479,39000-19441-3381-2605-22454-5709-24259-2783,25043-5326-6495-3418-66337-3040-18269-5440,28281-8719-4861-4173-11055-6479-10499-6750,13468-4614-9281-1555-11556-1660-8048-2430,16553-3068-2877-1629-17270-4280-5997-2186,easy,yes
401304-1565526-809062-2699226-149364-193550-1393255-158678,38410-105455-138994-1755528-92364-10559-53639-5682,31408-182364-33070-77115-21168-2855-18656-3514,18499-14691-14875-74197-19312-1935-18214-1262,15243-90650-17850-115281-5873-3157-28351-625,16109-52430-16243-90176-7218-3700-17426-816,4429-10186-7144-15118-3078-652-5618-991,1438-15119-2994-11200-1771-467-2956-556,difficult,no
296064-525763-171363-2136846-1047047-78008-35363-117663,16208-173746-102533-123970-77399-43895-18471-54978,6561-67434-37751-36459-21369-22210-7247-44545,8046-39149-23894-13466-13174-3548-1927-27948,3623-38883-5179-7702-5771-10549-3725-7091,6322-23422-10207-23456-6409-5866-4916-19380,3444-17872-5457-6012-3054-1689-1627-7230,2752-16797-2324-5182-3348-1222-887-4122,difficult,yes
78863-706483-223173-819700-1521579-28058-663321-1889981,48908-108015-114582-258418-505262-14284-156920-309632,23391-25863-13552-35663-36284-2005-7851-38727,20211-3814-11728-10964-19551-2979-3736-20855,5338-14841-14724-24368-21313-4277-7454-21120,18080-32526-2442-21037-14276-2744-7434-7638,9244-6169-4914-8349-15668-827-10623-9954,9338-5367-2080-12226-7956-567-5272-3368,easy,no
361216-1048673-1048673-636348-514639-356271-686246-160640,56134-278265-278265-211455-37461-39688-85421-109814,10280-37893-37893-56870-14291-4551-17699-17871,8361-48797-48797-66994-4302-8176-16813-17449,11313-9805-9805-49151-5314-8666-6524-30727,2845-17148-17148-69045-5118-3965-8845-10442,1561-10689-10689-13667-863-1671-1175-6831,2117-9870-9870-6202-1461-1084-2110-6336,difficult,yes
215128-223680-791595-90917-281069-137850-1475174-239382,53349-46680-125733-95109-19176-56688-85302-7179,24039-8719-42745-137066-29078-2538-92686-5556,8279-12224-19861-2729-7443-7052-28808-1759,6040-4272-19909-16229-3929-7031-55307-3235,2529-2491-6318-17522-5324-11387-34406-1886,1230-1347-2872-10537-1084-4982-8637-1391,776-846-3238-9800-1124-1035-2505-523,easy,yes
896101-131260-38537-116350-216691-809327-88172-646757,201548-35449-12123-37225-286082-154902-14953-46437,125908-8369-42101-28014-2603-39280-18466-12768,15508-3215-23793-12686-10848-25796-47169-17461,15682-5241-5586-4756-12188-26283-24439-6613,12625-2964-13657-4808-19969-12903-10798-3863,10316-1544-11907-4520-7867-11008-10171-1758,2603-1343-6750-2059-4779-4068-2003-1790,easy,yes
460624-475520-334341-714155-44612-1134426-54947-198335,39278-195967-102801-162824-10141-46991-44825-64558,6812-22392-12935-21122-7149-14192-50367-42319,22896-19436-3614-35980-7290-3854-14973-21291,19289-16151-4906-13615-7153-12602-9886-17343,7193-23382-1908-15531-1717-5207-10317-24319,4242-4942-976-7163-638-3464-2411-6659,1229-6421-1001-6521-724-2742-4519-6672,easy,yes
54191-2618251-274351-289162-225721-233223-261453-1239968,154546-320486-117337-24193-19621-10763-14891-40396,90861-115900-8894-2673-2354-3893-6758-40039,45128-13282-3992-3036-4009-2108-3476-15330,59619-11027-6668-2698-2021-985-2675-17146,31946-36465-4189-2764-3239-602-1856-27897,15447-24892-1597-778-2118-534-2179-8466,5153-16367-1273-692-1214-444-1164-3104,easy,yes
