delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
282366-708951-364073-602872-1132753-1577359-18185-838996,187936-503396-177166-92633-108480-211315-4412-35676,45333-126376-17317-17426-44458-120350-10606-7430,19781-270239-36547-5878-8894-55717-5891-9283,4012-93095-26118-27479-30521-30148-3845-2669,26148-112209-67147-21203-31431-36576-7021-6562,25691-163826-16043-8833-30078-44382-3039-1430,14606-99827-16817-20200-12247-16416-2339-1351,easy,no
596707-507035-725668-1127052-839166-424790-146973-716715,208255-1508668-295164-45172-97459-421716-52807-170651,394433-300367-106177-13138-13635-261971-31748-218358,76889-67591-124894-20187-7729-66199-16245-129281,27054-57453-46333-24743-10522-88403-9716-28867,43839-27337-63795-8529-5975-15124-8562-41247,19642-12868-23612-4718-3577-10731-2373-17939,13777-6066-13360-1900-2000-3231-1394-5043,difficult,no
1458817-123767-1591868-754631-193949-1079-10868-19771,439104-397902-325829-37939-31537-12441-42557-23267,72581-120411-37913-15276-3806-4197-2459-4701,52206-49415-173635-4723-2177-1144-7443-3314,65470-28826-42071-4465-4984-4928-5347-13300,33541-8079-33811-4791-2822-12062-9802-11215,8045-7430-12887-1118-1930-6267-6519-7360,9845-10885-15513-1215-3139-7219-4554-8412,easy,yes
54185-1203817-547818-1858923-1188890-12515-113133-2057984,52844-147939-24147-131114-20353-42899-27726-67044,15671-36359-4991-46189-4565-28302-4978-4251,6982-13407-3136-50874-6370-6854-20091-6126,10138-2588-2787-14727-1384-7258-3266-6937,4519-6840-4864-53975-2168-3936-6691-10924,5125-5132-6680-60662-5744-4613-1416-4700,3185-4036-2026-26781-2219-4016-780-3542,easy,yes
824733-576868-1080209-112997-160681-8541-7558-2825408,69532-70032-66876-16754-74301-7905-5485-1180612,3872-5253-18524-3138-22413-13858-10794-110879,11627-14395-19482-1533-79955-9461-5658-122424,11134-11963-11215-2459-17560-13491-3940-18701,3332-10070-4283-1376-6570-11693-11244-50257,1440-5812-13243-736-7576-6792-8102-46658,2685-6258-4120-513-6017-5892-11439-13552,difficult,yes
370969-895852-151895-61415-1287651-3828-5220-621486,92366-184996-87673-6866-119086-4013-7614-131028,17150-26737-5839-5155-3815-8676-13952-17474,11223-20628-691-6719-19788-5634-3477-7975,6184-26712-11310-1351-24574-6237-6088-2246,4312-11006-2317-2207-15316-8395-11884-7096,7473-7752-720-214-22907-31414-9943-4665,3427-3537-777-521-14644-10459-5134-5046,difficult,no
1142947-1183010-1051124-611130-496983-4152-93219-664373,364433-12964-64214-304373-60626-1253-59848-6070,22932-11271-33184-48277-907-1597-9245-7695,8814-18950-27509-3460-6413-3222-11978-6137,14972-3200-17378-6933-7321-1539-4350-13783,23979-3963-11590-7785-2875-3542-4841-3065,25263-1826-12948-12430-2688-3021-6717-2817,12738-2333-3862-4612-4541-1583-5707-644,easy,yes
1731430-655049-125995-816922-907644-437892-323107-483235,250255-318671-105045-69388-465671-424281-69254-121931,82330-55633-19585-3366-281679-47259-45734-37447,57132-68029-24866-4301-196997-48067-19798-56267,18162-24634-11566-19022-125043-26930-23984-58539,19499-38960-11954-4050-65406-15147-7909-27261,20723-20711-2766-1521-49994-5577-4068-13511,12746-7697-1269-1782-56610-8858-1907-5178,easy,yes
387597-1549195-417353-108532-1182316-211210-1035662-406372,66332-141924-6544-10646-283531-47069-292511-149332,16479-31484-6524-3872-25998-10080-85315-33192,15290-92044-7431-4176-52310-11376-30626-19331,12172-48607-7755-3127-12477-5887-18566-17679,15899-41538-4351-1800-20076-2704-22881-35257,8442-6933-1520-342-7050-2364-12016-4079,5322-5351-697-642-4775-515-8729-4965,difficult,no
652255-578862-898402-609808-203785-796734-1585157-2717214,12996-24313-425368-9511-30906-397467-643767-77118,10819-17374-14278-17912-2588-55272-24503-43347,2016-21007-60136-5535-12997-21185-407838-24053,4180-9964-68718-4717-2860-26185-192785-9037,4864-7245-11899-4322-3817-30709-53998-21756,3830-1252-7051-2433-832-15436-46566-5239,3408-703-5723-726-203-3349-39406-3610,easy,no
