delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
2087-13605-45531-285167-35166-254910-12158-46563,6871-20722-15027-113085-55480-23798-12176-8844,2944-13708-3828-11030-428-9226-2070-1601,1347-15369-4878-10395-2477-3005-1980-991,1067-3262-5101-2143-2919-1772-1110-299,3139-10343-2586-2226-12212-2298-934-1251,699-5049-2667-2058-3867-1251-596-534,1298-8044-2012-1472-2925-604-174-502,difficult,no
289668-867726-394763-3438467-2491094-724368-221216-297522,56708-65805-20827-460262-68383-56818-48379-124701,7890-23645-28420-24350-11400-16389-7127-1095,7350-55569-15126-22895-15529-33445-7453-7558,16952-48178-13482-28671-5620-11482-12925-3706,8012-9977-5847-29093-7610-6232-3257-3390,5687-7146-4322-16759-2515-4087-1150-2806,1157-1919-2877-4701-1197-2416-787-1211,easy,yes
642954-149390-169671-43455-16114-31412-208408-20840,168725-22178-33544-1578-13442-24933-42423-3675,22313-3328-4440-4232-9047-29750-6288-1773,6380-14574-4500-2268-2701-1693-233-664,4887-4922-16833-1923-3987-11238-2078-1210,6400-7244-15570-2900-5763-15128-3207-882,1843-12407-2660-975-1911-3983-914-416,1396-8334-2025-896-1115-3763-752-211,easy,yes
41497-52098-83594-51393-17223-15629-220926-2203,29685-4052-45564-9663-12568-12177-28141-21912,19711-906-51574-1304-13136-12055-19420-16279,9647-3073-10999-807-22835-23031-18895-5546,27244-1518-17172-524-22051-5054-20229-1852,23361-1250-23306-1257-14537-8431-10991-5536,8582-327-5245-665-4656-2621-4788-2359,7203-479-5068-205-7105-3294-5356-1952,easy,yes
61246-88237-431804-408728-439678-96798-94254-412997,14089-13873-23768-81010-164894-40204-18683-76803,31731-5308-6678-41123-43487-17139-1633-41764,11362-6298-4378-7769-54277-10249-1163-14233,5894-6206-8867-19452-79905-16015-1631-40278,21118-3983-2027-32207-41699-32309-1306-22886,7385-3272-942-7874-22439-11445-384-8383,17849-1572-608-11110-11853-4024-333-9232,difficult,yes
2799254-57222-628804-93320-48132-69225-883148-24054,203320-11973-50015-13294-50285-65002-92355-28413,92728-1984-31312-1305-29000-15656-29702-3820,22267-5211-19733-1544-18593-37133-23722-9577,29211-7013-27242-615-6893-36039-24463-4250,38920-2645-14858-379-4670-9414-15241-3056,17981-2002-8834-533-2254-3739-5193-3716,6612-2251-8174-403-2577-3453-4491-1536,easy,yes
16853-218769-121079-638057-80711-190383-27009-610350,6394-44693-51031-144417-72222-20491-25771-44729,1858-4296-3438-57979-46853-6763-4949-11486,1993-4445-584-20238-11661-7588-2897-14446,2595-3094-4606-19178-9891-3350-3023-9989,3543-4345-6484-29656-8297-2865-2260-35174,7565-3427-2025-9010-9516-1223-1460-19107,2492-1011-2315-5780-7622-2797-1238-6793,difficult,no
17184-539524-234925-1223461-193283-16887-25390-103161,8548-55400-42385-217355-23598-10153-37292-37585,2459-14393-25493-12100-3674-7279-18125-17642,8340-5958-7145-23070-4571-7202-16478-8410,2717-13453-8213-6927-1054-9981-16321-1688,2015-14467-3539-28791-5042-11509-19079-1822,1213-2775-2218-13868-1856-4941-8712-2617,1851-3835-2198-4620-955-4292-6070-2056,difficult,yes
18734-8415-22159-850175-7872-250080-49702-4233,26212-1354-8291-273634-13274-90531-24051-5492,1447-998-3236-27051-10605-24933-3332-11214,783-1311-3800-15134-3083-56069-3429-4551,2726-1090-503-34424-2186-14022-2594-1460,2275-2390-1145-17906-3714-12372-1708-2271,410-805-1521-6469-1739-3282-379-1335,1144-1162-324-4407-861-2777-1112-3374,difficult,no
122320-180185-1058470-208242-89767-1466151-205907-329099,119630-24971-56714-31034-51849-341271-30539-32702,9057-15283-29434-579-20406-50341-21573-4125,3374-36484-20842-3983-8994-22931-13012-8998,10465-9000-9006-861-4004-31811-4511-11645,5479-17257-18936-432-8158-20948-16585-5301,1783-6887-8807-403-3357-5696-3804-4768,1687-3791-6113-257-2949-8745-4884-2583,easy,yes
