delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
10194-203223-14683-12235-11149-24004-339730-11273,5241-49994-30707-7971-8076-13265-320906-7424,4099-31790-27438-880-12712-7491-45150-3572,7481-40117-17369-5195-7050-4456-19835-14910,2442-10050-7374-4286-4525-3286-12574-5896,6257-16295-13878-5532-12204-8065-18459-7029,3262-5932-10389-10100-6427-4174-8976-4355,2083-6622-11181-2293-2632-3029-15703-5960,easy,no
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
128808-71944-10831-535748-17797-4659-48818-88796,19400-37271-11166-28426-20105-8658-50220-34295,742-3951-10385-12359-2831-5072-12121-7732,3417-1782-13780-10346-2944-2539-19468-5512,750-2765-5056-5640-3739-8223-6107-9534,750-2743-3331-6463-5028-3102-4096-7916,1145-1010-881-2097-1578-1952-1662-3789,803-1248-2388-1618-1223-5585-1155-1434,easy,yes
64371-4879-4733-2415-23115-5092-4250-61671,58123-13529-4507-8736-8520-9827-4350-14529,11960-7476-2493-8842-13245-5049-7803-5265,6665-11449-4731-5918-9553-10981-5378-4599,1109-7109-3242-5751-6040-6396-2655-1379,2535-7080-5068-4648-5989-8642-4655-1356,1404-3891-5727-1432-2800-1298-5634-455,1283-1521-2329-1687-2134-837-4606-348,easy,yes
52068-159844-70647-17060-5111-76179-909-4313,19035-37649-7761-21247-9813-74230-9969-15973,13859-19706-4809-7207-4823-7625-1982-7559,8091-1483-1477-4463-7141-9055-14460-4496,8673-9184-1289-5719-2332-14560-5064-3259,13695-3446-4650-9018-3881-8720-6284-6020,4047-1626-1264-2475-2488-2287-7284-3058,2450-1222-496-3281-904-3131-1574-1560,easy,yes
58873-83861-2279-4627-3390-11049-5742-1738,11372-8937-10365-8272-9145-18186-4826-10088,2035-4972-17104-11299-1594-5201-3158-792,460-6548-15693-7612-5056-2991-10669-8204,1655-1996-5111-1688-3229-4184-3342-4330,1360-3417-13611-6039-7617-5473-9222-2546,755-1422-3762-4405-2864-2271-2056-1276,376-2261-550-1259-2980-1263-1350-1757,easy,yes
112533-317045-56235-6353-4955-4292-165374-6185,50418-153541-26336-5379-18602-7675-9235-4464,15510-98827-4415-3809-3924-5868-1711-3469,9367-10915-2965-3410-11591-2957-698-2989,8042-69289-1769-2210-3877-3393-6302-3910,7438-30040-1988-5851-4764-6705-2545-5675,9851-11384-807-887-2501-2743-2249-1804,2544-4266-437-2711-1934-1802-1080-2568,difficult,no
31692-50362-209898-109050-546-11704-7486-39498,20782-17203-26851-43486-2798-7623-8163-1150,9124-10567-813-2590-3750-1935-13274-2943,1565-3230-2509-995-11177-8612-8604-1286,3574-5455-1518-3307-7502-5170-7408-1043,5242-11107-1550-6720-8510-3189-6164-2260,4544-3402-872-1330-5018-2169-1421-479,3729-3411-1058-393-1546-2073-1901-1342,easy,yes
3498-903223-1662-301980-7844-15985-187529-19101,5235-15530-8969-43446-14061-8554-28377-14191,2095-16987-10637-4084-537-2975-2891-5698,1859-3247-10670-4876-23655-20449-2597-6535,5755-1436-11235-4356-4615-2154-5434-4783,9569-1405-2625-5381-7695-6793-2410-3397,741-1017-2320-894-1743-2343-1116-3157,1879-924-1365-1272-1648-1665-530-1019,easy,no
41747-444902-12317-2734-3334-7128-4543-59040,23653-71312-11124-11112-17070-4092-6461-14445,7639-14047-5552-7984-6427-7365-2763-5160,3417-8441-3820-17795-5431-4641-3227-8883,1615-21388-2265-4050-5910-3851-3455-10229,1993-14013-3059-3864-3828-7435-11379-7100,575-1878-1530-3809-1836-3624-2745-6481,1055-5580-732-3079-2525-2689-3001-3800,easy,yes
33615-157610-614693-1991-2457-2457-1041-1041,24274-25635-345128-3423-8529-8529-8238-8238,7700-7637-38493-516-8401-8401-1666-1666,7907-24212-27882-6465-15037-15037-6474-6474,10827-7125-21990-966-4307-4307-1706-1706,15420-10515-8573-2894-5251-5251-5083-5083,6931-363-4619-3196-4445-4445-4209-4209,6052-1442-5234-1264-8390-8390-2189-2189,difficult,yes
209086-66757-66648-5164-17493-31099-290134-1079387,108785-12774-44127-2154-22472-13526-53624-77378,7199-3162-9420-3056-5931-2678-6252-6511,30278-2995-2125-15821-21728-1363-14272-28841,6196-1687-1496-9572-4885-881-3801-15603,14988-1382-10867-16622-47024-3869-5812-19746,8507-795-7218-4401-19727-5990-2604-11664,4906-354-5032-15594-7761-1956-2367-4426,easy,yes
500816-239741-19895-279711-48456-10521-4599-9841,185421-43013-11012-43015-15814-26023-2314-1247,15229-19567-9208-9710-1234-10494-10422-4429,27221-23134-14088-3763-1660-12353-3120-4665,19731-19792-9903-13386-2915-4846-3324-2810,15615-21629-28060-12029-2754-7348-14559-17055,11310-8863-4742-9105-2719-2596-4518-5440,10526-2780-5796-8465-936-10483-5090-9100,difficult,yes
11870-163375-8022-155934-32414-15208-4101-9359,10122-34372-32891-26282-34249-6947-9690-7291,2386-9405-4553-26480-2392-1856-1119-4031,8782-12834-11321-6936-9452-16057-4496-7709,7826-5742-17700-2972-6521-5407-1122-5160,7819-4048-8696-3363-12545-11694-2151-24033,3952-2202-6257-2175-3793-3458-2346-15045,9009-1301-8251-1517-10840-9928-1070-4475,easy,yes
