delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
162227-118923-1818639-883706-1403502-1403502-1222800-2129941,100003-27183-108480-93081-58610-58610-3874-145671,46187-32405-14139-31645-20252-20252-7432-25669,5106-7566-42998-29947-12387-12387-4208-24713,11335-11046-34396-3167-4706-4706-3544-34578,12672-7303-11144-4789-2078-2078-2711-14264,2813-3438-2258-1652-1153-1153-1296-3058,1665-1941-1905-798-407-407-642-2258,171022-621928-621928-432119-547498-1087401-16414-16414,43358-21171-21171-48781-74478-22061-27235-27235,1936-7920-7920-11851-40258-3939-1856-1856,1115-16684-16684-18347-40937-3863-2874-2874,2093-5039-5039-13087-13923-1222-1572-1572,2701-3040-3040-7748-11094-2816-2031-2031,664-1652-1652-2549-7254-1698-964-964,285-1474-1474-715-5058-1488-935-935,1151405-2241243-2241243-663047-80239-250793-1085907-2082784,75911-284875-284875-18232-97677-43635-688700-158025,49078-79717-79717-9840-25023-6500-22245-14941,9983-88675-88675-1264-11836-4834-7911-8587,28840-47721-47721-1713-20353-2454-10541-21285,5927-31426-31426-1076-18853-2413-3564-12944,6562-40215-40215-1543-6871-1420-3596-7661,15258-70431-70431-1217-1829-1273-2996-3803,easy,no
661895-374645-374645-40225-1026906-918638-1456853-353228,269939-7128-7128-10385-192170-200698-298331-40309,104986-2589-2589-3008-66900-33161-59401-8723,17690-2915-2915-1120-25712-9205-67686-9861,16466-2583-2583-6203-21291-3854-35392-3024,33405-2168-2168-659-44836-13557-19793-3381,11945-2895-2895-823-39528-5741-9245-2680,1357-156-156-103-29322-2517-4220-1238,difficult,no
161778-189453-500886-513079-231938-1359251-1743235-2965145,6133-63287-220900-84877-45013-200731-180922-221488,7052-10824-18687-36854-6465-27365-16383-48973,2550-20896-33123-30248-1548-29178-14123-29271,3224-2383-8842-16033-2134-49713-9962-4807,3552-9608-4968-10292-5695-63418-17463-23809,1265-7169-2648-2382-1021-23429-15869-8078,1178-3400-7285-1456-1261-6269-3535-8966,easy,yes
327829-106825-807915-874099-3749367-3749367-709385-318607,28497-71565-28400-21598-448639-448639-691862-68551,25713-5462-31270-11896-81395-81395-41696-19716,5875-2615-11191-8921-21642-21642-24960-28063,6996-1005-21949-17349-61088-61088-9688-15544,13015-1347-6305-14202-26962-26962-9814-16964,23364-1655-7410-1429-11471-11471-12065-13767,3862-1473-5952-2531-5108-5108-2158-7233,easy,no
178034-178034-1161667-663535-620678-1639230-1639230-341855,237658-237658-112644-3994-56086-143163-143163-54051,13022-13022-65315-10610-3471-36801-36801-6460,19879-19879-55003-3534-6786-81655-81655-6129,30250-30250-29189-1875-3721-12930-12930-2063,42576-42576-10386-3557-5288-14622-14622-3956,8101-8101-10578-4627-3318-18059-18059-1803,3000-3000-5581-1469-451-4585-4585-1134,difficult,no
99936-77540-2156536-320842-869834-1056194-2054910-2054910,113894-10412-242733-6893-72932-50752-120566-120566,25056-1725-59865-4897-26310-19973-86279-86279,4029-4412-112323-3312-7979-13911-12332-12332,25736-1864-32015-6619-17048-7136-12823-12823,31540-2632-17077-720-12019-9073-19601-19601,21529-8855-14988-2174-31701-14675-18875-18875,5972-2035-6301-1300-3419-10173-3045-3045,easy,no
250280-115494-89367-217790-1479918-723009-86091-97639,26320-28933-17175-22371-95164-175336-37335-22543,61925-17304-3429-7133-20024-30749-11245-2492,26010-8214-2382-3822-31035-5299-2458-1074,19296-15905-6243-2330-42818-20295-5704-1843,23564-3159-3652-2560-57762-16180-4088-2105,9516-4496-4906-3226-18750-13675-4339-9058,4206-2558-1249-3173-8975-4720-987-1749,easy,yes
