delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
3363-53059-353492-762379-270194-40032-76180-15374,7216-8275-17718-368720-23513-25716-28664-3490,2257-20884-4487-103839-5921-4174-15539-670,2056-19489-2955-6315-6878-2066-12731-306,6217-7488-3609-8173-5198-3698-10632-2793,10755-6827-9826-69211-12594-1319-22243-2958,28186-4355-4951-20426-6147-464-12666-1931,10700-4534-5607-18462-2069-633-5198-1695,easy,yes
27357-105569-6159-218784-10117-180657-24392-35449,11676-8706-8096-30359-30952-50687-20782-3959,6615-2271-674-3330-6452-5742-11969-2695,10510-1079-2735-9073-3564-14732-5432-1404,3824-1095-14455-3998-1095-7019-2049-2727,16881-1611-49755-3890-4531-3595-1431-4972,10777-840-14955-2776-2030-1292-1796-3264,19393-561-15712-3524-2196-1201-549-2089,easy,yes
1712701-289161-330265-11943-33212-38612-4480-108631,160116-103590-56780-5394-5046-62287-2475-21352,5116-17508-8136-2712-4343-25865-1569-6295,7176-22180-2765-1149-8738-14335-4442-1768,5918-20643-5668-1061-4677-16496-10964-1819,16809-10710-1751-2724-5671-16309-6862-1088,4131-2982-1239-457-3076-6847-4032-252,3266-1808-1078-390-1095-2322-1530-93,easy,yes
18633-15699-1216-45534-121050-81267-159435-73611,23607-15777-9349-28931-34940-21474-8785-25693,8236-5950-909-5180-3965-2862-1858-10104,5531-5046-9561-3334-1802-2160-1240-1680,7189-10098-3261-1381-4956-2862-434-4568,8501-6043-5483-4019-927-3180-1043-3517,2581-4735-2362-394-1461-901-502-636,1551-1827-1578-434-707-920-84-556,difficult,yes
228838-1562932-46059-36551-25846-29461-66285-1647363,28891-141749-9403-36278-16932-75753-35415-182408,8634-65197-1119-20615-238-8499-744-64853,10484-24042-4973-11623-430-2777-1456-5545,11642-25981-2744-2295-2867-2068-1609-31815,4181-7215-2194-2761-455-2804-931-9844,2331-2851-968-3378-423-865-189-9222,1319-3524-1276-4999-199-862-680-1594,difficult,yes
59253-69368-55025-890403-329313-425791-182841-282400,7517-91194-7834-79384-7362-40165-70594-9347,466-10255-813-1323-4676-8247-11289-2252,1494-2419-2970-24198-1060-7384-2881-1459,1302-4189-1991-12746-2789-9956-3671-1139,982-1688-8672-5742-3687-11861-3670-1131,227-1102-1946-4257-1463-24014-1431-304,394-1114-3517-2762-922-1653-1947-262,easy,yes
204881-396083-11436-31496-1004358-349472-5391-78445,60435-48565-6697-15181-233144-70410-2178-39468,35529-11186-2865-1696-16769-6022-522-9569,9977-5452-4258-1756-9206-5000-1091-697,18268-3419-4205-1125-26040-9548-2103-3776,6668-3371-4431-909-13041-6336-2137-3983,4640-555-1170-690-10192-2063-1134-2362,1565-2352-1309-311-8778-1945-820-1037,difficult,yes
62410-50670-20295-94882-1557722-41983-24200-34727,13336-3215-6088-10394-82414-27283-13904-54304,2119-1310-9686-9261-9939-2710-10227-17769,2368-2629-5626-3329-19061-6921-12202-8802,3274-8290-7793-1773-22417-2305-5866-9206,5492-10650-7738-8368-12018-5399-4060-3998,1056-3278-3720-2433-4221-1479-768-865,531-4421-5072-5427-3308-1726-775-820,easy,yes
7138-8026-21414-18290-302803-73456-9196-5295,12559-5598-3666-17686-130761-39719-3184-4693,8738-2446-5700-11640-39408-18361-2529-3639,7130-4106-6195-4960-20774-4701-1395-3787,3412-4440-11258-1934-11176-1785-5028-2801,4636-12262-18483-2955-14128-2156-15926-14394,1469-4056-2818-2730-8894-1840-4007-2329,1551-3258-4563-1119-3169-1781-3370-2558,easy,no
48164-6858-43555-124638-155754-287359-62093-237118,138934-7975-4650-61324-37268-134826-19465-47287,22828-3916-2260-10411-2031-110634-3840-11408,11686-7766-3165-4818-1560-16792-2414-3868,5957-5630-1928-19454-4517-27796-2342-11849,4947-13188-5449-8307-4542-20973-2096-7878,1597-7573-1543-3194-1449-3905-767-3216,1183-3315-1095-2451-937-2519-331-2132,easy,yes
872894-145099-12950-2008538-115168-23303-93814-11149,207633-151933-7484-232075-31576-45458-7400-9001,8410-3573-8339-45928-3928-5324-10399-3446,7206-6203-3873-70484-21109-24781-4087-8136,89573-11782-11383-79256-16116-13742-2329-32247,27762-12474-12258-28024-4609-49931-16641-17395,16420-5114-2963-8963-3772-15325-4774-16406,11969-7265-1412-8434-3652-9950-2488-15011,easy,no
8077-98797-70783-267097-498082-103394-896302-140557,14389-8441-6022-38892-271180-6377-126641-21596,7700-4767-4250-4879-23068-3517-54011-8624,11642-3960-1276-4681-9637-851-12397-2722,52955-2160-1815-7912-11139-2849-17283-2349,32734-2940-1023-8972-23101-1661-14994-31445,10971-1505-499-7953-15911-1117-9526-5717,31895-528-346-1718-14136-1125-4234-6330,easy,yes
